tank_review_mapping,policy,block_index,start_h,end_h,setpoint_c,phase,hold_last_setpoint,watermark,candidate_only_not_for_physical_execution
TK33,operational_anchor_18C_N76,12,144.0,156.0,18.0,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,13,156.0,168.0,18.0,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,14,168.0,180.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,15,180.0,192.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,16,192.0,204.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,17,204.0,216.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,18,216.0,228.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,19,228.0,240.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,20,240.0,252.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,21,252.0,264.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,22,264.0,276.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,23,276.0,288.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,24,288.0,300.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,25,300.0,312.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,26,312.0,324.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,27,324.0,336.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,28,336.0,348.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,29,348.0,360.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,30,360.0,372.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,31,372.0,384.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,32,384.0,396.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,33,396.0,408.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,34,408.0,420.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,35,420.0,432.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,36,432.0,444.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,37,444.0,456.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,38,456.0,468.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,39,468.0,480.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,40,480.0,492.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK33,operational_anchor_18C_N76,41,492.0,504.0,18.0,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,0,0.0,12.0,16.394619981064412,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,1,12.0,24.0,17.394620031705895,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,2,24.0,36.0,16.394619916985654,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,3,36.0,48.0,16.394619916985654,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,4,48.0,60.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,5,60.0,72.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,6,72.0,84.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,7,84.0,96.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,8,96.0,108.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,9,108.0,120.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,10,120.0,132.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,11,132.0,144.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,12,144.0,156.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,13,156.0,168.0,21.39461969973337,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,14,168.0,180.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,15,180.0,192.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,16,192.0,204.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,17,204.0,216.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,18,216.0,228.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,19,228.0,240.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,20,240.0,252.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,21,252.0,264.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,22,264.0,276.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,23,276.0,288.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,24,288.0,300.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,25,300.0,312.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,26,312.0,324.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,27,324.0,336.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,28,336.0,348.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,29,348.0,360.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,30,360.0,372.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,31,372.0,384.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,32,384.0,396.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,33,396.0,408.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,34,408.0,420.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,35,420.0,432.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,36,432.0,444.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,37,444.0,456.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,38,456.0,468.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,39,468.0,480.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,40,480.0,492.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK31,cold_early_N76,41,492.0,504.0,21.39461969973337,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,0,0.0,12.0,21.999999041379578,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,1,12.0,24.0,25.605379509350957,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,2,24.0,36.0,25.605379509350957,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,3,36.0,48.0,25.605379509350957,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,4,48.0,60.0,25.605379509350957,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,5,60.0,72.0,25.605379509350957,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,6,72.0,84.0,25.605379509350957,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,7,84.0,96.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,8,96.0,108.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,9,108.0,120.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,10,120.0,132.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,11,132.0,144.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,12,144.0,156.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,13,156.0,168.0,21.326220833815718,optimized_window,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,14,168.0,180.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,15,180.0,192.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,16,192.0,204.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,17,204.0,216.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,18,216.0,228.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,19,228.0,240.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,20,240.0,252.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,21,252.0,264.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,22,264.0,276.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,23,276.0,288.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,24,288.0,300.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,25,300.0,312.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,26,312.0,324.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,27,324.0,336.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,28,336.0,348.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,29,348.0,360.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,30,360.0,372.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,31,372.0,384.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,32,384.0,396.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,33,396.0,408.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,34,408.0,420.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,35,420.0,432.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,36,432.0,444.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,37,444.0,456.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,38,456.0,468.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,39,468.0,480.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,40,480.0,492.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
TK32,warm_late_N76,41,492.0,504.0,21.326220833815718,explicit_hold_last,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
