ensemble_member,policy,drying_time_h
56,anchor_18C,207.09334573915135
56,refined_2_A,157.06004129123434
56,refined_2_B,159.72769713369863
57,anchor_18C,203.46065585632272
57,refined_2_A,156.37741970013604
57,refined_2_B,159.3339541071844
58,anchor_18C,180.03406050442783
58,refined_2_A,136.8617082176767
58,refined_2_B,139.18137042248182
59,anchor_18C,196.88122120031213
59,refined_2_A,149.95504534993782
59,refined_2_B,152.7399774449032
60,anchor_18C,186.12658910205394
60,refined_2_A,142.01007683011977
60,refined_2_B,144.5730312251233
61,anchor_18C,195.34959121313938
61,refined_2_A,148.89223697100542
61,refined_2_B,151.40255521524813
62,anchor_18C,198.4231015942181
62,refined_2_A,151.27924379337517
62,refined_2_B,154.17533229332537
63,anchor_18C,200.88551546157692
63,refined_2_A,153.4330194602829
63,refined_2_B,156.60463138559467
