medium,batch,source_file,sample_id,time_h,temperature_c,density,brix,X_viable_mcells_ml,X_total_mcells_ml,X_dead_direct_mcells_ml,X_dead_mcells_ml,X_dead_inferred,X_viable_kg_m3,X_total_kg_m3,X_dead_kg_m3,G_g_l,F_g_l,S_GF_g_l,S_Y15_g_l,S_observed_g_l,YAN_mg_l,N_kg_m3,N_pulse_mg_l,N_pulse_kg_m3,glycerol_g_l,ethanol_percent_vv,ethanol_source,E_g_l,ethyl_acetate_total,isoamyl_acetate_total,ethyl_octanoate_total,Condicion,Replica,Variedad,Levadura,Adicion
natural,LAB004,mosto_natural_xthiol.xlsx,ING26-LAB004-13,163.0,21.0,994.9,-0.8,70.89,71.43,0.5400000000000063,0.5400000000000063,False,2.1267,2.1429,0.016200000000000186,0.0,0.06,0.06,0.06,0.06,28.46,0.028460000000000003,0.0,0.0,6.28,10.44,ETANOL,82.396656,,,,Condición A,R3,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-01,0.0,18.0,1066.7,16.9,16.44,16.97,0.5299999999999976,0.5299999999999976,False,0.4932,0.5091,0.015899999999999928,77.71,87.95,165.66,165.66,165.66,227.29999999999998,0.22729999999999997,0.0,0.0,1.09,1.24,ETANOL,9.786576,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-02,19.0,18.0,1064.4,16.3,21.54,21.7,0.16000000000000014,0.16000000000000014,False,0.6462,0.6509999999999999,0.004800000000000004,70.76,71.95,142.71,142.71,142.71,191.54,0.19154,0.0,0.0,8.19,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-03,26.0,18.0,1060.9,15.6,25.35,25.42,0.07000000000000028,0.07000000000000028,False,0.7605000000000001,0.7626000000000001,0.0021000000000000085,66.58,71.73,138.31,138.31,138.31,158.24,0.15824000000000002,0.0,0.0,1.28,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-04,43.0,18.0,1050.3,12.9,31.72,52.69,20.97,20.97,False,0.9515999999999999,1.5806999999999998,0.6291,49.85,61.559999999999995,111.41,111.41,111.41,53.239999999999995,0.053239999999999996,0.0,0.0,2.87,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-05,50.0,18.0,1043.8,11.5,57.22,57.53,0.3100000000000023,0.3100000000000023,False,1.7166,1.7259,0.009300000000000069,44.05,60.540000000000006,104.59,104.59,104.59,19.0,0.019,0.0,0.0,3.58,3.96,ETANOL,31.253904000000002,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-06,67.0,18.0,1031.1,8.2,58.76,58.83,0.07000000000000028,0.07000000000000028,False,1.7628,1.7649,0.0021000000000000085,25.97,47.91,73.88,73.88,73.88,12.0,0.012,0.0,0.0,4.5,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-N,68.0,,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-07,74.0,18.0,1025.5,7.1,66.59,66.82,0.22999999999998977,0.22999999999998977,False,1.9977,2.0046,0.006899999999999693,20.27,43.31,63.58,63.58,63.58,35.68,0.03568,0.0,0.0,4.96,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-08,91.0,18.0,1014.8,4.2,61.21,61.52,0.3100000000000023,0.3100000000000023,False,1.8363,1.8456000000000001,0.009300000000000069,9.32,29.299999999999997,38.62,38.62,38.62,11.0,0.011,0.0,0.0,5.61,7.8500000000000005,ETANOL,61.95534000000001,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-09,98.0,18.0,1010.3,3.1,71.2,72.27,1.0699999999999932,1.0699999999999932,False,2.136,2.1681,0.032099999999999795,6.3,24.38,30.68,30.68,30.68,10.0,0.01,0.0,0.0,5.87,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-10,115.0,21.0,999.5,0.4,35.33,36.41,1.0799999999999983,1.0799999999999983,False,1.0598999999999998,1.0922999999999998,0.03239999999999995,0.67,7.529999999999999,8.2,8.2,8.2,46.0,0.046,0.0,0.0,6.63,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-11,122.0,21.0,995.5,-0.6,68.89,71.12,2.230000000000004,2.230000000000004,False,2.0667,2.1336,0.06690000000000011,0.27,4.73,5.0,5.0,5.0,14.0,0.014,0.0,0.0,6.3,,,,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-12,146.0,21.0,994.9,22.8,,,,,False,,,,0.03,0.09,0.12,0.12,0.12,27.0,0.027,0.0,0.0,6.22,10.639999999999999,ETANOL,83.97513599999999,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB005,mosto_natural_xthiol.xlsx,ING26-LAB005-13,163.0,21.0,995.0,-0.8,61.14,61.44,0.29999999999999716,0.29999999999999716,False,1.8342,1.8432,0.008999999999999914,0.0,0.01,0.01,0.01,0.01,32.28,0.03228,0.0,0.0,6.17,10.219999999999999,ETANOL,80.66032799999999,,,,Condición A,R4,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-01,0.0,16.0,1066.7,16.9,3.3,4.22,0.9199999999999999,0.9199999999999999,False,0.09899999999999999,0.1266,0.027599999999999996,81.63,75.81,157.44,157.44,157.44,229.12,0.22912000000000002,0.0,0.0,1.17,1.25,ETANOL,9.8655,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-02,19.0,16.0,1065.2,16.5,19.47,19.74,0.2699999999999996,0.2699999999999996,False,0.5841,0.5922,0.008099999999999987,71.62,72.32,143.94,143.94,143.94,199.0,0.199,0.0,0.0,0.9,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-03,26.0,16.0,1062.9,16.1,19.39,19.51,0.120000000000001,0.120000000000001,False,0.5817,0.5853,0.00360000000000003,70.18,66.37,136.55,136.55,136.55,180.89999999999998,0.18089999999999998,0.0,0.0,0.99,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-04,43.0,16.0,1058.3,14.8,14.9,32.87,17.97,17.97,False,0.447,0.9860999999999999,0.5390999999999999,60.47,69.49000000000001,129.96,129.96,129.96,132.1,0.1321,0.0,0.0,2.34,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-05,50.0,16.0,1054.3,14.0,41.24,41.55,0.30999999999999517,0.30999999999999517,False,1.2372,1.2465,0.009299999999999855,61.47,66.07000000000001,127.54,127.54,127.54,101.6,0.1016,0.0,0.0,2.83,2.6700000000000004,ETANOL,21.072708000000002,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-06,67.0,16.0,1046.4,11.9,65.05,65.13,0.0799999999999983,0.0799999999999983,False,1.9514999999999998,1.9538999999999997,0.0023999999999999486,44.39,61.11,105.5,105.5,105.5,40.4,0.0404,0.0,0.0,3.45,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-07,74.0,16.0,1040.0,10.6,45.93,46.08,0.14999999999999858,0.14999999999999858,False,1.3779,1.3823999999999999,0.004499999999999957,38.91,56.09,95.0,95.0,95.0,21.0,0.021,0.0,0.0,3.67,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-08,98.0,16.0,1026.2,7.1,77.73,79.57,1.8399999999999892,1.8399999999999892,False,2.3319,2.3870999999999998,0.05519999999999967,20.89,43.04,63.93,63.93,63.93,0.0,0.0,0.0,0.0,4.89,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-N,99.0,16.0,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-09,115.0,16.0,1016.1,4.6,41.09,43.01,1.9199999999999946,1.9199999999999946,False,1.2327000000000001,1.2903,0.05759999999999984,11.13,32.08,43.21,43.21,43.21,58.0,0.058,0.0,0.0,5.56,7.819999999999999,ETANOL,61.718568,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-10,122.0,16.0,1011.7,3.6,60.52,63.67,3.1499999999999986,3.1499999999999986,False,1.8156,1.9101,0.09449999999999996,9.46,29.25,38.71,38.71,38.71,27.0,0.027,0.0,0.0,5.75,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-11,139.0,18.0,1006.9,2.2,62.14,64.44,2.299999999999997,2.299999999999997,False,1.8641999999999999,1.9331999999999998,0.06899999999999991,2.45,18.82,21.27,21.27,21.27,39.0,0.039,0.0,0.0,6.24,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-12,146.0,18.0,1001.5,22.5,,,,,False,,,,1.33,12.38,13.71,13.71,13.71,41.0,0.041,0.0,0.0,6.01,9.77,ETANOL,77.108748,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-13,170.0,18.0,996.7,-0.2,49.16,49.77,0.6100000000000065,0.6100000000000065,False,1.4747999999999999,1.4931,0.018300000000000195,0.19,4.5,4.69,4.69,4.69,44.74,0.04474,0.0,0.0,5.78,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-14,194.0,18.0,996.0,-0.5,56.68,57.07,0.39000000000000057,0.39000000000000057,False,1.7004,1.7121,0.011700000000000016,0.0,0.88,0.88,0.88,0.88,41.64,0.04164,0.0,0.0,5.62,,,,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB006,mosto_natural_xthiol.xlsx,ING26-LAB006-15,211.0,18.0,995.4,-0.7,83.49,83.72,0.23000000000000398,0.23000000000000398,False,2.5046999999999997,2.5116,0.006900000000000119,0.0,0.17,0.17,0.17,0.17,32.0,0.032,0.0,0.0,6.34,10.479999999999999,ETANOL,82.712352,,,,Condición C,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-01,0.0,21.0,,,9.72,9.75,0.02999999999999936,0.02999999999999936,False,0.2916,0.2925,0.0008999999999999808,77.52,74.55,152.07,152.07,152.07,239.04,0.23904,0.0,0.0,0.89,1.49,ETANOL,11.759676,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-02,16.0,21.0,1062.6,15.9,21.04,21.31,0.2699999999999996,0.2699999999999996,False,0.6312,0.6393,0.008099999999999987,70.58,72.39999999999999,142.98,142.98,142.98,190.44,0.19044,0.0,0.0,1.5,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-03,24.0,21.0,1062.5,15.8,24.46,24.5,0.03999999999999915,0.03999999999999915,False,0.7338,0.735,0.0011999999999999743,71.45,76.46,147.91,147.91,147.91,177.7,0.1777,0.0,0.0,1.46,2.72,ETANOL,21.467328000000002,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-04,40.0,21.0,1052.0,13.2,41.59,41.71,0.11999999999999744,0.11999999999999744,False,1.2477,1.2513,0.003599999999999923,56.1,65.10999999999999,121.20999999999998,121.21,121.20999999999998,62.239999999999995,0.06224,0.0,0.0,3.37,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-05,48.0,21.0,1046.7,11.8,47.08,47.08,0.0,0.0,False,1.4123999999999999,1.4123999999999999,0.0,49.74,55.43,105.17,105.17,105.17,39.1,0.0391,0.0,0.0,3.36,3.84,ETANOL,30.306816,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-06,64.0,21.0,1033.7,8.8,56.68,56.99,0.3100000000000023,0.3100000000000023,False,1.7004,1.7097,0.009300000000000069,29.71,51.910000000000004,81.62,81.62,81.62,2.0,0.002,0.0,0.0,4.17,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-N,65.0,21.0,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-07,72.0,18.0,1026.1,7.1,56.68,56.99,0.3100000000000023,0.3100000000000023,False,1.7004,1.7097,0.009300000000000069,24.29,45.88,70.17,70.17,70.17,47.78,0.04778,0.0,0.0,3.6,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-08,88.0,18.0,1013.6,4.0,64.82,65.21,0.39000000000000057,0.39000000000000057,False,1.9445999999999997,1.9562999999999997,0.011700000000000016,11.91,25.860000000000003,37.77,37.77,37.77,19.0,0.019,0.0,0.0,5.42,8.04,ETANOL,63.454896,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-09,96.0,18.0,1010.0,3.1,56.53,56.84,0.3100000000000023,0.3100000000000023,False,1.6959,1.7052,0.009300000000000069,7.07,23.94,31.01,31.01,31.01,30.0,0.03,0.0,0.0,5.35,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-10,112.0,18.0,999.6,0.5,59.83,60.29,0.46000000000000085,0.46000000000000085,False,1.7949,1.8087,0.013800000000000026,0.48,6.52,7.0,7.0,7.0,6.0,0.006,0.0,0.0,5.76,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-11,120.0,18.0,997.4,-0.1,58.91,59.45,0.5400000000000063,0.5400000000000063,False,1.7672999999999999,1.7835,0.016200000000000186,0.08,3.34,3.42,3.42,3.42,6.0,0.006,0.0,0.0,5.69,,,,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-12,144.0,18.0,995.4,-0.6,59.91,60.83,0.9200000000000017,0.9200000000000017,False,1.7973,1.8249,0.02760000000000005,0.0,0.03,0.03,0.03,0.03,27.0,0.027,0.0,0.0,6.06,10.44,ETANOL,82.396656,,,,,,,Zymaflore X5,
natural,LAB007,mosto_natural_xthiol.xlsx,ING26-LAB007-L-13,160.0,18.0,995.6,-0.6,29.88,41.32,11.440000000000001,11.440000000000001,False,0.8964,1.2396,0.3432,0.0,0.01,0.01,0.01,0.01,16.0,0.016,0.0,0.0,5.85,10.299999999999999,ETANOL,81.29172,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-01,0.0,18.0,,,8.45,8.56,0.11000000000000121,0.11000000000000121,False,0.25349999999999995,0.25680000000000003,0.003300000000000036,76.21,74.89,151.1,151.1,151.1,239.22,0.23922000000000002,0.0,0.0,0.85,1.17,ETANOL,9.234107999999999,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-02,16.0,18.0,1063.7,16.0,22.31,22.39,0.08000000000000185,0.08000000000000185,False,0.6692999999999999,0.6717,0.0024000000000000553,69.44,71.93,141.37,141.37,141.37,184.98,0.18498,0.0,0.0,1.51,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-03,24.0,18.0,1062.3,15.7,24.92,24.92,0.0,0.0,False,0.7476,0.7476,0.0,70.84,74.78,145.62,145.62,145.62,178.88,0.17888,0.0,0.0,1.42,2.64,ETANOL,20.835936,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-04,40.0,18.0,1051.2,13.1,41.94,42.13,0.19000000000000483,0.19000000000000483,False,1.2582,1.2639,0.005700000000000145,57.24,62.199999999999996,119.44,119.44,119.44,63.879999999999995,0.06387999999999999,0.0,0.0,3.23,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-05,48.0,18.0,1047.0,12.1,49.31,49.39,0.0799999999999983,0.0799999999999983,False,1.4793,1.4817,0.0023999999999999486,50.13,55.37,105.5,105.5,105.5,37.1,0.0371,0.0,0.0,3.3,3.8100000000000005,ETANOL,30.070044000000006,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-06,64.0,18.0,1034.2,9.0,62.37,62.52,0.15000000000000568,0.15000000000000568,False,1.8710999999999998,1.8756,0.0045000000000001705,29.88,51.32000000000001,81.2,81.2,81.2,11.0,0.011,0.0,0.0,4.16,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-06,65.0,18.0,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-07,72.0,18.0,1026.8,7.3,51.69,51.92,0.23000000000000398,0.23000000000000398,False,1.5507,1.5576,0.006900000000000119,23.94,45.39,69.33,69.33,69.33,47.78,0.04778,0.0,0.0,3.53,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-08,88.0,18.0,1014.2,4.0,58.99,59.37,0.37999999999999545,0.37999999999999545,False,1.7697,1.7811,0.011399999999999863,11.46,25.83,37.29,37.29,37.29,18.0,0.018000000000000002,0.0,0.0,5.27,7.87,ETANOL,62.113188,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-09,96.0,21.0,1009.4,2.9,61.98,62.6,0.6200000000000045,0.6200000000000045,False,1.8594,1.878,0.018600000000000137,6.84,23.66,30.5,30.5,30.5,20.0,0.02,0.0,0.0,5.33,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-10,112.0,21.0,999.2,0.3,63.44,63.9,0.46000000000000085,0.46000000000000085,False,1.9031999999999998,1.9169999999999998,0.013800000000000026,0.36,6.05,6.41,6.41,6.41,5.0,0.005,0.0,0.0,5.67,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-11,120.0,21.0,997.1,-0.2,58.06,59.06,1.0,1.0,False,1.7418,1.7718,0.03,0.05,2.8400000000000003,2.89,2.89,2.89,6.0,0.006,0.0,0.0,5.48,,,,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-12,144.0,21.0,995.4,-0.6,63.44,64.44,1.0,1.0,False,1.9031999999999998,1.9331999999999998,0.03,0.0,0.03,0.03,0.03,0.03,27.0,0.027,0.0,0.0,5.82,10.44,ETANOL,82.396656,,,,,,,Zymaflore X5,
natural,LAB008,mosto_natural_xthiol.xlsx,ING26-LAB008-L-13,160.0,21.0,994.5,-0.8,20.43,31.26,10.830000000000002,10.830000000000002,False,0.6129,0.9378,0.3249,0.0,0.0,0.0,0.0,0.0,15.0,0.015,0.0,0.0,5.87,10.379999999999999,ETANOL,81.92311199999999,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-01,0.0,18.0,,,12.01,12.04,0.02999999999999936,0.02999999999999936,False,0.36029999999999995,0.36119999999999997,0.0008999999999999808,75.75,76.68,152.43,152.43,152.43,237.4,0.2374,0.0,0.0,0.75,1.23,ETANOL,9.707652,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-02,16.0,18.0,1062.3,15.8,29.22,29.53,0.3100000000000023,0.3100000000000023,False,0.8765999999999999,0.8859,0.009300000000000069,67.56,72.1,139.66,139.66,139.66,167.04,0.16704,0.0,0.0,1.84,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-03,24.0,18.0,1059.9,15.1,27.76,27.84,0.0799999999999983,0.0799999999999983,False,0.8328,0.8351999999999999,0.0023999999999999486,66.45,74.92999999999999,141.38,141.38,141.38,148.01999999999998,0.14801999999999998,0.0,0.0,1.79,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-04,40.0,18.0,1041.2,10.7,52.27,52.42,0.14999999999999858,0.14999999999999858,False,1.5681,1.5726,0.004499999999999957,43.64,55.64,99.28,99.28,99.28,21.0,0.021,0.0,0.0,4.13,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-N,41.0,18.0,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-05,48.0,18.0,1036.0,9.6,57.3,57.3,0.0,0.0,False,1.7189999999999999,1.7189999999999999,0.0,31.9,42.53000000000001,74.43,74.43,74.43,70.72,0.07072,0.0,0.0,4.07,4.94,ETANOL,38.988456000000006,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-06,64.0,18.0,1018.5,5.2,64.29,65.06,0.769999999999996,0.769999999999996,False,1.9287,1.9518,0.02309999999999988,12.94,32.97,45.91,45.91,45.91,19.0,0.019,0.0,0.0,5.0,7.28,ETANOL,57.456672000000005,,,,,,,Zymaflore X5,
