medium,batch,state,n,base_weighted_rmse,best_weighted_rmse,base_rmse,best_rmse,best_minus_base_weighted_rmse,status
natural,LAB011,G,4,9.920050931846976,9.416213944803372,24.80012732961744,23.540534862008432,-0.5038369870436039,ok
natural,LAB011,F,4,10.621985957389587,10.952014095291199,26.554964893473965,27.380035238228,0.33002813790161234,ok
natural,LAB011,E,4,10.444089793485489,10.86714738527942,20.893044022016575,21.738755641967476,0.4230575917939312,ok
natural,LAB011,Gly,4,4.733161217896779,4.732053778137402,1.6566064262638724,1.6562188223480907,-0.0011074397593766605,ok
natural,LAB012,X,8,4.9909116247887555,4.733223431064159,0.659147956520189,0.6671383494222539,-0.2576881937245963,ok
natural,LAB012,Xd,8,2.9224236906175487,2.8887836342074555,0.17534542143705292,0.17332701805244735,-0.033640056410093155,ok
natural,LAB012,N,4,10.269394033473626,10.269393640606252,0.1920955694812426,0.19209556210979115,-3.928673741881994e-07,ok
natural,LAB012,G,4,11.048445434808185,10.597528916691903,27.62111358702046,26.49382229172976,-0.45091651811628175,ok
natural,LAB012,F,4,9.273186541832994,9.642606967301496,23.182966354582483,24.106517418253745,0.36942042546850296,ok
natural,LAB012,E,4,11.436649434909405,12.047068995070099,22.87562346371307,24.09651570155255,0.6104195601606932,ok
natural,LAB012,Gly,4,5.2697646194218315,5.301106337602436,1.8444176167976412,1.8553872181608524,0.03134171818060416,ok
synthetic,MS007,X,8,2.724171722253292,2.2421549602273956,0.2517174805616794,0.20333799544745426,-0.4820167620258964,ok
synthetic,MS007,Xd,9,6.051053170321112,6.1984758432122415,0.5519412363303867,0.5647260328044238,0.1474226728911292,ok
synthetic,MS007,N,9,8.564732800508526,8.525886625209736,0.14793199239317514,0.14675629648782657,-0.03884617529879009,ok
synthetic,MS007,G,9,6.054109268386427,5.222979980350875,15.201639651752355,13.235824157262567,-0.8311292880355525,ok
synthetic,MS007,F,9,5.014322606940421,2.6427043585786754,12.582904469493496,6.68895407495052,-2.371618248361746,ok
synthetic,MS007,E,4,7.051361173123335,6.077999328491218,14.10272234624667,12.155998656982437,-0.9733618446321168,ok
synthetic,MS007,Gly,9,2.4034583774293274,2.2253948720954946,0.8412104321002646,0.7788882052334231,-0.17806350533383286,ok
synthetic,MS008,X,8,1.9906280717591152,2.0001591078403096,0.16938598175452727,0.18757179460827209,0.009531036081194433,ok
synthetic,MS008,Xd,9,5.585500135888654,5.6997546540569495,0.4565155870078473,0.46741955368180266,0.11425451816829568,ok
synthetic,MS008,N,9,6.451278699082534,6.441388522374616,0.09646639696102949,0.09632220647249491,-0.00989017670791803,ok
synthetic,MS008,G,9,4.0092816480087805,3.2535226188502784,10.174192619678315,8.52097234836421,-0.7557590291585021,ok
synthetic,MS008,F,9,3.308329079860666,2.462830356564458,8.317945799850875,6.23251521452517,-0.8454987232962083,ok
synthetic,MS008,E,4,5.598767908739048,4.775549816254311,11.29135692450018,9.599586249255461,-0.823218092484737,ok
synthetic,MS008,Gly,8,1.9258159653602815,1.7109114107805028,0.6740355878760984,0.5988189937731759,-0.21490455457977875,ok
synthetic,MS009,X,8,2.58240576073508,2.798086438114125,0.2183546165535177,0.2644199756708639,0.21568067737904517,ok
synthetic,MS009,Xd,9,5.01821502378612,4.9872784956067,0.5133026453313276,0.5098203376324563,-0.03093652817942072,ok
synthetic,MS009,N,9,2.7273102789750685,2.7005240466750102,0.03827207867905995,0.03799779137790868,-0.026786232300058277,ok
synthetic,MS009,G,9,6.738976722782373,5.578378111944228,16.851444023002554,13.948242798397933,-1.1605986108381448,ok
synthetic,MS009,F,9,5.497492804785886,3.9339865405588252,13.747996456144527,9.839903115610904,-1.563506264227061,ok
synthetic,MS009,E,4,5.297771064566336,3.665929258338067,12.312808730525978,8.583767140620372,-1.6318418062282691,ok
synthetic,MS009,Gly,9,3.993102137233889,3.351064573131829,1.3998806444809149,1.1767659926126932,-0.6420375641020599,ok
synthetic,MS010,X,8,5.3841660640293965,5.021070566187648,0.6092924548161133,0.5830287775831676,-0.36309549784174866,ok
synthetic,MS010,Xd,9,6.283064738725686,6.3964551439500745,0.5168983511821919,0.5321045576913473,0.11339040522438815,ok
synthetic,MS010,N,8,6.604320397044318,6.6019458849790595,0.10352202163148522,0.10346638191980262,-0.002374512065258294,ok
synthetic,MS010,G,9,1.6744309591571824,2.2466988656701394,4.28055962981943,5.859159942193273,0.572267906512957,ok
synthetic,MS010,F,9,2.7160704176127317,2.910868776475417,6.950564845472834,7.487268333033684,0.19479835886268537,ok
synthetic,MS010,E,4,1.385767099857602,1.4868050135234105,3.668951343007057,3.639760668471284,0.10103791366580861,ok
synthetic,MS010,Gly,9,0.9268417501325905,0.9352479113942327,0.3356273353054202,0.34431294058392026,0.008406161261642175,ok
synthetic,MS011,X,8,3.7144499646262825,3.604849815377571,0.4465139666702711,0.4618000845416925,-0.10960014924871153,ok
synthetic,MS011,Xd,9,3.6262595955823613,3.730531074713436,0.31636984911796234,0.3298037866641626,0.1042714791310746,ok
synthetic,MS011,N,8,6.563057801880894,6.5624109862178255,0.08747962895265385,0.08748507373028519,-0.0006468156630683453,ok
synthetic,MS011,G,9,1.3271162165649009,1.0722172779261148,3.3353901688048855,2.808766067040535,-0.2548989386387861,ok
synthetic,MS011,F,9,0.8365033633865422,1.2084364445310176,2.1172397054369765,3.0517340128796637,0.37193308114447543,ok
synthetic,MS011,E,4,1.7661685032207046,1.038960260432951,3.944790209564021,2.668304514053452,-0.7272082427877535,ok
synthetic,MS011,Gly,9,1.9515616529713955,1.7097052729237336,0.7009775331976416,0.6220220498934159,-0.24185638004766186,ok
synthetic,MS012,X,8,2.8848247402213936,2.844408803927207,0.27760635103947523,0.2962290089889036,-0.040415936294186494,ok
synthetic,MS012,Xd,9,5.965890787845904,5.949343206562313,0.39103789522568494,0.3883383721712499,-0.01654758128359113,ok
synthetic,MS012,N,8,5.118809899261752,5.054247388842789,0.06642291094178007,0.06556994448252554,-0.06456251041896266,ok
synthetic,MS012,G,9,5.248014939587896,3.9527076017800375,13.132951366793833,9.888568293148715,-1.2953073378078583,ok
synthetic,MS012,F,9,3.3020636897854763,1.4765442908044846,8.268320786597986,3.727567188881397,-1.8255193989809917,ok
synthetic,MS012,E,4,5.218521883443703,3.308067542984824,11.841093356046864,7.774085244175724,-1.910454340458879,ok
synthetic,MS012,Gly,9,2.963059366636132,2.444707865789832,1.0448618616122667,0.8673818774539073,-0.5183515008463,ok
synthetic,MS013,X,7,4.756317138299856,4.519850988023848,0.5539560811626434,0.553508412768097,-0.2364661502760077,ok
synthetic,MS013,Xd,8,6.234544095340918,6.369369630647136,0.47946237106008793,0.49725877049481504,0.1348255353062182,ok
synthetic,MS013,N,8,7.7505615475033185,7.748563886055302,0.1052159033447065,0.10515550390559891,-0.0019976614480166077,ok
synthetic,MS013,G,8,2.258471721012048,2.5722939497340955,5.692543193767664,6.61474465043889,0.31382222872204757,ok
synthetic,MS013,F,8,2.5597666665731467,2.482488506007808,6.534305059989565,6.433996087410343,-0.07727816056533854,ok
synthetic,MS013,E,4,1.3457098122307347,1.5965878515012462,3.6220764366760734,3.915596981555906,0.25087803927051144,ok
synthetic,MS013,Gly,8,1.295716745838685,1.2643577777141162,0.45757657849162225,0.44827982222293805,-0.03135896812456873,ok
synthetic,MS014,X,7,4.487003456915032,4.20583530512403,0.37204123992303306,0.3605447887653571,-0.2811681517910021,ok
synthetic,MS014,Xd,8,5.99875004279243,6.152898123055083,0.4689057061655115,0.4885253008403926,0.1541480802626527,ok
synthetic,MS014,N,8,8.501608594559745,8.500017786498658,0.11717648176416319,0.11713051649756913,-0.0015908080610866904,ok
synthetic,MS014,G,8,2.374114866109349,3.193929174399326,6.143490618061121,8.380116308648173,0.8198143082899767,ok
synthetic,MS014,F,8,0.7659279679029573,0.9629850087744254,1.9485912514312764,2.4770632435940256,0.19705704087146814,ok
synthetic,MS014,E,4,1.1110188775069225,1.7738115802551975,2.572550017120378,3.8455171647123985,0.662792702748275,ok
synthetic,MS014,Gly,8,1.9124865838878884,1.6420187362588365,0.6719619120566256,0.579431988497185,-0.27046784762905185,ok
synthetic,MS015,X,7,6.161543264867772,5.691072150157811,0.3845916884355384,0.3511573507734091,-0.4704711147099614,ok
synthetic,MS015,Xd,8,5.985074624028248,6.165737750122562,0.46829821774484925,0.48427479043731586,0.18066312609431456,ok
synthetic,MS015,N,8,9.484747619614438,9.478377404163139,0.15067334751117806,0.15053697188200996,-0.006370215451299899,ok
synthetic,MS015,G,8,6.478982435248035,6.07789035248189,16.3386351527666,15.510463032346616,-0.4010920827661453,ok
synthetic,MS015,F,8,5.805878731556386,3.634636894374379,14.571279365939208,9.205232670241848,-2.171241837182007,ok
synthetic,MS015,E,4,6.610318635203008,6.011205233854254,13.3482832624665,12.095750568611356,-0.5991134013487542,ok
synthetic,MS015,Gly,8,1.8543313632151628,1.9344338746317753,0.6500576801409784,0.6787419030052013,0.08010251141661251,ok
synthetic,MS016,X,7,4.040857369161762,3.9048846171299756,0.30206994181669816,0.29693502987804543,-0.13597275203178683,ok
synthetic,MS016,Xd,8,5.520893550005341,5.500161518510317,0.42951020522563865,0.42620517628450594,-0.020732031495024117,ok
synthetic,MS016,N,8,8.514930924058595,8.502549046939054,0.11225096111635971,0.11186885628111659,-0.012381877119540974,ok
synthetic,MS016,G,8,4.400992343466768,3.1569262852183226,11.002480985323544,7.92887086293218,-1.2440660582484457,ok
synthetic,MS016,F,8,3.0289745168523163,1.800664889489642,7.682068854572304,4.79611400449529,-1.2283096273626743,ok
synthetic,MS016,E,4,4.7964385011727275,2.9426928459670276,11.202809172003775,7.226248852067154,-1.8537456552057,ok
synthetic,MS016,Gly,8,3.9102675742151813,3.0128309959345474,1.3692538969412893,1.0557267087176254,-0.897436578280634,ok
