profiled_theta,theta_value,theta_hat,objective,lr_stat,success,status,direction,error,estimated_betaG0,estimated_betaF0,estimated_Kn0,estimated_Kig0,estimated_Kie0,estimated_Kd0,estimated_Yxn,estimated_Yxf,estimated_Yeg,estimated_Yef,estimated_mu0
Yxf,0.3571428571428572,0.1,5009.337084976178,383.74030784735623,True,optimal,right,,0.26010967541817315,10.0,0.1,27.50720031071393,10.0,0.008961397169044137,2.02027007744184,,0.1,1.2888728940309075,0.05788962321791543
Yxf,0.4214285714285715,0.1,5009.300638296519,383.66741448803805,True,optimal,right,,0.2600280010623377,10.0,0.1,27.500329361796958,10.0,0.008963166409090098,2.021350784810891,,0.1,1.2845212786980131,0.057916149426381784
Yxf,0.48571428571428577,0.1,4842.764458963341,50.59505582168276,True,optimal,right,,2.031610101599296,1.2266742170696077,0.1,81.6872575773711,10.0,0.000983770751276261,4.277665692128789,,0.7803877972645006,0.5545381098472941,0.10208176517167719
Yxf,0.55,0.1,5009.256605659517,383.57934921403466,True,optimal,right,,0.25993771548531897,9.999986821019519,0.1,27.493353001010878,10.0,0.008965361748521358,2.0225322947999875,,0.1,1.2789028524401869,0.057945438271971565
Yxf,0.6142857142857143,0.1,5009.242362127161,383.5508621493227,True,optimal,right,,0.2599108887426698,10.0,0.1,27.49139588093808,10.0,0.00896609076662013,2.022877646545078,,0.1,1.2769844726154769,0.05795409309508836
Yxf,0.6785714285714286,0.1,4844.252613654705,53.57136520441054,True,optimal,right,,2.032011015518894,1.2344141551840906,0.1,83.0343042835885,10.0,0.0010065293736487434,4.254412716665024,,0.778172672546812,0.5522699865663807,0.10164178213373219
Yxf,0.7428571428571429,0.1,5009.222080945375,383.51029978575025,True,optimal,right,,0.2598750299175026,10.0,0.1,27.48903178629064,10.0,0.008967142819137162,2.023335776575975,,0.1,1.274152345081451,0.057965670227889954
Yxf,0.8071428571428572,0.1,5009.21461743722,383.495372769441,True,optimal,right,,0.2598626036678095,10.0,0.1,27.48827879934966,10.0,0.008967535333491854,2.0234928429805326,,0.1,1.2730773527242538,0.05796967444103883
Yxf,0.8714285714285716,0.1,4845.091762474967,55.2496628449353,True,optimal,right,,2.032535249731152,1.2389163465175306,0.1,83.78354658685372,10.0,0.0010190700733950972,4.240549995729174,,0.7769484985390198,0.551026390328096,0.10137841601330742
Yxf,0.9357142857142858,0.1,4845.295604969595,55.65734783419066,True,optimal,right,,2.0326939787829748,1.24002502457606,0.1,83.96438459786809,10.0,0.0010220861223832207,4.237103942264127,,0.7766537097735959,0.5507281179018305,0.10131284343010437
Yxf,1.0,0.1,5009.198488897038,383.4631156890773,True,optimal,right,,0.2598373315157031,10.0,0.1,27.486891700982238,10.0,0.008968394520599367,2.02380857749067,,0.1,1.2706871330913183,0.05797780105756322
Yeg,0.8365607531552841,0.8365607531552841,4817.4669310525,0.0,True,baseline,baseline,,1.847467123760221,0.9364635953678605,0.01,59.398960671896845,10.0,0.0010158829615960667,6.0386171748558795,0.1,,0.5832628920919407,0.05
Yeg,0.7768064136441923,0.8365607531552841,4826.2735374682325,17.613212831465717,True,optimal,left,,2.01604876560672,1.246014333116209,0.1,68.28543938519664,10.0,0.0007258318219396905,4.363043653719254,0.1,,0.6325484206493064,0.10361620985464566
Yeg,0.7170520741331006,0.8365607531552841,4831.384537546529,27.83521298805863,True,optimal,left,,2.039284673288568,1.3874878318134345,0.1,67.4249551009369,10.0,0.000304839429286031,4.17639712752322,0.1,,0.7171279646882766,0.09969517748668129
Yeg,0.6572977346220089,0.8365607531552841,4836.020808150176,37.107754195352754,True,optimal,left,,1.9062086807896055,1.537569837786377,0.1,77.42808399176326,10.0,0.0003766590648109809,4.079920941457044,0.1,,0.7829282648758203,0.09813278142273296
Yeg,0.5975433951109173,0.8365607531552841,4847.6587647963825,60.383667487765706,True,optimal,left,,1.6979620527818018,1.6698693224055818,0.1,83.72565098430849,10.0,0.0009652398440457066,4.215510746114997,0.1,,0.8585146188995902,0.10109241523080276
Yeg,0.5377890555998255,0.8365607531552841,4861.287909051879,87.64195599875893,True,optimal,left,,1.5474415199055471,1.8141318809580516,0.1,94.89083080136578,10.0,0.0011288068630980767,4.158474339632773,0.1,,0.9204381709323713,0.1002659854574199
Yeg,0.47803471608873377,0.8365607531552841,4881.285413451604,127.63696479820828,True,optimal,left,,1.3699329021255735,1.9443443238221167,0.1,107.14112523699507,10.0,0.0014965018374746633,4.185848065592147,0.1,,0.9940217736231507,0.10110913803269778
Yeg,0.41828037657764205,0.8365607531552841,,,False,failed,left,"RuntimeError: Solver failed to return an optimal solution. Solution status: warning, Termination condition: maxIterations",,,,,,,,,,,
Yeg,0.8963150926663758,0.8365607531552841,4829.98012462981,25.02638715462126,True,optimal,right,,2.2598968765359007,0.9477527974063812,0.1,59.206703509654346,10.0,0.0005027065799106094,4.410089317999611,0.1,,0.47795622707758634,0.10400627852002992
Yeg,0.9560694321774675,0.8365607531552841,,,False,failed,right,"RuntimeError: Solver failed to return an optimal solution. Solution status: warning, Termination condition: maxIterations",,,,,,,,,,,
Yeg,1.0158237716885592,0.8365607531552841,4848.13124379246,61.32862547992045,True,optimal,right,,2.4806015213424164,0.6261969881733829,0.1,78.02911820453602,10.0,0.0001633413451286904,4.231420124325072,0.1,,0.32313138329117486,0.1005941664153164
Yeg,1.075578111199651,0.8365607531552841,4859.497492826816,84.06112354863217,True,optimal,right,,2.5963198833132695,0.4597289596501344,0.1,85.82848531244076,10.0,0.0001,4.251097659872446,0.1,,0.24182083240870994,0.10065069256486112
Yeg,1.1353324507107425,0.8365607531552841,4873.560669173785,112.18747624257048,True,optimal,right,,2.706306651212576,0.2989856656511039,0.1,106.19740141758689,10.0,0.0001,4.2524156861990035,0.1,,0.16140779894934487,0.10041964325631185
Yeg,1.1950867902218345,0.8365607531552841,4886.478595352142,138.02332859928538,True,optimal,right,,2.7785257952911877,0.19393560138519694,0.1,162.32589146170324,10.0,0.0001,4.087882184418503,0.1,,0.10627141313319435,0.0979452930832445
Yeg,1.254841129732926,0.8365607531552841,4917.910664962373,200.88746781974623,True,optimal,right,,2.653639103583674,0.179515856556892,0.1,128.62684283245014,10.0,0.0001,4.443130642745142,0.1,,0.1,0.10488285782292854
Yef,0.5832628920919407,0.5832628920919407,4817.4669310525,0.0,True,baseline,baseline,,1.847467123760221,0.9364635953678605,0.01,59.398960671896845,10.0,0.0010158829615960667,6.0386171748558795,0.1,0.8365607531552841,,0.05
Yef,0.5416012569425164,0.5832628920919407,4826.189471627343,17.445081149686303,True,optimal,left,,2.1782585611444176,1.0801672710133194,0.1,63.31567146732827,10.0,0.0005987409260488044,4.333798130475185,0.1,0.84480697048782,,0.10273132395227917
Yef,0.49993962179309204,0.5832628920919407,4828.103854414331,21.273846723663155,True,optimal,left,,2.2504545893782097,1.0044171802670656,0.1,62.534042282978035,10.0,0.0005652359507940135,4.304214969996306,0.1,0.8741175618009545,,0.10203275144829038
Yef,0.4582779866436677,0.5832628920919407,4831.238507417712,27.54315273042448,True,optimal,left,,2.319839210907554,0.9252879188269046,0.1,62.30271453135527,10.0,0.0005333939925825788,4.2803790095932905,0.1,0.9032196330258839,,0.10144748169200904
Yef,0.41661635149424336,0.5832628920919407,4835.664850698997,36.395839292994424,True,optimal,left,,2.391478560395481,0.8435370172602692,0.1,62.096218498884134,10.0,0.0004989350218279,4.263056144865898,0.1,0.9317385035545562,,0.10094535308227331
Yef,0.37495471634481903,0.5832628920919407,4841.414446127328,47.89503014965703,True,optimal,left,,2.455528970342668,0.7471142404365994,0.1,71.73374551389189,10.0,0.00029671589185435504,4.163608084260494,0.1,0.9649705109618429,,0.09914909962460187
Yef,0.3332930811953947,0.5832628920919407,4912.7883793622805,190.64289661956172,True,optimal,left,,1.876892464851656,0.5363892753118161,0.01,47.83162998740199,10.0,0.0010633066242060499,6.202988635405097,0.1,1.0196005088809512,,0.07227419905118522
Yef,0.29163144604597036,0.5832628920919407,4851.228741143246,67.52362018149324,True,optimal,left,,2.568634376216621,0.5677735151705464,0.1,87.35523804778337,10.0,0.00014242143853140994,4.099404841596634,0.1,1.0299438310449767,,0.09794609347089782
Yef,0.624924527241365,0.5832628920919407,4825.967775990305,17.00168987561119,True,optimal,right,,2.020192920358798,1.2202220573892517,0.1,66.47703428493747,10.0,0.000683080876730155,4.418752316488946,0.1,0.7858974690183361,,0.10467022430426323
Yef,0.6665861623907894,0.5832628920919407,4827.654313943976,20.374765782953546,True,optimal,right,,1.9388907741789805,1.2847138314905757,0.1,68.46297007936789,10.0,0.0007313068823522888,4.472882617435158,0.1,0.7561252305501713,,0.1058584904252962
Yef,0.7082477975402137,0.5832628920919407,4830.1212511497815,25.30864019456385,True,optimal,right,,2.020731496441468,1.3557568698025646,0.1,62.23469149723843,10.0,0.00038082917141414867,4.334387715222232,0.1,0.7280510640938491,,0.10269319110223597
Yef,0.7499094326896381,0.5832628920919407,4833.307764728633,31.68166735226623,True,optimal,right,,1.9481127280920345,1.40627385554109,0.1,67.04938030670552,10.0,0.0003100286183999874,4.344025396202047,0.1,0.7008771224529137,,0.10304156336115734
Yef,0.7915710678390624,0.5832628920919407,4837.350621216969,39.76738032893809,True,optimal,right,,1.8505031489887176,1.456214398802925,0.1,70.70844789105381,10.0,0.0003683436050287265,4.423980514737054,0.1,0.6725120016086267,,0.1047705630433574
Yef,0.8332327029884867,0.5832628920919407,4842.815888354742,50.69791460448505,True,optimal,right,,1.7494557689698182,1.5009963174986445,0.1,74.96706468117284,10.0,0.00043252125520979026,4.515304905522864,0.1,0.6441123317467246,,0.10674506702121297
Yef,0.8748943381379111,0.5832628920919407,4848.72655540697,62.51924870894072,True,optimal,right,,1.6352073806651628,1.5434025171484755,0.1,77.77076048042863,10.0,0.0006081531005173609,4.666593102169661,0.1,0.6142765713190276,,0.10989732598921298
