profiled_theta,theta_value,theta_hat,objective,lr_stat,success,status,error,estimated_betaG0,estimated_betaF0,estimated_Kn0,estimated_Kg0,estimated_Kf0,estimated_Kig0,estimated_Kie0,estimated_Kd0,estimated_Yxn,estimated_Yxg,estimated_Yxf,estimated_Yeg,estimated_Yef,estimated_mu0
Kf0,7.544746336572919,0.059378448763891034,3698.8853062854832,44.34848407893878,True,optimal,,2.0,1.4856921652707353,0.8389517828038308,0.001,,23.05723947341822,7.847020654258444,0.0012056144296325078,7.90391729442788,0.868384850627588,0.10580240010467816,0.8734878892756471,0.5480416472371583,1.0
Kf0,8.802037392668405,0.059378448763891034,3703.1915144841046,52.96090047618145,True,optimal,,2.0,1.5285471102077957,0.8392278271128857,0.001,,21.176604394844514,7.933583431115977,0.0011822623890642783,7.897059119752093,0.7889310450407023,0.10654482403784236,0.8840488774198081,0.5331585671373854,1.0
Kf0,10.05932844876389,0.059378448763891034,3707.191707150718,60.961285809407855,True,optimal,,2.0,1.5600025707079308,0.8395303301422647,0.001,,19.599547871476783,8.029755340628116,0.0011695571348327818,7.892388779564649,0.7379862217453159,0.10554965263469643,0.8947999133248786,0.5218465907122181,1.0
Kig0,20.839179138561132,41.678358277122264,3676.263199920637,-0.8957286507538811,True,optimal,,2.0,0.9992996092820774,0.8370572265276914,0.001,0.11960330862240787,,8.289805864810585,0.001519308952270693,8.000350609679476,0.6316294517325395,0.06439738729636871,0.9307703697590425,0.6806967203856615,1.0
Kig0,26.048973923201416,41.678358277122264,3673.682471347883,-6.057185796261365,True,optimal,,2.0,1.0376025633307648,0.8369361395990873,0.001,0.08050424425131007,,8.028271002956796,0.001522055613838627,7.999625202903448,0.7808389702861707,0.06782706709532127,0.8985976635238131,0.6997878738752709,1.0
Kig0,31.258768707841696,41.678358277122264,3674.68995707986,-4.042214332307594,True,optimal,,2.0,1.0442518521874005,0.8389880393187477,0.001,0.0727489446878875,,7.912805051643234,0.0014454156176474846,7.952595076787558,1.0936939717269027,0.06953049966520355,0.8746736872239341,0.714347467846947,1.0
Kig0,36.46856349248198,41.678358277122264,3676.8989206480833,0.3757128041388569,True,optimal,,2.0,1.0397772430266548,0.8416107121168158,0.001,0.07094912184461212,,7.8568850582303025,0.001347855813080182,7.894470937142789,1.772087762209968,0.07044149480393375,0.8562438159450945,0.7258988040362476,1.0
Kig0,41.67835827712226,41.678358277122264,3676.7110642460134,-9.094947017729282e-13,True,optimal,,2.0,1.0619027696699863,0.8420105731416718,0.001,0.05937844876389055,,7.714257592703146,0.0013419814880257337,7.888910517012705,3.0532902057644495,0.07269111689523218,0.836994098372347,0.7359280747618934,1.0
Kig0,41.678358277122264,41.678358277122264,3676.7110642460134,-9.094947017729282e-13,True,optimal,,2.0,1.0619027696699788,0.8420105731416727,0.001,0.05937844876386354,,7.714257592703165,0.0013419814880257302,7.8889105170126985,3.053290205763539,0.07269111689523165,0.8369940983723505,0.7359280747618944,1.0
Kig0,46.88815306176254,41.678358277122264,3676.856882231276,0.29163597052411205,True,optimal,,2.0,1.0810643740937043,0.8424574432769758,0.001,0.051219799126086485,,7.593101966503664,0.0013354162441327263,7.883016113548999,9.207215788814592,0.07474029398993641,0.8202420842709979,0.7442969408839711,1.0
Kig0,52.097947846402825,41.678358277122264,3677.2354730942884,1.048817696549122,True,optimal,,2.0,1.0977790580030455,0.8429647909842273,0.001,0.044962119503909714,,7.484669071895297,0.0013295569390201407,7.876867423529895,9.999999953167652,0.07670775272422553,0.8094001682072547,0.750828940699721,1.0
Kig0,57.30774263104311,41.678358277122264,3676.4962046412898,-0.4297192094481943,True,optimal,,2.0,1.1227257769136074,0.8437114195416253,0.001,0.09457524351940719,,7.377937096527524,0.0012861954742123898,7.857937257070379,10.0,0.08208021690449119,0.7981721485323113,0.7290795911796805,1.0
Kig0,62.51753741568339,41.678358277122264,3678.4327417932436,3.443355094459548,True,optimal,,2.0,1.1245240992933978,0.8440005399097347,0.001,0.03612659749310031,,7.309804207047266,0.0013172646362573596,7.86457417386602,10.0,0.08018974627581589,0.7919472206825882,0.7608261809786893,1.0
Yxg,1.5266451028822334,3.053290205764467,3676.7228030255146,0.023477559001548798,True,optimal,,2.0,1.0612883168374387,0.8420518918303795,0.001,0.05946990554441327,41.42511308909013,7.71248174226341,0.0013444745686721877,7.8888921749974505,,0.07273559404309342,0.8443890695320015,0.7346893607829544,1.0
Yxg,1.9083063786027918,3.053290205764467,3676.100082324341,-1.2219638433452928,True,optimal,,2.0,1.0632478690233769,0.8421282678522779,0.001,0.07732071660459468,41.338796877694236,7.7172265340896455,0.0013265019371648495,7.883280891555687,,0.0738336972806386,0.841479821582572,0.7219772085710487,1.0
Yxg,2.28996765432335,3.053290205764467,3676.7123550753736,0.0025816587194640306,True,optimal,,2.0,1.0616967191247282,0.8420223581041079,0.001,0.059412942801192116,41.59388514570299,7.713625107773068,0.0013427927332184623,7.888940594964018,,0.07270603048998682,0.8394469866500901,0.735515085989502,1.0
Yxg,2.6716289300439087,3.053290205764467,3676.71130053819,0.00047258435188268777,True,optimal,,2.0,1.061814015285862,0.8420154153928349,0.001,0.059393681548743735,41.642139354039394,7.713982831563289,0.0013423265515828055,7.888927247098522,,0.07269750560626556,0.8380439732215786,0.7357509348632689,1.0
Yxg,3.0532902057644664,3.053290205764467,3676.7110642460134,-9.094947017729282e-13,True,optimal,,2.0,1.0619027696699883,0.8420105731416722,0.001,0.05937844876389016,41.67835827712256,7.714257592703137,0.0013419814880257334,7.888910517012703,,0.07269111689523229,0.836994098372346,0.7359280747618941,1.0
Yxg,3.053290205764467,3.053290205764467,3676.0957495323973,-1.2306294272329978,True,optimal,,2.0,1.063619513595973,0.8421055522855703,0.001,0.07723813884860785,41.490597668403105,7.718313789027645,0.001325025041857356,7.883252500203749,,0.07380609252659841,0.8370577665767462,0.7227058639665648,1.0
Yxg,3.434951481485025,3.053290205764467,3676.7112064892403,0.00028448645298340125,True,optimal,,2.0,1.0619724713131298,0.8420070036480125,0.001,0.05936615384033339,41.7065443736422,7.71447457432243,0.0013417160571044234,7.888893884169248,,0.0726861573969843,0.8361788598023002,0.736066107249974,1.0
Yxg,3.8166127572055837,3.053290205764467,3676.7115242752693,0.0009200585109283566,True,optimal,,2.0,1.0620287513998885,0.8420042631498627,0.001,0.05935604547030103,41.729101849653055,7.714649992842553,0.0013415056899960967,7.888878464091506,,0.07268219845152464,0.83552746940711,0.7361767461287273,1.0
Yxg,4.198274032926141,3.053290205764467,3676.711918366281,0.0017082405347537133,True,optimal,,2.0,1.0620751873973975,0.8420020927870031,0.001,0.059347599977591564,41.74756270448656,7.714794622165332,0.0013413349336481354,7.888864530713975,,0.07267896617225855,0.8349950252686813,0.73626743393884,1.0
Yxg,4.5799353086467,3.053290205764467,3676.7123385006703,0.002548509312873648,True,optimal,,2.0,1.0621141736678703,0.842000331401755,0.001,0.059340444829373555,41.76294942493083,7.714915853078535,0.0013411935984609978,7.88885205499428,,0.07267627782951884,0.8345516651526981,0.7363431325515482,1.0
Yxf,0.001,0.07269111689523208,6979.590829334006,6605.759530175985,True,optimal,,2.0,1.1333558894919897,2.0,0.23181212453640523,0.001,200.0,36.86578897082793,0.0,0.22614947837399496,0.0020982247304977795,,1.0423729774388124,2.0,0.2800384529859678
Yxf,0.07245513961190402,0.07269111689523208,3676.7114825005924,0.000836509157124965,True,optimal,,2.0,1.060671856806676,0.8421114633778393,0.001,0.058087668731684326,41.55864093312538,7.721030214676702,0.0013401180932061966,7.886807867342433,3.0743139340843366,,0.8374021658580296,0.7363507087032858,1.0
Yxf,0.07269111689523208,0.07269111689523208,3676.711064246013,-1.8189894035458565e-12,True,optimal,,2.0,1.0619027696700576,0.8420105731416687,0.001,0.05937844876390329,41.67835827714565,7.714257592703208,0.0013419814880255474,7.888910517012711,3.0532902052015234,,0.8369940983717247,0.7359280747619918,1.0
Yxf,0.14391027922380803,0.07269111689523208,3685.1930155742657,16.963902656503706,True,optimal,,2.0,1.3122146773877548,0.8331148155918534,0.001,0.9602296387121547,59.33475849290916,6.837591092300467,0.001544483907719023,8.059106455096895,1.5803816971266127,,0.7736208112972502,0.6628974022617639,1.0
Yxf,0.21536541883571203,0.07269111689523208,3691.3304320112647,29.2387355305018,True,optimal,,2.0,1.428630295460064,0.8322842206103548,0.001,1.4570122037670392,66.00137512654767,6.563410182248236,0.0015942260605534882,8.067391692001122,1.3376709686195938,,0.7497659409011298,0.6447946822152362,1.0
Yxf,0.28682055844761606,0.07269111689523208,3694.935013463615,36.44789843520266,True,optimal,,2.0,1.4932887705819733,0.8322033082933604,0.001,1.730718949793556,69.50991763492047,6.427873884867188,0.0016168159992916418,8.064194638980597,1.2211625113583555,,0.7376338267532224,0.6369611824041305,1.0
Yxf,0.3582756980595201,0.07269111689523208,3697.2578149410033,41.09350138997888,True,optimal,,2.0,1.5342878638101334,0.8322549387133295,0.001,1.9031873022998709,71.6621733556787,6.346986879939834,0.0016296662770764238,8.06010209668207,1.1535045672907878,,0.7303237719217001,0.6325943454485905,1.0
Yxf,0.42973083767142406,0.07269111689523208,3698.870292317849,44.31845614367012,True,optimal,,2.0,1.5625802009035183,0.8323294355186412,0.001,2.021680205616308,73.11428455600762,6.2932273168119774,0.0016379498131622694,8.056510782845923,1.109805603716372,,0.7254398562101664,0.6298108931607166,1.0
Yxf,0.5011859772833281,0.07269111689523208,3700.0525007725337,46.68287305303966,True,optimal,,2.0,1.5832731881429278,0.8324017311675224,0.001,2.108069314479641,74.15918510478483,6.254902962951293,0.0016437316787030313,8.05353698083217,1.079405414163732,,0.7219465223033322,0.6278819994032432,1.0
Yxf,0.5726411168952321,0.07269111689523208,3700.955462894553,48.488797297078236,True,optimal,,2.0,1.5990633197979403,0.8324661738019608,0.001,2.1738313471479715,74.94675216510636,6.226198665837828,0.0016479959188033812,8.051088733804162,1.0570853576337076,,0.7193240467733252,0.6264665062505361,1.0
betaG0,1.0,2.0,3695.5961888118823,37.77024913173682,True,optimal,,,0.501634552751843,0.8221659372722908,0.001,0.03849925345904375,65.21400144556425,17.62935944787549,0.0016195818141484311,8.173946574456984,1.6737772702856737,0.08091380896985383,0.8260809130838104,0.7321094016684565,1.0
betaG0,1.125,2.0,3687.5031339724087,21.584139452789714,True,optimal,,,0.5741413862582718,0.8265575820064769,0.001,0.09527168581773143,57.173354075141035,15.244560649837679,0.001541487237638529,8.101951505101708,2.0910296049013795,0.08201848141352153,0.8280866836348083,0.7036477850765294,1.0
betaG0,1.25,2.0,3683.6949614855207,13.967794479013719,True,optimal,,,0.6438751811170748,0.8294383897383159,0.001,0.03942657866866324,52.78953880712641,13.362554637384445,0.0015568746888163436,8.074517848770604,2.4782110651564317,0.07798724175826288,0.8293193462171006,0.7283832513813284,1.0
betaG0,1.375,2.0,3680.1035299012883,6.784931310548927,True,optimal,,,0.7202216514454516,0.8317881949823244,0.001,0.03985180393288403,49.39535962330223,11.8664766434207,0.0015409073607772516,8.045938193485508,2.9993152224549475,0.07725949002800883,0.8284606708780862,0.7293375897319766,1.0
betaG0,1.5,2.0,3677.419436483206,1.416744474384359,True,optimal,,,0.7987655505286205,0.8335999908442312,0.001,0.040214739676969494,46.93176553223271,10.652919020843097,0.0015302405681290488,8.025501105239147,3.531377312831853,0.07678903367975268,0.8271460508354004,0.7309598953050379,1.0
betaG0,1.625,2.0,3674.836082331428,-3.749963829171975,True,optimal,,,0.8783187066525674,0.8351390349724955,0.001,0.0471666575704611,44.91850745510411,9.661222368706488,0.0015047228128154994,8.004853052815525,3.3130973899764906,0.07752698553790408,0.8273069036677462,0.7208215806386316,1.0
betaG0,1.75,2.0,3676.1746604326067,-1.0728076268142104,True,optimal,,,0.9326131658451962,0.8380065840527323,0.001,0.048810809043087745,43.67979294889298,8.932287633657332,0.0014394993911639616,7.956391089792065,2.230794803187497,0.07469875716148965,0.8356606221099511,0.7321953342955945,1.0
betaG0,1.875,2.0,3677.1439388187705,0.8657491455132913,True,optimal,,,0.9842627983300817,0.8413231894880748,0.001,0.0764578112462636,42.47363808623416,8.34388257211913,0.0013269620754543987,7.889528842682971,2.8564778941083806,0.07387310446541852,0.8388203841821092,0.7206115844454218,1.0
betaG0,2.0,2.0,3676.7110643961933,3.00358806271106e-07,True,optimal,,,1.061902756942628,0.8420105730282129,0.001,0.0593784487261612,41.67835841873669,7.7142576854440295,0.0013419814882469339,7.888910517876926,3.0532901658997296,0.07269111690343442,0.8369940986731068,0.7359280744118737,1.0
Yeg,0.4184970491861733,0.8369940983723466,3735.7389298431626,118.05573119429755,True,optimal,,1.1919257393764173,2.0,0.8271515176781316,0.001,1.1602702319585327,153.99656142762575,6.685401049939908,0.002090932640929881,8.126679557733839,10.0,0.204232021926516,,1.0321358443315012,1.0
Yeg,0.5231213114827167,0.8369940983723466,3713.0737126869813,72.72529688193481,True,optimal,,1.6581151344994793,2.0,0.8353454886305112,0.001,0.7776594166540259,105.53876636096214,5.974600921492308,0.001702253391735796,7.991501869047837,10.0,0.13020944312537122,,0.9972010938564735,1.0
Yeg,0.62774557377926,0.8369940983723466,3694.923679913078,36.42523133412851,True,optimal,,2.0,1.8665181773400445,0.8342279258977152,0.001,0.39676621858534317,84.28942724771096,5.590089124758874,0.0016299358238092703,8.00281473287795,10.0,0.10635654904658147,,0.9168402958770493,1.0
Yeg,0.7323698360758033,0.8369940983723466,,,False,failed,"RuntimeError: Solver failed to return an optimal solution. Solution status: warning, Termination condition: maxIterations",,,,,,,,,,,,,,
Yeg,0.8369940983723466,0.8369940983723466,3676.7110642460134,-9.094947017729282e-13,True,optimal,,2.0,1.0619027696707593,0.8420105731416575,0.001,0.059378448763878176,41.6783582771687,7.7142575926997905,0.0013419814880262775,7.888910517012932,3.053290205545412,0.07269111689526958,,0.7359280747621263,1.0
Yeg,0.8369940983723467,0.8369940983723466,3676.7110642460134,-9.094947017729282e-13,True,optimal,,2.0,1.061902769669987,0.8420105731416724,0.001,0.05937844876388915,41.67835827712267,7.714257592703138,0.0013419814880257324,7.888910517012702,3.0532902057642044,0.07269111689523229,,0.7359280747618937,1.0
Yeg,0.9416183606688899,0.8369940983723466,3673.0935988563415,-7.234930779344722,True,optimal,,2.0,1.0294452392678224,0.8399277625797493,0.001,0.04519389624779168,33.84586671004922,7.8257709673371,0.0014862612122033812,7.9630266536948255,0.26573887105256794,0.07273074965968176,,0.6930760773608314,1.0
Yeg,1.0462426229654334,0.8369940983723466,3675.704211321127,-2.0137058497739417,True,optimal,,2.0,0.9729154563266715,0.8414369336779626,0.001,0.0857601234189233,29.003683677599252,8.026478645068012,0.0014486783101165662,7.94237259823965,0.1541507296910009,0.0730087986926372,,0.6355135988024572,1.0
Yeg,1.1508668852619768,0.8369940983723466,3682.036497282527,10.650866073026009,True,optimal,,2.0,0.9218031318960912,0.842025095370492,0.001,0.052956498957605576,25.839513070498384,8.15647087127127,0.0014886775652657228,7.953453412689482,0.11302652845951969,0.0697534172992118,,0.6288728302977719,1.0
Yeg,1.25549114755852,0.8369940983723466,3690.2373448588355,27.05256122564333,True,optimal,,2.0,0.856463078335556,0.8362015935692828,0.001,0.05709320639436687,32.92471723006589,7.819175480251995,0.0015224113052875181,8.01851686744722,0.0941112665530562,0.07624489774805435,,0.5656937477703627,1.0
Yef,0.3679640373809469,0.7359280747618938,3697.794705384411,42.16728227679414,True,optimal,,2.0,0.5820080765732867,0.8356778770945401,0.001,0.6711579263452707,36.671058786760305,8.569305824988868,0.001562577431276038,8.019432601470882,0.1594738434513522,0.08895210756119519,1.19947395093755,,1.0
Yef,0.4599550467261836,0.7359280747618938,3687.4992485287744,21.57636856552108,True,optimal,,2.0,0.7617247221399895,0.8406765135579547,0.001,1.089846160375154,29.030101173309927,8.733763948993177,0.0015210724138734182,7.966357640824693,0.4065177836033876,0.08809046488221649,1.0046137639034642,,1.0
Yef,0.5519460560714203,0.7359280747618938,3678.123215904816,2.8243033176040626,True,optimal,,2.0,0.8925258470144358,0.8403627725855011,0.001,0.667483988596269,32.7319028925578,8.316937814867881,0.0015144214908661606,7.954755697297398,0.6689795493533286,0.08510046985436383,0.9310270001187743,,1.0
Yef,0.643937065416657,0.7359280747618938,3673.0840221968747,-7.254084098278327,True,optimal,,2.0,1.0074873688547665,0.8393216883404762,0.001,0.2878376930516453,36.56948126730302,7.920151884329085,0.0015077750266168743,7.965318873613943,1.0269455734466915,0.08071106634393803,0.8767874558617605,,1.0
Yef,0.7359280747618937,0.7359280747618938,3676.711064247605,3.182321961503476e-09,True,optimal,,2.0,1.06190276966257,0.8420105731287323,0.001,0.059378448909984505,41.678358283298884,7.714257592823034,0.0013419814879025592,7.888910517020524,3.0532902262887935,0.07269111689801357,0.8369940983183914,,1.0
Yef,0.7359280747618938,0.7359280747618938,3676.7110642460134,-9.094947017729282e-13,True,optimal,,2.0,1.0619027696699872,0.8420105731416722,0.001,0.059378448763889154,41.67835827712232,7.714257592703142,0.001341981488025735,7.888910517012704,3.053290205764019,0.07269111689523218,0.8369940983723475,,1.0
Yef,0.8279190841071304,0.7359280747618938,3678.1909418315145,2.959755171001234,True,optimal,,2.0,1.1854405734899862,0.84115279035873,0.001,0.001,45.27442084836322,7.34456080308028,0.0013326590103332548,7.902062455993528,10.0,0.06884365044598757,0.7962456092371079,,1.0
Yef,0.9199100934523672,0.7359280747618938,3681.5058415026087,9.589554513189796,True,optimal,,2.0,1.2311288494130306,0.8411492913952341,0.001,0.001,46.43627869248875,7.219295088547669,0.0013457441729176336,7.91107663751129,10.0,0.06431439524957024,0.7834420413309836,,1.0
Yef,1.011901102797604,0.7359280747618938,3684.8623482183248,16.302567944621842,True,optimal,,2.0,1.26012403323014,0.8413775931140581,0.001,0.001,47.203501923152544,7.141781991841462,0.0013518596634031826,7.915180384631142,10.0,0.060607245426438146,0.7755960455782007,,1.0
