campaign_order,lot,candidate,event,relative_time_h,datetime,weekday,details,channel,amount,operational
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,26.0,2026-06-16 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,manual_pulse,26.0,2026-06-16 10:00:00,Tuesday,manual addition inside working window,N,0.05,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,28.0,2026-06-16 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,28.0,2026-06-16 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,30.0,2026-06-16 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,30.0,2026-06-16 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,32.0,2026-06-16 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,32.0,2026-06-16 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,50.0,2026-06-17 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,50.0,2026-06-17 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,52.0,2026-06-17 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,52.0,2026-06-17 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,54.0,2026-06-17 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,54.0,2026-06-17 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,DO_measurement,56.0,2026-06-17 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,56.0,2026-06-17 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,74.0,2026-06-18 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,manual_pulse,74.0,2026-06-18 10:00:00,Thursday,manual addition inside working window,G,35.0,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,76.0,2026-06-18 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,78.0,2026-06-18 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,80.0,2026-06-18 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,98.0,2026-06-19 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,100.0,2026-06-19 12:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,102.0,2026-06-19 14:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,104.0,2026-06-19 16:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,170.0,2026-06-22 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,172.0,2026-06-22 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,174.0,2026-06-22 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,176.0,2026-06-22 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,194.0,2026-06-23 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,196.0,2026-06-23 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,198.0,2026-06-23 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,liquid_sample,200.0,2026-06-23 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
1,1,synthetic_fructose_rich_glucose_pulse,terminal_condensate_retrieval,218.0,2026-06-24 10:00:00,Wednesday,single terminal condensate GC sample; CO2 online remains continuous,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,0.0,2026-06-15 08:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,2.0,2026-06-15 10:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,2.0,2026-06-15 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,4.0,2026-06-15 12:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,4.0,2026-06-15 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,6.0,2026-06-15 14:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,6.0,2026-06-15 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,8.0,2026-06-15 16:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,8.0,2026-06-15 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,26.0,2026-06-16 10:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,26.0,2026-06-16 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,28.0,2026-06-16 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,28.0,2026-06-16 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,30.0,2026-06-16 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,30.0,2026-06-16 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,32.0,2026-06-16 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,32.0,2026-06-16 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,50.0,2026-06-17 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,50.0,2026-06-17 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,manual_pulse,50.0,2026-06-17 10:00:00,Wednesday,manual addition inside working window,G,25.0,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,52.0,2026-06-17 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,52.0,2026-06-17 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,54.0,2026-06-17 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,54.0,2026-06-17 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,DO_measurement,56.0,2026-06-17 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,56.0,2026-06-17 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,74.0,2026-06-18 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,manual_pulse,74.0,2026-06-18 10:00:00,Thursday,manual addition inside working window,N,0.015,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,76.0,2026-06-18 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,78.0,2026-06-18 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,80.0,2026-06-18 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,98.0,2026-06-19 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,manual_pulse,98.0,2026-06-19 10:00:00,Friday,manual addition inside working window,F,25.0,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,100.0,2026-06-19 12:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,102.0,2026-06-19 14:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,104.0,2026-06-19 16:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,170.0,2026-06-22 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,172.0,2026-06-22 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,174.0,2026-06-22 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,176.0,2026-06-22 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,194.0,2026-06-23 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,196.0,2026-06-23 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,198.0,2026-06-23 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,liquid_sample,200.0,2026-06-23 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
2,1,synthetic_high_biomass_low_N_maintenance,terminal_condensate_retrieval,218.0,2026-06-24 10:00:00,Wednesday,single terminal condensate GC sample; CO2 online remains continuous,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,0.0,2026-06-15 08:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,2.0,2026-06-15 10:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,2.0,2026-06-15 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,4.0,2026-06-15 12:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,4.0,2026-06-15 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,6.0,2026-06-15 14:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,6.0,2026-06-15 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,8.0,2026-06-15 16:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,8.0,2026-06-15 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,26.0,2026-06-16 10:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,26.0,2026-06-16 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,28.0,2026-06-16 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,28.0,2026-06-16 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,30.0,2026-06-16 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,30.0,2026-06-16 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,32.0,2026-06-16 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,32.0,2026-06-16 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,50.0,2026-06-17 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,50.0,2026-06-17 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,52.0,2026-06-17 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,52.0,2026-06-17 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,54.0,2026-06-17 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,54.0,2026-06-17 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,DO_measurement,56.0,2026-06-17 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,56.0,2026-06-17 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,74.0,2026-06-18 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,76.0,2026-06-18 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,78.0,2026-06-18 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,80.0,2026-06-18 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,98.0,2026-06-19 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,100.0,2026-06-19 12:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,102.0,2026-06-19 14:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,104.0,2026-06-19 16:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,170.0,2026-06-22 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,172.0,2026-06-22 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,174.0,2026-06-22 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,176.0,2026-06-22 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,194.0,2026-06-23 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,196.0,2026-06-23 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,198.0,2026-06-23 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,liquid_sample,200.0,2026-06-23 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
3,1,synthetic_lit_SM410_18C_highN_ester,terminal_condensate_retrieval,218.0,2026-06-24 10:00:00,Wednesday,single terminal condensate GC sample; CO2 online remains continuous,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,0.0,2026-06-29 08:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,2.0,2026-06-29 10:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,2.0,2026-06-29 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,4.0,2026-06-29 12:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,4.0,2026-06-29 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,6.0,2026-06-29 14:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,6.0,2026-06-29 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,8.0,2026-06-29 16:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,8.0,2026-06-29 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,26.0,2026-06-30 10:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,26.0,2026-06-30 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,manual_pulse,26.0,2026-06-30 10:00:00,Tuesday,manual addition inside working window,N,0.05,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,28.0,2026-06-30 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
