validation_case,policy,member_role,ensemble_member,actuator_scenario,parameter,difference_method,finite_difference_log_step,scaled_sensitivity_l2_norm,scaled_sensitivity_max_abs,scaled_sensitivity_nonzero
candidate_A,benchmark_warm_then_cool,candidate_A,62,null,isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,15.182113929657424,4.979276431238449,True
candidate_A,benchmark_warm_then_cool,candidate_A,62,null,isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,8.634476890616169,3.998590139459379,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,ethyl_acetate__formation_growth_ug_per_g_sugar,ethyl_acetate:central,0.02,3.168860622276118,1.4777767066237852,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,ethyl_acetate__formation_stationary_ug_per_g_sugar,ethyl_acetate:central,0.02,6.4950553950863785,3.7260217213370255,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,ethyl_acetate__effective_loss_scale,ethyl_acetate:central,0.02,10.461679082320487,4.000205414322562,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,ethyl_octanoate__formation_growth_ug_per_g_sugar,ethyl_octanoate:central,0.02,0.7392542082317112,0.4801592669537502,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,ethyl_octanoate__formation_stationary_ug_per_g_sugar,ethyl_octanoate:central,0.02,8.710213525946818,4.550743348897352,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,ethyl_octanoate__effective_loss_scale,ethyl_octanoate:central,0.02,5.450142432452943,3.996242843254368,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,isoamyl_acetate__formation_growth_ug_per_g_sugar,isoamyl_acetate:central,0.02,0.19895673273726297,0.13425816679306646,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,11.98355477284667,4.969752553569471,True
candidate_B,benchmark_cool_then_warm,candidate_B,62,null,isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,6.16062460865417,3.9990432051821188,True
central_member,anchor_18C,central_member,62,null,ethyl_acetate__formation_growth_ug_per_g_sugar,ethyl_acetate:central,0.02,2.8449510983774178,1.1008902823550233,True
central_member,anchor_18C,central_member,62,null,ethyl_acetate__formation_stationary_ug_per_g_sugar,ethyl_acetate:central,0.02,7.520467246193514,3.846649377313734,True
central_member,anchor_18C,central_member,62,null,ethyl_acetate__effective_loss_scale,ethyl_acetate:central,0.02,10.608541592756021,4.000183047684502,True
central_member,anchor_18C,central_member,62,null,ethyl_octanoate__formation_growth_ug_per_g_sugar,ethyl_octanoate:central,0.02,0.5485336166128745,0.2856093558563856,True
central_member,anchor_18C,central_member,62,null,ethyl_octanoate__formation_stationary_ug_per_g_sugar,ethyl_octanoate:central,0.02,9.665019082804731,4.595783786397799,True
central_member,anchor_18C,central_member,62,null,ethyl_octanoate__effective_loss_scale,ethyl_octanoate:central,0.02,5.834813439703846,3.997058899656186,True
central_member,anchor_18C,central_member,62,null,isoamyl_acetate__formation_growth_ug_per_g_sugar,isoamyl_acetate:central,0.02,0.23366992435324854,0.16248794382477197,True
central_member,anchor_18C,central_member,62,null,isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,13.533910614172786,4.973146539358696,True
central_member,anchor_18C,central_member,62,null,isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,7.998799216028798,3.9996132294752598,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,ethyl_acetate__formation_growth_ug_per_g_sugar,ethyl_acetate:central,0.02,0.079375649440506,0.040083160783594945,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,ethyl_acetate__formation_stationary_ug_per_g_sugar,ethyl_acetate:central,0.02,7.4242913328444,4.273462705277463,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,ethyl_acetate__effective_loss_scale,ethyl_acetate:central,0.02,2.632090836756246,2.1364583928288994,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,ethyl_octanoate__formation_growth_ug_per_g_sugar,ethyl_octanoate:central,0.02,0.207071271213737,0.11567997271766194,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,ethyl_octanoate__formation_stationary_ug_per_g_sugar,ethyl_octanoate:central,0.02,9.883223092752651,4.671385367088966,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,ethyl_octanoate__effective_loss_scale,ethyl_octanoate:central,0.02,5.7285265764424205,3.998011204418368,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,isoamyl_acetate__formation_growth_ug_per_g_sugar,isoamyl_acetate:central,0.02,0.8003965124019201,0.5445111932635146,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,12.594965905518944,4.957174465927007,True
lowest_information_member,anchor_18C,lowest_information_member,36,null,isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,6.588239290673142,3.999399545008872,True
highest_information_member,anchor_18C,highest_information_member,12,null,ethyl_acetate__formation_growth_ug_per_g_sugar,ethyl_acetate:central,0.02,13.25440306763098,4.443925944509719,True
highest_information_member,anchor_18C,highest_information_member,12,null,ethyl_acetate__formation_stationary_ug_per_g_sugar,ethyl_acetate:central,0.02,1.8280084055764152,1.1557367114773438,True
highest_information_member,anchor_18C,highest_information_member,12,null,ethyl_acetate__effective_loss_scale,ethyl_acetate:central,0.02,8.719867238315903,4.000272040522689,True
highest_information_member,anchor_18C,highest_information_member,12,null,ethyl_octanoate__formation_growth_ug_per_g_sugar,ethyl_octanoate:central,0.02,2.357838032739294,1.1570558784954943,True
highest_information_member,anchor_18C,highest_information_member,12,null,ethyl_octanoate__formation_stationary_ug_per_g_sugar,ethyl_octanoate:central,0.02,8.785055748069873,4.335410446192016,True
highest_information_member,anchor_18C,highest_information_member,12,null,ethyl_octanoate__effective_loss_scale,ethyl_octanoate:central,0.02,6.043310072264606,3.9964706187638788,True
highest_information_member,anchor_18C,highest_information_member,12,null,isoamyl_acetate__formation_growth_ug_per_g_sugar,isoamyl_acetate:central,0.02,6.658587129078402,3.505309117042602,True
highest_information_member,anchor_18C,highest_information_member,12,null,isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,10.386309791571597,4.558369428698193,True
highest_information_member,anchor_18C,highest_information_member,12,null,isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,8.006064466507816,3.9995686840749647,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,ethyl_acetate__formation_growth_ug_per_g_sugar,ethyl_acetate:central,0.02,0.535999331288512,0.34456365904899167,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,ethyl_acetate__formation_stationary_ug_per_g_sugar,ethyl_acetate:central,0.02,8.252907865266666,4.298139968574482,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,ethyl_acetate__effective_loss_scale,ethyl_acetate:central,0.02,5.909719165578087,4.000543292004839,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,ethyl_octanoate__formation_growth_ug_per_g_sugar,ethyl_octanoate:central,0.02,1.4601296658054428,0.978194221327574,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,ethyl_octanoate__formation_stationary_ug_per_g_sugar,ethyl_octanoate:central,0.02,9.137695463555762,4.533210843646292,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,ethyl_octanoate__effective_loss_scale,ethyl_octanoate:central,0.02,6.059097867167049,3.9955782435524894,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,isoamyl_acetate__formation_growth_ug_per_g_sugar,isoamyl_acetate:central,0.02,1.7422212810344382,1.1738533867810228,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,12.444127259255087,4.917343250625654,True
critical_drying_member,benchmark_warm_then_cool,critical_drying_member,9,null,isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,7.997513584390269,3.999491758473631,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",ethyl_acetate__formation_growth_ug_per_g_sugar,ethyl_acetate:central,0.02,2.9707428111195133,1.2518005105830128,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",ethyl_acetate__formation_stationary_ug_per_g_sugar,ethyl_acetate:central,0.02,6.998291122478409,3.7913570110582024,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",ethyl_acetate__effective_loss_scale,ethyl_acetate:central,0.02,10.60451832815304,4.000198029318522,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",ethyl_octanoate__formation_growth_ug_per_g_sugar,ethyl_octanoate:central,0.02,0.6271346007324693,0.38269393089517023,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",ethyl_octanoate__formation_stationary_ug_per_g_sugar,ethyl_octanoate:central,0.02,9.3007094777028,4.575959407860787,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",ethyl_octanoate__effective_loss_scale,ethyl_octanoate:central,0.02,5.736804104031104,3.9974986793462257,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",isoamyl_acetate__formation_growth_ug_per_g_sugar,isoamyl_acetate:central,0.02,0.21997538887589616,0.16013865059312238,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",isoamyl_acetate__formation_stationary_ug_per_g_sugar,isoamyl_acetate:central,0.02,12.70385695270373,4.971651431920141,True
critical_actuator_scenario,benchmark_cool_then_warm,critical_actuator_scenario,62,"{""tau_h"": 0.45812979693594796, ""tracking_error_c"": 0.8946199169856546}",isoamyl_acetate__effective_loss_scale,isoamyl_acetate:central,0.02,6.9893791422034015,3.998838206794212,True
