species,pool,n,rmse,mae,bias,median_obs,median_pred,relative_rmse_to_median,relative_bias_to_median,model
ethyl_octanoate,total,52,0.025197246447306823,0.016430679401713878,-0.008254492997900499,0.044667758333333335,0.04329933841126578,0.5641036709134196,-0.18479756553488336,ea_ethanol_nlimited
isoamyl_acetate,condensate,44,0.5669549658519326,0.32368925352376343,-0.2592488660738045,0.4795121642665957,0.30591872089031524,1.1823578380312394,-0.5406512814337473,ea_ethanol_nlimited
isoamyl_acetate,retained,44,1.9009794866196252,1.3929117764029209,-0.7538589583165106,5.20307736132758,4.938099011390018,0.3653567599722532,-0.1448871323574096,ea_ethanol_nlimited
isoamyl_acetate,total,52,2.0990722086895888,1.4096550866826807,-0.8572450821764204,5.258392259104463,4.541882876940882,0.3991851701544749,-0.1630241792426521,ea_ethanol_nlimited
ethyl_acetate,condensate,17,0.07789560914961104,0.07077418755750897,0.07077418755750897,0.01247281249175867,0.08232373597183311,6.24523211593857,5.674276559859499,ea_redox_acetaldehyde
ethyl_acetate,retained,17,5.058525088935407,4.068465354132912,-3.8755765594244993,8.2939076996105,4.417274843320143,0.6099085343297185,-0.46727992398643464,ea_redox_acetaldehyde
ethyl_acetate,total,52,3.6938564387819937,2.578222538087772,-2.223759584058995,7.589930803008623,4.023830299107461,0.48667853958797114,-0.2929881235778203,ea_redox_acetaldehyde
ethyl_octanoate,condensate,44,0.009955765727567865,0.006076372435473909,-0.003609167085360508,0.01238609379795685,0.0109269494510983,0.8037857527940019,-0.29138864473607157,ea_redox_acetaldehyde
ethyl_octanoate,retained,44,0.022398877792697704,0.015625300632912075,-0.006146142893626033,0.034524019795125135,0.035437286725285476,0.6487911293533806,-0.17802512367038675,ea_redox_acetaldehyde
ethyl_octanoate,total,52,0.025197246497256402,0.016430679416160394,-0.008254493059142456,0.044667758333333335,0.04329933815294973,0.5641036720316664,-0.18479756690593843,ea_redox_acetaldehyde
isoamyl_acetate,condensate,44,0.5669549675398229,0.32368925520149844,-0.2592488692998662,0.4795121642665957,0.30591871756044153,1.182357841551255,-0.5406512881615467,ea_redox_acetaldehyde
isoamyl_acetate,retained,44,1.9009794854967514,1.392911776872573,-0.7538589603320641,5.20307736132758,4.938099009160364,0.36535675975644366,-0.14488713274478682,ea_redox_acetaldehyde
isoamyl_acetate,total,52,2.0990722092806475,1.4096550881484333,-0.8572450866116333,5.258392259104463,4.54188287337373,0.39918517026687783,-0.1630241800861063,ea_redox_acetaldehyde
ethyl_acetate,condensate,17,0.07784299948105024,0.07072406979201365,0.07072406979201365,0.01247281249175867,0.08228896606739719,6.241014168415062,5.6702583991176105,ea_combined_parsimonious
ethyl_acetate,retained,17,5.060759649560262,4.070621406928863,-3.877534250490393,8.2939076996105,4.413454486001617,0.6101779562603434,-0.46751596363587344,ea_combined_parsimonious
ethyl_acetate,total,52,3.6956517850705266,2.5798484595184017,-2.2241310336773976,7.589930803008623,4.021713636451571,0.4869150827574848,-0.29303706336766067,ea_combined_parsimonious
ethyl_octanoate,condensate,44,0.009955765722244376,0.006076372434806692,-0.003609167096613848,0.01238609379795685,0.010926949440423064,0.8037857523642062,-0.29138864564461786,ea_combined_parsimonious
ethyl_octanoate,retained,44,0.022398877767060565,0.01562530064289856,-0.006146142854112789,0.034524019795125135,0.03543728695777318,0.6487911286107921,-0.1780251225258722,ea_combined_parsimonious
ethyl_octanoate,total,52,0.025197246461612685,0.016430679404526697,-0.00825449303523023,0.044667758333333335,0.043299338386304564,0.5641036712336922,-0.18479756637060318,ea_combined_parsimonious
isoamyl_acetate,condensate,44,0.5669549618042216,0.32368924956175,-0.2592488584178232,0.4795121642665957,0.30591872886762084,1.1823578295899289,-0.5406512654675594,ea_combined_parsimonious
isoamyl_acetate,retained,44,1.900979490352173,1.3929117774619055,-0.753858961120918,5.20307736132758,4.938099008519642,0.36535676068962636,-0.14488713289639976,ea_combined_parsimonious
isoamyl_acetate,total,52,2.099072209027484,1.4096550854089682,-0.8572450780712425,5.258392259104463,4.541882879755398,0.3991851702187332,-0.16302417846196143,ea_combined_parsimonious
