analysis_policy,left_out_run,species,model_variant,parameter,estimate,lower_bound,upper_bound,active_bound,std_log_local
primary,26157,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,16.347328186041132,1.0,119.99999999999997,False,1.7506737990428858
primary,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,0.9997826957762364,0.00010000000000000009,10000.00000000001,False,2.3408291660561162
primary,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.5265706798536826,0.00010000000000000009,10000.00000000001,False,1.1674878873198171
primary,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.7827234147600953,0.00010000000000000009,10000.00000000001,False,2.2186324675865423
primary,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,8.397999815227164,1.0,119.99999999999997,False,3.147599594589421
primary,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.6225371806283972,0.00010000000000000009,10000.00000000001,False,1.1774961910825816
primary,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.5861317483882046,0.00010000000000000009,10000.00000000001,False,1.0511765887146107
primary,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.4020121929004892,0.00010000000000000009,10000.00000000001,False,3.5506829103006288
primary,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,8.451544184721255,1.0,119.99999999999997,False,4.792755818448776
primary,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,0.8917006861180332,0.00010000000000000009,10000.00000000001,False,2.4347457433333215
primary,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.5457463615908842,0.00010000000000000009,10000.00000000001,False,1.0122561385506559
primary,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.9856700118095268,0.00010000000000000009,10000.00000000001,False,2.0829713320201084
primary,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,7.545635004323249,1.0,119.99999999999997,False,2.6784162486243765
primary,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.2967300678353628,0.00010000000000000009,10000.00000000001,False,1.0667470368644867
primary,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.4505105586132468,0.00010000000000000009,10000.00000000001,False,0.7086136762687725
primary,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,1.101096855584757,0.00010000000000000009,10000.00000000001,False,1.0346498100433745
primary,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,7.208885333069536,1.0,119.99999999999997,False,1.471812789505753
primary,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.2487534840881054,0.00010000000000000009,10000.00000000001,False,1.753886873840043
primary,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.6265923054486412,0.00010000000000000009,10000.00000000001,False,0.910197700091845
primary,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.2101743477408963,0.00010000000000000009,10000.00000000001,False,3.85811929199845
primary,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,62.620568992920695,1.0,119.99999999999997,False,7.0017880933730385
primary,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,12.952970240373087,0.00010000000000000009,10000.00000000001,False,1.6581092157476691
primary,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,7.457805655963644,0.00010000000000000009,10000.00000000001,False,0.668149741083702
primary,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,3.4031746790254447,0.00010000000000000009,10000.00000000001,False,5.653999592273616
primary,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.889387833646444,1.0,119.99999999999997,False,5.949669489773142
primary,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,9.178494496072023,0.00010000000000000009,10000.00000000001,False,2.490829488773133
primary,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,7.927977097381217,0.00010000000000000009,10000.00000000001,False,0.6775862206084474
primary,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,4.149955077370236,0.00010000000000000009,10000.00000000001,False,5.687297364251854
primary,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.660267080771251,1.0,119.99999999999997,False,5.998396578937282
primary,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,12.83083190165779,0.00010000000000000009,10000.00000000001,False,1.8281139895285223
primary,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,8.459767290347312,0.00010000000000000009,10000.00000000001,False,0.7103612395143781
primary,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,2.9911675748824633,0.00010000000000000009,10000.00000000001,False,6.471912936036996
primary,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.170383888620239,1.0,119.99999999999997,False,6.586916831001442
primary,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,2.6717944640660107,0.00010000000000000009,10000.00000000001,False,5.496897190403193
primary,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,10.553083537613782,0.00010000000000000009,10000.00000000001,False,0.42862482920517
primary,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,5.912571741239027,0.00010000000000000009,10000.00000000001,False,4.731399261111536
primary,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.347562020733008,1.0,119.99999999999997,False,4.924151429505183
primary,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,8.160462583305597,0.00010000000000000009,10000.00000000001,False,2.284723737595097
primary,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,9.124904670009762,0.00010000000000000009,10000.00000000001,False,0.42820953938812845
primary,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,7.555674407955044,0.00010000000000000009,10000.00000000001,False,3.3449260848483156
primary,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.299956928826433,1.0,119.99999999999997,False,3.552517961988247
primary,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,3.197833512047385,0.00010000000000000009,10000.00000000001,False,5.107257057660352
primary,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,10.679369781553582,0.00010000000000000009,10000.00000000001,False,0.4039159282502413
primary,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,3.564166494373897,0.00010000000000000009,10000.00000000001,False,6.146404771652728
primary,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,3.2982064040151835,1.0,119.99999999999997,False,6.506204770949778
exclude_26211_P12_wine,26157,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,1.3579648615963673,0.00010000000000000009,10000.00000000001,False,0.669626464354881
exclude_26211_P12_wine,26157,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,0.6679235646402271,0.00010000000000000009,10000.00000000001,False,0.19634259014752017
exclude_26211_P12_wine,26158,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,0.9800290390672043,0.00010000000000000009,10000.00000000001,False,1.1051091268759958
exclude_26211_P12_wine,26158,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,0.7334635930871913,0.00010000000000000009,10000.00000000001,False,0.20621779985908828
exclude_26211_P12_wine,26159,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,1.5824554658530703,0.00010000000000000009,10000.00000000001,False,0.5343634376688405
exclude_26211_P12_wine,26159,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,0.6954639305183737,0.00010000000000000009,10000.00000000001,False,0.17622202031248096
exclude_26211_P12_wine,26210,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,0.6431413632687455,0.00010000000000000009,10000.00000000001,False,1.358960176522055
exclude_26211_P12_wine,26210,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,0.802457016404659,0.00010000000000000009,10000.00000000001,False,0.15691783214927685
exclude_26211_P12_wine,26211,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,1.1097183435075197,0.00010000000000000009,10000.00000000001,False,0.9456050419649776
exclude_26211_P12_wine,26211,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,0.7414564285685857,0.00010000000000000009,10000.00000000001,False,0.1995542989767073
exclude_26211_P12_wine,26212,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,1.0476449099113911,0.00010000000000000009,10000.00000000001,False,1.0480965021279791
exclude_26211_P12_wine,26212,ethyl_octanoate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,0.7214951083668448,0.00010000000000000009,10000.00000000001,False,0.22852270621834714
exclude_26211_P12_wine,26157,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,13.653504565376197,0.00010000000000000009,10000.00000000001,False,1.1124683595912268
exclude_26211_P12_wine,26157,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,7.739649922554385,0.00010000000000000009,10000.00000000001,False,0.3209234204749112
exclude_26211_P12_wine,26158,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,10.180246134471846,0.00010000000000000009,10000.00000000001,False,1.7298892126513272
exclude_26211_P12_wine,26158,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,8.254829557786039,0.00010000000000000009,10000.00000000001,False,0.34837900695944235
exclude_26211_P12_wine,26159,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,14.11786861354954,0.00010000000000000009,10000.00000000001,False,1.3668929748568135
exclude_26211_P12_wine,26159,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,8.313280918324065,0.00010000000000000009,10000.00000000001,False,0.42020589096720273
exclude_26211_P12_wine,26210,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,2.8241449331464623,0.00010000000000000009,10000.00000000001,False,4.438260115637562
exclude_26211_P12_wine,26210,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,10.984080505623817,0.00010000000000000009,10000.00000000001,False,0.2310107729852597
exclude_26211_P12_wine,26211,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,9.60487970561651,0.00010000000000000009,10000.00000000001,False,2.060619810856208
exclude_26211_P12_wine,26211,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,10.044049268287566,0.00010000000000000009,10000.00000000001,False,0.3435288306349308
exclude_26211_P12_wine,26212,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_growth_ug_per_g_sugar,3.6336316360515313,0.00010000000000000009,10000.00000000001,False,3.963413862405893
exclude_26211_P12_wine,26212,isoamyl_acetate,assumed_complete_capture_equilibrium,formation_stationary_ug_per_g_sugar,10.650614411558793,0.00010000000000000009,10000.00000000001,False,0.2619757981342698
exclude_26211_P12_wine,26157,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.6165190641246976,0.00010000000000000009,10000.00000000001,False,0.6797203944431741
exclude_26211_P12_wine,26157,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.39154726551094654,0.00010000000000000009,10000.00000000001,False,0.8024030770309428
exclude_26211_P12_wine,26157,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.626236809954578,0.00010000000000000009,10000.00000000001,False,1.0205859719391273
exclude_26211_P12_wine,26157,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,13.614696706322354,1.0,119.99999999999997,False,1.0658083781630419
exclude_26211_P12_wine,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,0.9683677391059469,0.00010000000000000009,10000.00000000001,False,1.3978081915997953
exclude_26211_P12_wine,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.5337183933302925,0.00010000000000000009,10000.00000000001,False,0.6581548314794742
exclude_26211_P12_wine,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.7892840915606175,0.00010000000000000009,10000.00000000001,False,1.4619385385412822
exclude_26211_P12_wine,26158,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,7.50263972745007,1.0,119.99999999999997,False,2.0615808488307747
exclude_26211_P12_wine,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.6178561350723535,0.00010000000000000009,10000.00000000001,False,0.6237512314233141
exclude_26211_P12_wine,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.580339132314192,0.00010000000000000009,10000.00000000001,False,0.5641674166814349
exclude_26211_P12_wine,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.4014743301467519,0.00010000000000000009,10000.00000000001,False,2.0812125395716414
exclude_26211_P12_wine,26159,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,7.727200355754656,1.0,119.99999999999997,False,2.8870730619112734
exclude_26211_P12_wine,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,0.8839366766640618,0.00010000000000000009,10000.00000000001,False,1.3023083841434187
exclude_26211_P12_wine,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.550550894686718,0.00010000000000000009,10000.00000000001,False,0.5377483958544107
exclude_26211_P12_wine,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.9863166593633251,0.00010000000000000009,10000.00000000001,False,1.2306538516204066
exclude_26211_P12_wine,26210,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,6.896172297688856,1.0,119.99999999999997,False,1.5418211219557116
exclude_26211_P12_wine,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.2967300678353628,0.00010000000000000009,10000.00000000001,False,1.0667470368644867
exclude_26211_P12_wine,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.4505105586132468,0.00010000000000000009,10000.00000000001,False,0.7086136762687725
exclude_26211_P12_wine,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,1.101096855584757,0.00010000000000000009,10000.00000000001,False,1.0346498100433745
exclude_26211_P12_wine,26211,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,7.208885333069536,1.0,119.99999999999997,False,1.471812789505753
exclude_26211_P12_wine,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,1.050511436116533,0.00010000000000000009,10000.00000000001,False,1.0516291061365226
exclude_26211_P12_wine,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,0.6735620202654443,0.00010000000000000009,10000.00000000001,False,0.3566144183388989
exclude_26211_P12_wine,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,0.2931458685744518,0.00010000000000000009,10000.00000000001,False,3.8551403766609478
exclude_26211_P12_wine,26212,ethyl_octanoate,assumed_complete_capture_delayed_response,activation_peak_h,4.622300385961997,1.0,119.99999999999997,False,4.455827371319869
exclude_26211_P12_wine,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,13.483711972775543,0.00010000000000000009,10000.00000000001,False,1.128426561385224
exclude_26211_P12_wine,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,7.200994132202156,0.00010000000000000009,10000.00000000001,False,0.5000856717319
exclude_26211_P12_wine,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,3.1063041535911706,0.00010000000000000009,10000.00000000001,False,4.353165328963303
exclude_26211_P12_wine,26157,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.825108036099342,1.0,119.99999999999997,False,4.514010910627102
exclude_26211_P12_wine,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,9.663579710768872,0.00010000000000000009,10000.00000000001,False,1.8145520096345742
exclude_26211_P12_wine,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,7.657145793690171,0.00010000000000000009,10000.00000000001,False,0.5515500705395517
exclude_26211_P12_wine,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,3.8333717279409893,0.00010000000000000009,10000.00000000001,False,4.687998938967792
exclude_26211_P12_wine,26158,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.627011738321388,1.0,119.99999999999997,False,4.903075360763187
exclude_26211_P12_wine,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,13.910101377127926,0.00010000000000000009,10000.00000000001,False,1.3759471450953105
exclude_26211_P12_wine,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,7.75666369250998,0.00010000000000000009,10000.00000000001,False,0.6446287367547905
exclude_26211_P12_wine,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,3.1603157825462,0.00010000000000000009,10000.00000000001,False,5.368566789452851
exclude_26211_P12_wine,26159,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.359497080026142,1.0,119.99999999999997,False,5.577505422096153
exclude_26211_P12_wine,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,2.8623289840001336,0.00010000000000000009,10000.00000000001,False,4.451240478861277
exclude_26211_P12_wine,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,10.326480982032061,0.00010000000000000009,10000.00000000001,False,0.36308048954477234
exclude_26211_P12_wine,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,4.8640446064478535,0.00010000000000000009,10000.00000000001,False,4.323075958269278
exclude_26211_P12_wine,26210,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.210816795514755,1.0,119.99999999999997,False,4.479652819162134
exclude_26211_P12_wine,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,8.160462583305597,0.00010000000000000009,10000.00000000001,False,2.284723737595097
exclude_26211_P12_wine,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,9.124904670009762,0.00010000000000000009,10000.00000000001,False,0.42820953938812845
exclude_26211_P12_wine,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,7.555674407955044,0.00010000000000000009,10000.00000000001,False,3.3449260848483156
exclude_26211_P12_wine,26211,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,4.299956928826433,1.0,119.99999999999997,False,3.552517961988247
exclude_26211_P12_wine,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_growth_ug_per_g_sugar,3.636914789647347,0.00010000000000000009,10000.00000000001,False,3.9620475253559944
exclude_26211_P12_wine,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,formation_stationary_ug_per_g_sugar,10.332074349928886,0.00010000000000000009,10000.00000000001,False,0.3388801307818995
exclude_26211_P12_wine,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,pulse_formation_ug_per_g_sugar,3.145383467266337,0.00010000000000000009,10000.00000000001,False,5.464972576525671
exclude_26211_P12_wine,26212,isoamyl_acetate,assumed_complete_capture_delayed_response,activation_peak_h,2.9932214534068993,1.0,119.99999999999997,False,5.734882050359005
