experiment_id,sample_id,time_h,analyte,observed_value,log_linear_neighbor_expectation,fold_vs_neighbor_expectation
26159,26159-P-09,115.0,Octanoato de Etilo,60.5589468677226,43.38847744866921,1.395738003007064
26159,26159-P-11,139.0,Octanoato de Etilo,67.2430559968067,77.05924224998655,0.8726150690486245
26159,26159-P-12,146.0,Octanoato de Etilo,82.6697466412229,68.76884841966948,1.2021394649030859
26210,26210-P-05,48.0,Decanoato de Etilo,17.047311155541998,3.824270717541135,4.457663281354409
26210,26210-P-08,88.0,Decanoato de Etilo,14.2178935473915,13.976510295264099,1.017270638165608
26210,26210-P-10,112.0,Decanoato de Etilo,12.4063624569635,14.817271293353663,0.8372906327583012
26210,26210-P-12,144.0,Decanoato de Etilo,15.6559297887723,15.496200079382922,1.010307669530022
26210,26210-P-13,160.0,Decanoato de Etilo,17.318711997995152,14.823074534650349,1.1683616619150778
26210,26210-P-05,48.0,Etil Acetato,6858.48756275082,3687.2533061262047,1.8600532682025812
26210,26210-P-08,88.0,Etil Acetato,9414.920848812,8131.383316385647,1.1578498371660677
26210,26210-P-10,112.0,Etil Acetato,9005.87846240339,9682.8043039133,0.9300898974859658
26210,26210-P-12,144.0,Etil Acetato,10051.8761648533,10499.211169830545,0.9573934653050259
26210,26210-P-13,160.0,Etil Acetato,11336.3165712386,10024.415374202086,1.1308705942505837
26210,26210-P-08,88.0,Feniletil Acetato,51.2150985775468,59.31564846135594,0.8634331733035568
26210,26210-P-10,112.0,Feniletil Acetato,68.7185584177481,63.08935441916998,1.089225893185993
26210,26210-P-12,144.0,Feniletil Acetato,83.3105836945066,78.09561653077347,1.0667766949720947
26210,26210-P-13,160.0,Feniletil Acetato,83.2535893660698,76.63077694847397,1.0864249676347268
26210,26210-P-05,48.0,Hexil Acetato,128.39563964894052,17.23928827597841,7.447850374881759
26210,26210-P-08,88.0,Hexil Acetato,164.974932438879,138.0419418940638,1.1951072998196746
26210,26210-P-10,112.0,Hexil Acetato,144.174193597204,143.9905087321469,1.001275673422328
26210,26210-P-12,144.0,Hexil Acetato,120.103337325442,145.03696666664757,0.8280877633182102
26210,26210-P-13,160.0,Hexil Acetato,145.470287415261,123.43677184430827,1.1785004196216649
26210,26210-P-08,88.0,Isoamil Acetato,880.484465501079,725.426244605825,1.2137477407913577
26210,26210-P-10,112.0,Isoamil Acetato,874.53283000302,869.593045114512,1.0056805708328285
26210,26210-P-12,144.0,Isoamil Acetato,855.280434442299,957.9641770714873,0.8928104567092537
26210,26210-P-13,160.0,Isoamil Acetato,1002.6188022278254,876.5985344203207,1.1437605276066767
26210,26210-P-05,48.0,Octanoato de Etilo,65.14731614231954,18.843419133120342,3.4572980456509956
26210,26210-P-08,88.0,Octanoato de Etilo,67.3989392409632,62.607029146928284,1.0765394902030745
26210,26210-P-10,112.0,Octanoato de Etilo,61.1306531744098,69.69265838040322,0.8771462388583393
26210,26210-P-12,144.0,Octanoato de Etilo,72.8728334946287,79.12982082922778,0.9209275685319387
26210,26210-P-13,160.0,Octanoato de Etilo,90.02865364968075,72.4618345540754,1.2424285722782238
26211,26211-P-05,48.0,Decanoato de Etilo,6.10802676399756,2.730442093911221,2.2370101814714256
26211,26211-P-08,88.0,Decanoato de Etilo,11.6225548272177,8.50919748717492,1.3658814294456367
26211,26211-P-10,112.0,Decanoato de Etilo,10.3820043438793,24.97289487166133,0.4157309113434246
26211,26211-P-12,144.0,Decanoato de Etilo,69.2402460878585,14.471592052932552,4.784563152042938
26211,26211-P-13,160.0,Decanoato de Etilo,17.0857427865302,45.754236282310806,0.3734242810022768
26211,26211-P-05,48.0,Etil Acetato,2789.95837276647,2648.9472343753605,1.0532328981722283
26211,26211-P-08,88.0,Etil Acetato,6618.37947530073,4612.2575270761645,1.434954452661775
26211,26211-P-10,112.0,Etil Acetato,6235.95601385183,12179.368703566442,0.5120097901318791
26211,26211-P-12,144.0,Etil Acetato,27465.5897825689,8770.464529228231,3.131600349221841
26211,26211-P-13,160.0,Etil Acetato,10401.1742731794,20011.26487182763,0.51976595881365
26211,26211-P-10,112.0,Feniletil Acetato,52.3595748548771,62.43658194169342,0.838604119997684
26211,26211-P-12,144.0,Feniletil Acetato,115.00177580839,58.55794587777685,1.9638970268599187
26211,26211-P-13,160.0,Feniletil Acetato,61.9270932037113,97.33088997125934,0.6362532308293661
26211,26211-P-05,48.0,Hexil Acetato,71.492280510467,12.200396384625137,5.859832603517794
26211,26211-P-08,88.0,Hexil Acetato,108.521393619773,81.46714848385398,1.332087788015324
26211,26211-P-10,112.0,Hexil Acetato,88.1082416387588,193.96072792278224,0.45425815103063333
26211,26211-P-12,144.0,Hexil Acetato,420.70569988432,92.09881928363525,4.567981469867484
26211,26211-P-13,160.0,Hexil Acetato,94.1613825882409,262.29192795896364,0.35899458790425576
26211,26211-P-08,88.0,Isoamil Acetato,557.340500398434,324.6673271572102,1.7166510263860302
26211,26211-P-10,112.0,Isoamil Acetato,543.460428103363,1101.4439941927599,0.4934072281193572
26211,26211-P-12,144.0,Isoamil Acetato,2731.60672911657,647.7509155340769,4.217063478581631
26211,26211-P-13,160.0,Isoamil Acetato,707.176939066057,1776.5894784233392,0.39805309423179275
26211,26211-P-05,48.0,Octanoato de Etilo,25.7759774092403,13.791481998186514,1.8689780701326852
26211,26211-P-08,88.0,Octanoato de Etilo,51.7458370768133,35.304177184627285,1.4657142922833877
26211,26211-P-10,112.0,Octanoato de Etilo,42.6375915640932,97.37320325983335,0.43787808284706287
26211,26211-P-12,144.0,Octanoato de Etilo,226.216794539138,61.73551699501334,3.664289302986003
26211,26211-P-13,160.0,Octanoato de Etilo,74.2858849922219,164.78365533329156,0.4508085758989337
26212,26212-P-05,48.0,Decanoato de Etilo,7.68643056636832,7.5281642267158055,1.0210232315457282
26212,26212-P-06,64.0,Decanoato de Etilo,22.4894186045865,12.047255164669195,1.8667670184774439
26212,26212-P-08,88.0,Decanoato de Etilo,23.6392236590232,21.959600490349587,1.0764869638412478
26212,26212-P-11,144.0,Decanoato de Etilo,20.7713911143146,19.728845809044884,1.0528437048654793
26212,26212-P-12,160.0,Decanoato de Etilo,18.7354486869059,19.345513605111183,0.9684647856522093
26212,26212-P-05,48.0,Etil Acetato,2521.42221858047,4547.247959704516,0.554494111806543
26212,26212-P-06,64.0,Etil Acetato,8156.66690562832,4766.434004296413,1.7112723890178667
26212,26212-P-08,88.0,Etil Acetato,12388.4107745575,8841.663709935467,1.4011402357043412
26212,26212-P-11,144.0,Etil Acetato,10672.109638039896,10844.334786238709,0.9841184220522807
26212,26212-P-12,160.0,Etil Acetato,10439.6276245471,9984.25166744024,1.0456094229467283
26212,26212-P-06,64.0,Feniletil Acetato,56.1849893763513,21.294665410906806,2.6384537297108315
26212,26212-P-08,88.0,Feniletil Acetato,81.8025970156514,60.23958248233953,1.3579542494278327
26212,26212-P-11,144.0,Feniletil Acetato,70.87490175683945,72.5636386704681,0.9767275050621748
26212,26212-P-12,160.0,Feniletil Acetato,70.1210133531602,68.47410575601353,1.024051538592047
26212,26212-P-05,48.0,Hexil Acetato,78.8471318216689,44.82284668529951,1.75908354003603
26212,26212-P-06,64.0,Hexil Acetato,164.95601738239,105.13550674509547,1.5689848509726723
26212,26212-P-08,88.0,Hexil Acetato,161.880553621174,153.43907375923632,1.0550151904278524
26212,26212-P-11,144.0,Hexil Acetato,129.5967710590605,134.24129124906662,0.9654017020635712
26212,26212-P-12,160.0,Hexil Acetato,127.249212629817,123.40418713809969,1.0311579824063377
26212,26212-P-06,64.0,Isoamil Acetato,863.462140200962,347.3613847080155,2.485774695211932
26212,26212-P-08,88.0,Isoamil Acetato,1115.21397435581,895.8604381437082,1.2448523529698658
26212,26212-P-11,144.0,Isoamil Acetato,976.2629941951654,993.4867009190023,0.9826633746502048
26212,26212-P-12,160.0,Isoamil Acetato,961.214474929614,935.4329770697246,1.027561031620513
26212,26212-P-05,48.0,Octanoato de Etilo,26.7755630265241,33.261689773635084,0.804997076478892
26212,26212-P-06,64.0,Octanoato de Etilo,78.3124496761568,43.448159284434624,1.8024342334846017
26212,26212-P-08,88.0,Octanoato de Etilo,89.8091399022281,80.50502913182525,1.1155717955851872
26212,26212-P-11,144.0,Octanoato de Etilo,85.8627545143415,91.97925666615093,0.9335012874260339
26212,26212-P-12,160.0,Octanoato de Etilo,92.6088666408465,81.41097623837963,1.1375476737888304
