sample_id,analyte,station,value_raw,unit,analysis_datetime_raw,source_file,session_datetime,value,analysis_datetime,source_kind,process,analyte_canonical,analyte_priority,is_numeric
DOE-LAB001-7,AMMONIA,ST1,108,mg/L,17-06-2026 13:23:15,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,108.0,2026-06-17 13:23:15,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-7,GLYCEROL,ST1,"3,55",g/L,17-06-2026 13:32:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,3.55,2026-06-17 13:32:28,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-7,PAN,ST1,26,mg/L,17-06-2026 13:21:39,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,26.0,2026-06-17 13:21:39,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-7,PYRUVIC ACID,ST1,107,mg/L,17-06-2026 13:29:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,107.0,2026-06-17 13:29:40,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-7,GLU-FRU-320,ST1,"180,26",g/L,17-06-2026 13:30:03,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,180.26,2026-06-17 13:30:03,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-7,GLUCOSE-320,ST1,"71,89",g/L,17-06-2026 13:29:39,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,71.89,2026-06-17 13:29:39,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-7,ACETALDEHID-1000,ST1,287,mg/L,17-06-2026 13:32:04,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,287.0,2026-06-17 13:32:04,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-8,ACETIC ACID,ST1,"0,66",g/L,17-06-2026 16:55:21,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.66,2026-06-17 16:55:21,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-8,AMMONIA,ST1,90,mg/L,17-06-2026 16:54:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,90.0,2026-06-17 16:54:57,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-8,GLYCEROL,ST1,"3,65",g/L,17-06-2026 17:00:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,3.65,2026-06-17 17:00:34,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-8,PAN,ST1,24,mg/L,17-06-2026 16:56:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,24.0,2026-06-17 16:56:33,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-8,PYRUVIC ACID,ST1,101,mg/L,17-06-2026 16:57:45,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,101.0,2026-06-17 16:57:45,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-8,GLU-FRU-320,ST1,"171,54",g/L,17-06-2026 16:52:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,171.54,2026-06-17 16:52:33,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-8,GLUCOSE-320,ST1,"68,60",g/L,17-06-2026 16:52:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,68.6,2026-06-17 16:52:09,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-8,ACETALDEHID-1000,ST1,274,mg/L,17-06-2026 16:54:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,274.0,2026-06-17 16:54:33,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-6,ACETIC ACID,ST1,"0,19",g/L,17-06-2026 11:06:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.19,2026-06-17 11:06:20,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-6,AMMONIA,ST1,-1,mg/L,17-06-2026 10:50:19,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,-1.0,2026-06-17 10:50:19,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-6,GLYCEROL,ST1,"1,79",g/L,17-06-2026 11:06:21,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,1.79,2026-06-17 11:06:21,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-6,PAN,ST1,-7,mg/L,17-06-2026 10:48:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,-7.0,2026-06-17 10:48:44,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-6,PYRUVIC ACID,ST1,45,mg/L,17-06-2026 11:07:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,45.0,2026-06-17 11:07:33,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-6,GLU-FRU-320,ST1,"117,04",g/L,17-06-2026 11:03:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,117.04,2026-06-17 11:03:08,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-6,GLUCOSE-320,ST1,"47,87",g/L,17-06-2026 11:02:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,47.87,2026-06-17 11:02:20,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-6,ACETALDEHID-1000,ST1,56,mg/L,17-06-2026 11:05:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,56.0,2026-06-17 11:05:56,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-7,ACETIC ACID,ST1,"0,20",g/L,17-06-2026 13:40:04,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.2,2026-06-17 13:40:04,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-7,AMMONIA,ST1,-1,mg/L,17-06-2026 13:24:03,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,-1.0,2026-06-17 13:24:03,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-7,GLYCEROL,ST1,"1,76",g/L,17-06-2026 13:40:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,1.76,2026-06-17 13:40:05,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-7,PAN,ST1,-9,mg/L,17-06-2026 13:22:26,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,-9.0,2026-06-17 13:22:26,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-7,PYRUVIC ACID,ST1,39,mg/L,17-06-2026 13:37:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,39.0,2026-06-17 13:37:16,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-7,GLU-FRU-320,ST1,"118,50",g/L,17-06-2026 13:36:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,118.5,2026-06-17 13:36:52,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-7,GLUCOSE-320,ST1,"47,35",g/L,17-06-2026 13:36:04,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,47.35,2026-06-17 13:36:04,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-7,ACETALDEHID-1000,ST1,53,mg/L,17-06-2026 13:39:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,53.0,2026-06-17 13:39:40,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-8,ACETIC ACID,ST1,"0,25",g/L,17-06-2026 17:07:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.25,2026-06-17 17:07:46,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-8,AMMONIA,ST1,2,mg/L,17-06-2026 16:58:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,2.0,2026-06-17 16:58:57,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-8,GLYCEROL,ST1,"1,81",g/L,17-06-2026 17:07:47,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,1.81,2026-06-17 17:07:47,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-8,PAN,ST1,-7,mg/L,17-06-2026 16:57:21,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,-7.0,2026-06-17 16:57:21,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-8,PYRUVIC ACID,ST1,36,mg/L,17-06-2026 17:04:59,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,36.0,2026-06-17 17:04:59,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-8,GLU-FRU-320,ST1,"140,10",g/L,17-06-2026 17:05:22,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,140.1,2026-06-17 17:05:22,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-8,GLUCOSE-320,ST1,"67,08",g/L,17-06-2026 17:04:58,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,67.08,2026-06-17 17:04:58,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-8,ACETALDEHID-1000,ST1,72,mg/L,17-06-2026 17:07:22,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,72.0,2026-06-17 17:07:22,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB003-6,ACETIC ACID,ST1,"0,55",g/L,17-06-2026 11:16:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.55,2026-06-17 11:16:46,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-6,AMMONIA,ST1,48,mg/L,17-06-2026 10:52:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,48.0,2026-06-17 10:52:43,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-6,GLYCEROL,ST1,"2,67",g/L,17-06-2026 11:16:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,2.67,2026-06-17 11:16:46,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-6,PAN,ST1,7,mg/L,17-06-2026 10:51:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,7.0,2026-06-17 10:51:07,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-6,PYRUVIC ACID,ST1,88,mg/L,17-06-2026 11:13:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,88.0,2026-06-17 11:13:57,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-6,GLU-FRU-320,ST1,"144,38",g/L,17-06-2026 11:13:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,144.38,2026-06-17 11:13:33,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-6,GLUCOSE-320,ST1,"19,87",g/L,17-06-2026 11:13:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,19.87,2026-06-17 11:13:09,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-6,ACETALDEHID-1000,ST1,225,mg/L,17-06-2026 11:16:22,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,225.0,2026-06-17 11:16:22,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-7,ACETIC ACID,ST1,"0,50",g/L,17-06-2026 13:47:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.5,2026-06-17 13:47:41,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-7,AMMONIA,ST1,34,mg/L,17-06-2026 13:26:27,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,34.0,2026-06-17 13:26:27,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-7,GLYCEROL,ST1,"2,68",g/L,17-06-2026 13:46:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,2.68,2026-06-17 13:46:53,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-7,PAN,ST1,9,mg/L,17-06-2026 13:24:51,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,9.0,2026-06-17 13:24:51,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-7,PYRUVIC ACID,ST1,91,mg/L,17-06-2026 13:44:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,91.0,2026-06-17 13:44:29,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-7,GLUCOSE-320,ST1,"20,11",g/L,17-06-2026 13:43:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,20.11,2026-06-17 13:43:41,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-8,ACETIC ACID,ST1,"0,48",g/L,17-06-2026 17:15:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.48,2026-06-17 17:15:23,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-8,AMMONIA,ST1,15,mg/L,17-06-2026 16:59:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,15.0,2026-06-17 16:59:46,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-8,GLYCEROL,ST1,"2,83",g/L,17-06-2026 17:15:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,2.83,2026-06-17 17:15:23,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-8,PAN,ST1,20,mg/L,17-06-2026 16:59:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,20.0,2026-06-17 16:59:46,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-8,PYRUVIC ACID,ST1,93,mg/L,17-06-2026 17:12:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,93.0,2026-06-17 17:12:35,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-8,GLU-FRU-320,ST1,"138,58",g/L,17-06-2026 17:12:11,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,138.58,2026-06-17 17:12:11,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-8,GLUCOSE-320,ST1,"20,97",g/L,17-06-2026 17:11:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,20.97,2026-06-17 17:11:23,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-8,ACETALDEHID-1000,ST1,230,mg/L,17-06-2026 17:14:59,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,230.0,2026-06-17 17:14:59,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB001-10,ACETIC ACID,ST1,"0,68",g/L,18-06-2026 13:01:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.68,2026-06-18 13:01:33,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-10,AMMONIA,ST1,11,mg/L,18-06-2026 12:51:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,11.0,2026-06-18 12:51:56,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-10,GLYCEROL,ST1,"5,50",g/L,18-06-2026 13:01:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,5.5,2026-06-18 13:01:33,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-10,PAN,ST1,39,mg/L,18-06-2026 12:50:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,39.0,2026-06-18 12:50:20,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-10,PYRUVIC ACID,ST1,80,mg/L,18-06-2026 12:58:45,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,80.0,2026-06-18 12:58:45,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-10,GLU-FRU-320,ST1,"136,56",g/L,18-06-2026 12:59:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,136.56,2026-06-18 12:59:09,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-10,GLUCOSE-320,ST1,"47,38",g/L,18-06-2026 12:58:45,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,47.38,2026-06-18 12:58:45,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-10,ACETALDEHID-1000,ST1,183,mg/L,18-06-2026 13:01:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,183.0,2026-06-18 13:01:09,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-11,ACETIC ACID,ST1,"0,79",g/L,18-06-2026 17:02:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.79,2026-06-18 17:02:53,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-11,AMMONIA,ST1,7,mg/L,18-06-2026 16:52:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,7.0,2026-06-18 16:52:28,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-11,GLYCEROL,ST1,"5,65",g/L,18-06-2026 17:23:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,5.65,2026-06-18 17:23:05,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-11,PAN,ST1,38,mg/L,18-06-2026 16:50:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,38.0,2026-06-18 16:50:52,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-11,PYRUVIC ACID,ST1,72,mg/L,18-06-2026 17:20:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,72.0,2026-06-18 17:20:17,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-11,GLU-FRU-320,ST1,"130,04",g/L,18-06-2026 17:00:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,130.04,2026-06-18 17:00:29,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-11,GLUCOSE-320,ST1,"43,20",g/L,18-06-2026 17:00:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,43.2,2026-06-18 17:00:05,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-11,ACETALDEHID-1000,ST1,170,mg/L,18-06-2026 17:02:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,170.0,2026-06-18 17:02:29,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-9,ACETIC ACID,ST1,"0,71",g/L,18-06-2026 11:20:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.71,2026-06-18 11:20:16,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-9,AMMONIA,ST1,10,mg/L,18-06-2026 11:09:51,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,10.0,2026-06-18 11:09:51,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-9,GLYCEROL,ST1,"5,44",g/L,18-06-2026 11:20:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,5.44,2026-06-18 11:20:17,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-9,PAN,ST1,42,mg/L,18-06-2026 11:09:03,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,42.0,2026-06-18 11:09:03,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-9,PYRUVIC ACID,ST1,84,mg/L,18-06-2026 11:17:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,84.0,2026-06-18 11:17:29,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-9,GLU-FRU-320,ST1,"143,80",g/L,18-06-2026 11:17:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,143.8,2026-06-18 11:17:52,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-9,GLUCOSE-320,ST1,"50,92",g/L,18-06-2026 11:17:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,50.92,2026-06-18 11:17:28,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-9,ACETALDEHID-1000,ST1,144,mg/L,18-06-2026 11:19:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,144.0,2026-06-18 11:19:52,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-10,ACETIC ACID,ST1,"0,22",g/L,18-06-2026 13:21:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.22,2026-06-18 13:21:35,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-10,AMMONIA,ST1,-4,mg/L,18-06-2026 12:52:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,-4.0,2026-06-18 12:52:44,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-10,GLYCEROL,ST1,"2,69",g/L,18-06-2026 13:22:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,2.69,2026-06-18 13:22:23,EXPAuto,F2,glycerol_g_l,0,True
