fit,medium,batch,state,n,sse,wsse,rmse,weighted_rmse,mean_bias
natural_reduced11,natural,LAB010,Xd,9,0.07872353999999987,21.867649999999962,0.09352571838804546,1.558761973134091,0.08793333333333325
natural_reduced11,natural,LAB010,N,4,0.0236446244,160.80555555555554,0.0768840432079375,6.3404565205424195,-0.046904999999999995
natural_reduced11,natural,LAB010,G,4,2344.6463821084217,375.1434211373475,24.210774368596834,9.684309747438734,-12.24178772758611
natural_reduced11,natural,LAB010,F,4,3037.1504439082164,485.94407102531466,27.55517394205767,11.02206957682307,-17.790576955041107
natural_reduced11,natural,LAB010,E,4,1855.7234185960963,463.92909952518437,21.539054172572758,10.769506714854497,10.707026166567458
natural_reduced11,natural,LAB010,Gly,4,15.045051361873094,122.81674581120893,1.9393975457518433,5.541135845005267,1.3799791879862615
natural_reduced11,natural,LAB011,X,7,6.383685778329532,846.7724750888349,0.9549634082989428,10.998522466279828,0.16017879030066054
natural_reduced11,natural,LAB011,Xd,7,0.8690462040824034,241.40172335622321,0.3523484890361496,5.87247481726916,0.1958771773980082
natural_reduced11,natural,LAB011,N,4,0.06440333960610421,257.4114028201682,0.12688906533474842,8.022022856177989,-0.09170498813602464
natural_reduced11,natural,LAB011,G,4,2250.065220323917,360.0104352518267,23.717426190060742,9.486970476024297,-15.250247257042865
