kCO2_release_h,CO2sat_scale
-0.11645566566111346,0.02073913030506963
-0.12974508414041058,-0.002306388363595048
-0.13829946962435022,-0.015109654406975516
-0.14498492909421584,-0.022912375833938844
-0.13948998986920294,-0.01787965741375422
-0.13389020142117192,-0.015311215362499813
-0.1286277471031465,-0.014158428559668729
-0.13358748345150792,-0.024079898274043048
-0.1363713585000644,-0.030239824117683698
-0.13741237576591403,-0.034248921815989805
-0.0884043292261547,0.016000634382912174
-0.05595869999439603,0.0440636278246345
-0.035189041612252725,0.059523017805347994
-0.06037506710327048,0.027114791528609558
-0.07716017372385936,0.00851911878361938
-0.0885299812923362,-0.002242219426862307
-0.10522615802953078,-0.019190177096284292
-0.11491554448286097,-0.02926187821560281
-0.12011795371208228,-0.035443636845944225
-0.10285808860079322,-0.017352243279535468
-0.08949377670604713,-0.003806979861289037
-0.08443893432932074,0.0009582404358573097
-0.08164694236897342,0.0035196302498319196
-0.08026912240198782,0.0048383180552798504
-0.07989477836280251,0.0054560080235965674
-0.08060454972172797,0.005677712922628552
-0.08173333215218567,0.005677268217763028
-0.08293642149032773,0.005552627323988446
-0.08410736723616526,0.00535962527417424
-0.08524562425684645,0.005130023600972501
-0.08749209108534657,0.0035453780778691713
-0.060573539581844665,0.03682190196038853
-0.05272977410346866,0.05521778543321184
-0.0541352492508657,0.06511822429323579
-0.08707373897826216,0.03808131291757785
-0.10368892547851292,0.022677132644181343
-0.11392879595053869,0.013921404019510475
-0.14944430912870693,-0.023997136877660672
-0.1652173754610724,-0.04609644848287317
-0.17353235708292883,-0.059207208677781856
-0.1605329769973572,-0.044055057624207423
-0.16000538509971904,-0.03557217808694681
-0.15997201585306509,-0.03090834261666676
-0.13548773381104015,-0.005034885530423107
-0.12011266777293848,0.009459761576037944
-0.10605817862007548,0.015586663624828037
-0.09907224730094062,0.009427288871601429
-0.08704461753205398,0.005895338047382869
-0.07463119285435914,0.0038575821658170984
-0.05993569274033886,0.008627487367766432
-0.05077982105834235,0.011246796639656005
-0.044489532136321105,0.012646510393088593
-0.04198948778755298,0.009446995708446216
-0.03790874203063109,0.007602348242505717
-0.03355386702726384,0.006522605686903864
-0.02943210296488707,0.005874614532810891
-0.02570427931679602,0.005471760936568782
-0.022385145403301145,0.005222106151574651
-0.017814882609516237,0.008729025382607941
-0.015284690016150789,0.010684317118405737
-0.01361805904321839,0.011700307308799809
-0.015955035852885338,0.0019016665438594395
-0.015589179246347465,-0.0038558619007672446
-0.01318483073339234,-0.00705128882270097
-0.011747957789236348,-0.016055787444400504
-0.00856824417638083,-0.018260606639544836
-0.005856194903624796,-0.017331261813986535
-0.005957916981826751,-0.016264968510379122
-0.004617843430555177,-0.010760337060803713
-0.0026960879463358033,-0.0030797217278641987
-0.0030147603601657046,-0.004267459010855977
-0.0028939665150851963,-0.004939482766512271
-0.002623112996653555,-0.005299312560129545
-0.00233422471182705,-0.005988688398249732
-0.002009184952211161,-0.006272697199552231
-0.0017029347136465363,-0.006304894296066961
-0.0015357680829212975,-0.0036769244870121344
-0.0010972543158789046,0.00032264567965100235
-0.0005052180433297522,0.005025677032790286
-0.0005545374405806431,0.005511732175473881
-0.000537152066875401,0.006163656535906181
-0.0005261384370729136,0.006659246854502047
-0.0010208865673212461,0.00014391225215757057
