experiment_id,mix_id,lab_sample_id,analyte,timestamp,time_h,capture_interval_start,capture_interval_end,capture_interval_h,volume_a_ml,volume_b_ml,total_condensate_ml,observed_value,unit,observation_operator,mix_model_observation_type,lower_bound,upper_bound,mix_result_status,mix_concentration_ug_l,mix_loq_ug_l,paired_wine_sample_id
26157,26157-MIX-02,Lab-26-2036,Isoamil Acetato,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,15.0,35.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,175.0,NQ,,5000.0,26157-P-08
26157,26157-MIX-02,Lab-26-2036,Octanoato de Etilo,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,15.0,35.0,86.9711738532182,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,2484.89068152052,500.0,26157-P-08
26157,26157-MIX-03,Lab-26-2038,Decanoato de Etilo,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,20.0,20.0,40.0,4.60025093582084,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,115.006273395521,12.5,26157-P-10
26157,26157-MIX-03,Lab-26-2038,Etil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,20.0,20.0,40.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,7500.0,NQ,,187500.0,26157-P-10
26157,26157-MIX-03,Lab-26-2038,Feniletil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,20.0,20.0,40.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,200.0,NQ,,5000.0,26157-P-10
26157,26157-MIX-03,Lab-26-2038,Hexil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,20.0,20.0,40.0,1273.591277888292,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,31839.7819472073,12.5,26157-P-10
26157,26157-MIX-03,Lab-26-2038,Isoamil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,20.0,20.0,40.0,1354.845722441108,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,33871.1430610277,5000.0,26157-P-10
26157,26157-MIX-03,Lab-26-2038,Octanoato de Etilo,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,20.0,20.0,40.0,614.557866106016,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,15363.9466526504,500.0,26157-P-10
26157,26157-MIX-04,Lab-26-2040,Decanoato de Etilo,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,22.0,38.0,7.749847315901196,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,203.94335041845247,12.5,26157-P-12
26157,26157-MIX-04,Lab-26-2040,Etil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,22.0,38.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,7125.0,NQ,,187500.0,26157-P-12
26157,26157-MIX-04,Lab-26-2040,Feniletil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,22.0,38.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,190.0,NQ,,5000.0,26157-P-12
26157,26157-MIX-04,Lab-26-2040,Hexil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,22.0,38.0,1455.8212718293646,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,38311.08610077275,12.5,26157-P-12
26157,26157-MIX-04,Lab-26-2040,Isoamil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,22.0,38.0,2397.9824904228294,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,63104.80237954815,5000.0,26157-P-12
26157,26157-MIX-04,Lab-26-2040,Octanoato de Etilo,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,22.0,38.0,869.1047452027091,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,22871.17750533445,500.0,26157-P-12
26157,26157-MIX-05,Lab-26-2042,Decanoato de Etilo,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,3.0,6.0,9.0,2.8507157424926457,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,316.746193610294,12.5,26157-P-13
26157,26157-MIX-05,Lab-26-2042,Etil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,3.0,6.0,9.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1687.5,NQ,,187500.0,26157-P-13
26157,26157-MIX-05,Lab-26-2042,Feniletil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,3.0,6.0,9.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,45.0,NQ,,5000.0,26157-P-13
26157,26157-MIX-05,Lab-26-2042,Hexil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,3.0,6.0,9.0,374.6747822739436,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,41630.5313637715,12.5,26157-P-13
26157,26157-MIX-05,Lab-26-2042,Isoamil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,3.0,6.0,9.0,646.3529038740573,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,71816.9893193397,5000.0,26157-P-13
26157,26157-MIX-05,Lab-26-2042,Octanoato de Etilo,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,3.0,6.0,9.0,234.9454399585515,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,26105.0488842835,500.0,26157-P-13
26158,26158-MIX-01,Lab-26-2045,Decanoato de Etilo,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,5.1,1.5,6.6,0.0359178367141699,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.0825,below_loq,5.4420964718439295,12.5,26158-P-05
26158,26158-MIX-01,Lab-26-2045,Etil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,5.1,1.5,6.6,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1237.5,NQ,,187500.0,26158-P-05
26158,26158-MIX-01,Lab-26-2045,Feniletil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,5.1,1.5,6.6,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,33.0,NQ,,5000.0,26158-P-05
26158,26158-MIX-01,Lab-26-2045,Hexil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,5.1,1.5,6.6,15.062825334878047,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,2282.2462628603103,12.5,26158-P-05
26158,26158-MIX-01,Lab-26-2045,Isoamil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,5.1,1.5,6.6,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,33.0,NQ,,5000.0,26158-P-05
26158,26158-MIX-01,Lab-26-2045,Octanoato de Etilo,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,5.1,1.5,6.6,1.494517368153678,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,3.3,below_loq,226.44202547783,500.0,26158-P-05
26158,26158-MIX-02,Lab-26-2047,Decanoato de Etilo,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,13.0,33.0,1.1041364756292058,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,33.4586810796729,12.5,26158-P-08
26158,26158-MIX-02,Lab-26-2047,Etil Acetato,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,13.0,33.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6187.5,NQ,,187500.0,26158-P-08
26158,26158-MIX-02,Lab-26-2047,Feniletil Acetato,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,13.0,33.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,165.0,NQ,,5000.0,26158-P-08
26158,26158-MIX-02,Lab-26-2047,Hexil Acetato,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,13.0,33.0,1553.2965302248151,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,47069.5918249944,12.5,26158-P-08
26158,26158-MIX-02,Lab-26-2047,Isoamil Acetato,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,13.0,33.0,1105.1290395071092,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,33488.7587729427,5000.0,26158-P-08
26158,26158-MIX-02,Lab-26-2047,Octanoato de Etilo,2026-04-10 08:00:00,91.0,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,20.0,13.0,33.0,384.2887764834426,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,11645.1144388922,500.0,26158-P-08
26158,26158-MIX-03,Lab-26-2049,Decanoato de Etilo,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,22.0,14.0,36.0,2.007507151342408,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,55.7640875372891,12.5,26158-P-10
26158,26158-MIX-03,Lab-26-2049,Etil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,22.0,14.0,36.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6750.0,NQ,,187500.0,26158-P-10
26158,26158-MIX-03,Lab-26-2049,Feniletil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,22.0,14.0,36.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,180.0,NQ,,5000.0,26158-P-10
26158,26158-MIX-03,Lab-26-2049,Hexil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,22.0,14.0,36.0,1464.056456836248,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,40668.234912118,12.5,26158-P-10
26158,26158-MIX-03,Lab-26-2049,Isoamil Acetato,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,22.0,14.0,36.0,2275.494565856594,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,63208.1823849054,5000.0,26158-P-10
26158,26158-MIX-03,Lab-26-2049,Octanoato de Etilo,2026-04-11 08:00:00,115.0,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,22.0,14.0,36.0,501.0080185378656,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,13916.8894038296,500.0,26158-P-10
26158,26158-MIX-04,Lab-26-2051,Decanoato de Etilo,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,19.0,35.0,5.382348308345259,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,153.781380238436,12.5,26158-P-12
26158,26158-MIX-04,Lab-26-2051,Etil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,19.0,35.0,630.0742302618364,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6562.5,below_loq,18002.1208646239,187500.0,26158-P-12
26158,26158-MIX-04,Lab-26-2051,Feniletil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,19.0,35.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,175.0,NQ,,5000.0,26158-P-12
26158,26158-MIX-04,Lab-26-2051,Hexil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,19.0,35.0,1778.964789325055,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,50827.5654092873,12.5,26158-P-12
26158,26158-MIX-04,Lab-26-2051,Isoamil Acetato,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,19.0,35.0,3963.322325097311,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,113237.780717066,5000.0,26158-P-12
26158,26158-MIX-04,Lab-26-2051,Octanoato de Etilo,2026-04-12 15:00:00,146.0,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,16.0,19.0,35.0,848.5843893008546,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,24245.2682657387,500.0,26158-P-12
26158,26158-MIX-05,Lab-26-2053,Decanoato de Etilo,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,5.0,3.0,8.0,0.0396630041255485,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.1,below_loq,4.95787551569357,12.5,26158-P-13
26158,26158-MIX-05,Lab-26-2053,Etil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,5.0,3.0,8.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1500.0,NQ,,187500.0,26158-P-13
26158,26158-MIX-05,Lab-26-2053,Feniletil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,5.0,3.0,8.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,40.0,NQ,,5000.0,26158-P-13
26158,26158-MIX-05,Lab-26-2053,Hexil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,5.0,3.0,8.0,38.9086067318424,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,4863.5758414803,12.5,26158-P-13
26158,26158-MIX-05,Lab-26-2053,Isoamil Acetato,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,5.0,3.0,8.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,40.0,NQ,,5000.0,26158-P-13
26158,26158-MIX-05,Lab-26-2053,Octanoato de Etilo,2026-04-13 08:00:00,163.0,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,5.0,3.0,8.0,4.177975469488673,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,522.246933686084,500.0,26158-P-13
26159,26159-MIX-01,Lab-26-2056,Decanoato de Etilo,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,3.0,0.1,3.1,0.0110782496096038,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.03875,below_loq,3.57362890632381,12.5,26159-P-05
26159,26159-MIX-01,Lab-26-2056,Etil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,581.25,NQ,,187500.0,26159-P-05
26159,26159-MIX-01,Lab-26-2056,Feniletil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,15.5,NQ,,5000.0,26159-P-05
26159,26159-MIX-01,Lab-26-2056,Hexil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.03875,NQ,,12.5,26159-P-05
26159,26159-MIX-01,Lab-26-2056,Isoamil Acetato,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,3.0,0.1,3.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,15.5,NQ,,5000.0,26159-P-05
26159,26159-MIX-01,Lab-26-2056,Octanoato de Etilo,2026-04-08 15:00:00,50.0,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,3.0,0.1,3.1,0.381071363765259,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1.55,below_loq,122.92624637589,500.0,26159-P-05
26159,26159-MIX-02,Lab-26-2058,Decanoato de Etilo,2026-04-11 08:00:00,115.0,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,22.0,0.0,22.0,0.0532713213925789,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.275,below_loq,2.42142369966268,12.5,26159-P-09
26159,26159-MIX-02,Lab-26-2058,Etil Acetato,2026-04-11 08:00:00,115.0,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,22.0,0.0,22.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,4125.0,NQ,,187500.0,26159-P-09
26159,26159-MIX-02,Lab-26-2058,Feniletil Acetato,2026-04-11 08:00:00,115.0,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,22.0,0.0,22.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,110.0,NQ,,5000.0,26159-P-09
26159,26159-MIX-02,Lab-26-2058,Hexil Acetato,2026-04-11 08:00:00,115.0,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,22.0,0.0,22.0,0.393996299795923,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,17.9089227179965,12.5,26159-P-09
26159,26159-MIX-02,Lab-26-2058,Isoamil Acetato,2026-04-11 08:00:00,115.0,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,22.0,0.0,22.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,110.0,NQ,,5000.0,26159-P-09
26159,26159-MIX-02,Lab-26-2058,Octanoato de Etilo,2026-04-11 08:00:00,115.0,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,22.0,0.0,22.0,2.596857948445816,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,11.0,below_loq,118.038997656628,500.0,26159-P-09
26159,26159-MIX-03,Lab-26-2060,Decanoato de Etilo,2026-04-12 08:00:00,139.0,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,12.0,0.1,12.1,0.0387674165479869,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.15125,below_loq,3.2039187229741297,12.5,26159-P-11
26159,26159-MIX-03,Lab-26-2060,Etil Acetato,2026-04-12 08:00:00,139.0,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,12.0,0.1,12.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,2268.75,NQ,,187500.0,26159-P-11
26159,26159-MIX-03,Lab-26-2060,Feniletil Acetato,2026-04-12 08:00:00,139.0,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,12.0,0.1,12.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,60.5,NQ,,5000.0,26159-P-11
26159,26159-MIX-03,Lab-26-2060,Hexil Acetato,2026-04-12 08:00:00,139.0,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,12.0,0.1,12.1,0.4777701656883402,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,39.4851376601934,12.5,26159-P-11
26159,26159-MIX-03,Lab-26-2060,Isoamil Acetato,2026-04-12 08:00:00,139.0,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,12.0,0.1,12.1,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,60.5,NQ,,5000.0,26159-P-11
26159,26159-MIX-03,Lab-26-2060,Octanoato de Etilo,2026-04-12 08:00:00,139.0,2026-04-11 08:00:00,2026-04-12 08:00:00,24.0,12.0,0.1,12.1,1.4376377860520877,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6.05,below_loq,118.813040169594,500.0,26159-P-11
26159,26159-MIX-04,Lab-26-2062,Decanoato de Etilo,2026-04-12 15:00:00,146.0,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,2.0,2.5,4.5,0.0106603887131603,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.05625,below_loq,2.3689752695911896,12.5,26159-P-12
26159,26159-MIX-04,Lab-26-2062,Etil Acetato,2026-04-12 15:00:00,146.0,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,2.0,2.5,4.5,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,843.75,NQ,,187500.0,26159-P-12
26159,26159-MIX-04,Lab-26-2062,Feniletil Acetato,2026-04-12 15:00:00,146.0,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,2.0,2.5,4.5,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,22.5,NQ,,5000.0,26159-P-12
26159,26159-MIX-04,Lab-26-2062,Hexil Acetato,2026-04-12 15:00:00,146.0,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,2.0,2.5,4.5,0.2463545952403186,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,54.745465608959705,12.5,26159-P-12
26159,26159-MIX-04,Lab-26-2062,Isoamil Acetato,2026-04-12 15:00:00,146.0,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,2.0,2.5,4.5,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,22.5,NQ,,5000.0,26159-P-12
26159,26159-MIX-04,Lab-26-2062,Octanoato de Etilo,2026-04-12 15:00:00,146.0,2026-04-12 08:00:00,2026-04-12 15:00:00,7.0,2.0,2.5,4.5,0.5159172005608275,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,2.25,below_loq,114.648266791295,500.0,26159-P-12
26159,26159-MIX-05,Lab-26-2064,Decanoato de Etilo,2026-04-15 08:00:00,211.0,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,15.0,14.0,29.0,0.0961067012311426,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.3625,below_loq,3.31402418038423,12.5,26159-P-15
26159,26159-MIX-05,Lab-26-2064,Etil Acetato,2026-04-15 08:00:00,211.0,2026-04-12 15:00:00,2026-04-15 08:00:00,65.0,15.0,14.0,29.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,5437.5,NQ,,187500.0,26159-P-15
