experiment_id,mix_id,lab_sample_id,analyte,timestamp,time_h,capture_interval_start,capture_interval_end,capture_interval_h,volume_a_ml,volume_b_ml,total_condensate_ml,observed_value,unit,observation_operator,mix_model_observation_type,lower_bound,upper_bound,mix_result_status,mix_concentration_ug_l,mix_loq_ug_l,paired_wine_sample_id
26212,26212-MIX-02,Lab-26-2095,Octanoato de Etilo,2026-04-20 08:00:00,64.0,2026-04-19 15:00:00,2026-04-20 08:00:00,17.0,20.0,10.0,30.0,19.113948331033743,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,637.131611034458,500.0,26212-P-06
26212,26212-MIX-03,Lab-26-2097,Decanoato de Etilo,2026-04-21 08:00:00,88.0,2026-04-20 08:00:00,2026-04-21 08:00:00,24.0,15.0,10.0,25.0,0.1719260736456012,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.3125,below_loq,6.87704294582405,12.5,26212-P-08
26212,26212-MIX-03,Lab-26-2097,Etil Acetato,2026-04-21 08:00:00,88.0,2026-04-20 08:00:00,2026-04-21 08:00:00,24.0,15.0,10.0,25.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,4687.5,NQ,,187500.0,26212-P-08
26212,26212-MIX-03,Lab-26-2097,Feniletil Acetato,2026-04-21 08:00:00,88.0,2026-04-20 08:00:00,2026-04-21 08:00:00,24.0,15.0,10.0,25.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,125.0,NQ,,5000.0,26212-P-08
26212,26212-MIX-03,Lab-26-2097,Hexil Acetato,2026-04-21 08:00:00,88.0,2026-04-20 08:00:00,2026-04-21 08:00:00,24.0,15.0,10.0,25.0,66.35658755193025,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,2654.26350207721,12.5,26212-P-08
26212,26212-MIX-03,Lab-26-2097,Isoamil Acetato,2026-04-21 08:00:00,88.0,2026-04-20 08:00:00,2026-04-21 08:00:00,24.0,15.0,10.0,25.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,125.0,NQ,,5000.0,26212-P-08
26212,26212-MIX-03,Lab-26-2097,Octanoato de Etilo,2026-04-21 08:00:00,88.0,2026-04-20 08:00:00,2026-04-21 08:00:00,24.0,15.0,10.0,25.0,9.6278967683188,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,12.5,below_loq,385.115870732752,500.0,26212-P-08
26212,26212-MIX-04,Lab-26-2099,Decanoato de Etilo,2026-04-23 15:00:00,143.0,2026-04-21 08:00:00,2026-04-23 15:00:00,55.0,20.0,16.0,36.0,0.287063350401398,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.45,below_loq,7.97398195559439,12.5,26212-P-11
26212,26212-MIX-04,Lab-26-2099,Etil Acetato,2026-04-23 15:00:00,143.0,2026-04-21 08:00:00,2026-04-23 15:00:00,55.0,20.0,16.0,36.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,6750.0,NQ,,187500.0,26212-P-11
26212,26212-MIX-04,Lab-26-2099,Feniletil Acetato,2026-04-23 15:00:00,143.0,2026-04-21 08:00:00,2026-04-23 15:00:00,55.0,20.0,16.0,36.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,180.0,NQ,,5000.0,26212-P-11
26212,26212-MIX-04,Lab-26-2099,Hexil Acetato,2026-04-23 15:00:00,143.0,2026-04-21 08:00:00,2026-04-23 15:00:00,55.0,20.0,16.0,36.0,311.16628919640965,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,8643.5080332336,12.5,26212-P-11
26212,26212-MIX-04,Lab-26-2099,Isoamil Acetato,2026-04-23 15:00:00,143.0,2026-04-21 08:00:00,2026-04-23 15:00:00,55.0,20.0,16.0,36.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,180.0,NQ,,5000.0,26212-P-11
26212,26212-MIX-04,Lab-26-2099,Octanoato de Etilo,2026-04-23 15:00:00,143.0,2026-04-21 08:00:00,2026-04-23 15:00:00,55.0,20.0,16.0,36.0,80.99643379579308,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,2249.9009387720303,500.0,26212-P-11
26212,26212-MIX-05,Lab-26-2101,Decanoato de Etilo,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,3.0,2.0,5.0,0.0400353368935555,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.0625,below_loq,8.0070673787111,12.5,26212-P-12
26212,26212-MIX-05,Lab-26-2101,Etil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,3.0,2.0,5.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,937.5,NQ,,187500.0,26212-P-12
26212,26212-MIX-05,Lab-26-2101,Feniletil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,3.0,2.0,5.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,25.0,NQ,,5000.0,26212-P-12
26212,26212-MIX-05,Lab-26-2101,Hexil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,3.0,2.0,5.0,1.01438904120769,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,202.877808241538,12.5,26212-P-12
26212,26212-MIX-05,Lab-26-2101,Isoamil Acetato,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,3.0,2.0,5.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,25.0,NQ,,5000.0,26212-P-12
26212,26212-MIX-05,Lab-26-2101,Octanoato de Etilo,2026-04-24 08:00:00,160.0,2026-04-23 15:00:00,2026-04-24 08:00:00,17.0,3.0,2.0,5.0,0.69207632526716,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,2.5,below_loq,138.415265053432,500.0,26212-P-12
26212,26212-MIX-06,Lab-26-2103,Decanoato de Etilo,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,1.5,7.5,9.0,0.0526520555270961,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,0.1125,below_loq,5.85022839189957,12.5,26212-P-13
26212,26212-MIX-06,Lab-26-2103,Etil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,1.5,7.5,9.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,1687.5,NQ,,187500.0,26212-P-13
26212,26212-MIX-06,Lab-26-2103,Feniletil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,1.5,7.5,9.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,45.0,NQ,,5000.0,26212-P-13
26212,26212-MIX-06,Lab-26-2103,Hexil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,1.5,7.5,9.0,20.74737290097555,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",observed,,,quantified,2305.26365566395,12.5,26212-P-13
26212,26212-MIX-06,Lab-26-2103,Isoamil Acetato,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,1.5,7.5,9.0,,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,45.0,NQ,,5000.0,26212-P-13
26212,26212-MIX-06,Lab-26-2103,Octanoato de Etilo,2026-04-25 11:00:00,187.0,2026-04-24 08:00:00,2026-04-25 11:00:00,27.0,1.5,7.5,9.0,3.971728298234403,ug_captured,"integral(capture_rate, capture_interval_start, capture_interval_end)",left_censored,0.0,4.5,below_loq,441.303144248267,500.0,26212-P-13
