candidate,family,batch_template,parameters,temperature_c,pulse_times_h,pulse_amounts_kg_m3,total_pulse_kg_m3,status,error,new_logdet,new_min_eigenvalue,new_min_relative_eigenvalue,new_condition_number,new_trace,new_trace_inv,new_diag_qXG,new_diag_qXF,new_diag_iG,combined_logdet,combined_min_eigenvalue,combined_min_relative_eigenvalue,combined_condition_number,combined_trace,combined_trace_inv,combined_diag_qXG,combined_diag_qXF,combined_diag_iG,posterior_var_ratio_qXG,posterior_var_reduction_qXG,posterior_var_ratio_qXF,posterior_var_reduction_qXF,posterior_var_ratio_iG,posterior_var_reduction_iG,weak_mean_var_reduction,weak_worst_var_reduction
lhs_01,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 15, 18, 21","25.5, 26.5, 27.8, 56, 92","0.04402, 0.00686, 0.05471, 0.09255, 0",0.19813999999999998,ok,,38.67269079112592,0.14185478492993434,5.692183114247011e-06,175679.52048083136,32899.53014614849,9.323695827052987,11.860069604471722,7.111099735730172,238.26802257860487,55.252794432003896,1.0447268022480436,5.9401588309625795e-06,168345.66691846418,238857.87894382954,1.2898529153363998,55.3674656134084,30.568197459962988,1499.9511450487794,0.5370851703318945,0.4629148296681055,0.5751342002363404,0.42486579976365957,0.7997891758516067,0.2002108241483933,0.36266381786005286,0.2002108241483933
lhs_02,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","23.1, 15.6, 19.6, 16.1","7.72, 28.9, 51.7, 67.4, 77.1","0.05787, 0.00876, 0.06168, 0.02692, 0.01667",0.1719,ok,,36.132001102820766,0.07118380354519217,2.430757244449412e-06,411394.4336825411,36488.09023336033,18.758250296248313,11.17342689987587,6.1801743424292495,270.5073021667643,54.06609866087732,0.7922518691937377,4.388353536237245e-06,227875.8973593183,242446.43903104134,1.669258242128425,54.68082290881255,29.637272066662067,1532.1904246369388,0.6928186384949762,0.30718136150502384,0.7706550714910473,0.22934492850895272,0.8914103679215329,0.10858963207846706,0.21503864069748124,0.10858963207846706
lhs_03,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","16.4, 19.4, 18.1, 20.6","16.6, 53.3, 56.1, 92, 92","0.0046, 0.01083, 0.1, 0, 0",0.11543,ok,,33.26601160764446,0.07077151189714492,2.819483358225175e-06,354674.907756677,29131.925914340958,18.3773093770984,5.731811989674624,4.1893986143364526,266.3280787358831,52.97174099464979,0.7552744589902415,4.311120883159105e-06,231958.2371040405,235090.27471202196,1.812078902784155,49.239207998611306,27.64649633856927,1528.0112012060576,0.7828478720700986,0.21715212792990135,0.8261966469187422,0.17380335308125783,0.9113514489284869,0.08864855107151315,0.15986801069422418,0.08864855107151315
lhs_04,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","20.3, 21.1, 24, 21.8","14.4, 39.4, 61.6, 66.1, 92","0.02732, 0.04868, 0.04097, 0.00337, 0",0.12034,ok,,35.13278223874744,0.1457441366093737,6.261154920623243e-06,159714.94279851788,29364.686412593073,10.918815088288397,9.782865914875511,5.4493529207385105,211.4440657074127,53.76232091263377,0.9480178970771718,5.397137884811158e-06,185283.38933386162,235323.0352102741,1.4871931460265166,53.290261923812196,28.90645064497133,1473.1271881775872,0.7817550154200941,0.21824498457990593,0.6120576846921739,0.3879423153078261,0.6158904384280797,0.38410956157192033,0.3300989538198841,0.21824498457990593
lhs_05,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","18, 25, 18, 21","25.4, 64.4, 71.6, 92, 92","0.04927, 0.08084, 0.02387, 0, 0",0.15398,ok,,33.1742851649673,0.052408866416758834,1.9185706379768863e-06,521221.3614686036,32993.04535403267,23.96660596089589,10.115401945182725,5.702518635728297,230.14470518378374,53.12055554779842,0.7830755942955008,4.374942851509287e-06,228574.41432749585,238951.3941517137,1.7054471824129473,53.622797954119406,29.159616359961113,1491.8278276539584,0.7202121977996128,0.27978780220038724,0.7806116269509441,0.2193883730490559,0.8989550837005054,0.10104491629949464,0.20007369718297918,0.10104491629949464
lhs_06,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.3, 17.4, 23.9, 15","7.07, 20.1, 27.5, 49.1, 92","0.01482, 0.05276, 0.04318, 0.02427, 0",0.13503,ok,,35.99084850412719,0.07862672902096017,2.74011667110829e-06,364947.9639111614,34908.219626894715,15.803049526934897,10.454859760637117,5.812293140799001,239.86155406502542,53.57447570132269,0.8119138017350697,4.497251054611493e-06,222358.05558922427,240866.56842457573,1.6607075120064159,53.9622557695738,29.269390865031816,1501.5446765351999,0.6985836579018746,0.3014163420981254,0.760667872212135,0.23933212778786495,0.8859502239728594,0.11404977602714061,0.2182660819710437,0.11404977602714061
lhs_07,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","22.4, 24.3, 21.3, 22.4","46.7, 51.8, 81.1, 92, 92","0.1, 0.03815, 0.04088, 0, 0",0.17903000000000002,ok,,33.97274306707449,0.03727508481435192,1.3359140854903863e-06,748551.1312899443,36150.35351273736,33.503926381638905,16.44075626930664,8.649757244196447,186.40310497375407,53.83174856841019,0.7927313696970123,4.382244273475077e-06,228193.5779008982,242108.7023104184,1.6078044790845922,59.94815227824332,32.10685496842926,1448.0862274439287,0.6714391898521778,0.32856081014782224,0.7396002273240246,0.26039977267597536,0.8511694298808102,0.14883057011918976,0.24593038431432912,0.14883057011918976
lhs_08,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21, 18.2, 23.5, 21.7","9.03, 12.9, 45, 87.4, 92","0.06485, 0.0193, 0.0369, 0.01056, 0",0.13161,ok,,35.553456444604,0.07030879641058328,2.4921955649564887e-06,401252.6200035425,35080.71880068754,17.833794645199653,10.923009133818791,6.092323121301641,222.67844437089894,53.484646605423116,0.770140833544364,4.268950449800297e-06,234249.61515933744,241039.06759836857,1.7412842219149218,54.430405142755475,29.549420845534456,1484.3615668410735,0.7360048421708982,0.26399515782910177,0.7994237648266898,0.20057623517331025,0.9053452679174777,0.09465473208252229,0.1864087083616447,0.09465473208252229
lhs_09,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 21, 15, 15","47.9, 56.5, 72.6, 90.6, 92","0.01368, 0.00867, 0.04164, 0.0868, 0",0.15079,ok,,31.082106996373426,0.06783633091249863,2.8376026204128103e-06,352410.1622990894,27096.019127007607,22.293598014938794,4.441175053550849,4.168575798224195,286.7289811741788,52.95920049289003,0.7357595615004975,4.266082677364371e-06,234407.08388188342,233054.36792468862,1.857287617694108,47.94857106248753,27.625673522457014,1548.4121036443535,0.8181420226564456,0.18185797734355436,0.8407593828141595,0.15924061718584048,0.9097009056341054,0.09029909436589456,0.14379922963176306,0.09029909436589456
lhs_10,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","22, 15.8, 22.6, 25","12, 43.6, 53, 57.9, 71","0.03381, 0.01342, 0.01535, 0.04846, 0.08867",0.19971,ok,,34.622430397120894,0.03809075359488147,1.433889666775424e-06,697403.7285928918,34532.01339293884,32.31946318051079,16.767189287278335,8.885387694406653,200.9914729415188,53.99531159368946,0.8017085842671705,4.469472519184303e-06,223740.0489001114,240490.3621906199,1.5769527292371002,60.274585296215015,32.34248541863947,1462.6745954116934,0.6367501153703734,0.3632498846296266,0.7343577113900073,0.2656422886099927,0.8664937187004494,0.13350628129955056,0.25413281817972333,0.13350628129955056
lhs_11,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.8, 23.3, 18.6, 23.4","47.8, 56, 60.9, 61.2, 92","0.03328, 0.0054, 0.01148, 0.1, 0",0.15016000000000002,ok,,33.7093198847267,0.03595844149061932,1.3182327211040482e-06,758591.3958822677,33923.70289441512,34.268671563378554,10.631703333268522,5.940330957628472,228.44211821296358,53.38905963757798,0.7273059734733427,4.056403733245507e-06,246523.78455433113,239882.05169209614,1.8098523183233537,54.1390993422052,29.39742868186129,1490.1252406831381,0.7626670452728345,0.23733295472716553,0.8348389238231259,0.16516107617687414,0.925960160475007,0.07403983952499305,0.1588446234763442,0.07403983952499305
lhs_12,lhs,25026,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.6, 19.8, 20, 16.9","2.95, 27.4, 41.7, 92, 92","0.08672, 0.05874, 0.02913, 0, 0",0.17459,ok,,36.493402577177655,0.0786640366901229,2.680504868506947e-06,373064.0491457135,37895.35903838176,15.54680860274706,16.695336730628362,8.719674815367753,222.79496371948602,54.077366300143396,0.8947616769432379,4.911548565902154e-06,203601.77377505373,243853.7078360628,1.4581217355459384,60.20273273956504,32.17677253960057,1484.4780861896606,0.5968049085016253,0.40319509149837474,0.6673804555351629,0.3326195444648371,0.8402499231514933,0.15975007684850673,0.2985215709372394,0.15975007684850673
constant_20_split,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","20, 20, 20, 20","0, 36, 72, 108, 144","0.04, 0.04, 0.04, 0.04, 0.04",0.2,ok,,30.00999237162491,0.05736634163368674,1.986925482256664e-06,503290.13791913487,34498.71148170097,25.728373778258046,33.39317985145982,18.136467593613673,65.05609961331989,54.43960324439071,0.8961327088437284,5.062273254200759e-06,197539.71186169836,240457.060279382,1.2693594983384984,76.9005758603965,41.59356531784649,1326.7392220834945,0.5505788841940776,0.44942111580592237,0.5774589396380436,0.4225410603619564,0.6085596934510942,0.3914403065489058,0.42113416090559486,0.3914403065489058
ramp_up_staggered,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 18, 22, 25","7.2, 43.2, 86.4, 122, 144","0.05, 0.06, 0.06, 0.03, 0",0.2,ok,,32.049474285023976,0.05359534440503814,1.9238550589009844e-06,519789.6771762301,33857.01233546924,26.934521961401998,37.203280201113735,19.646561632065534,66.71056115982721,55.1898743844266,0.9717672260701679,5.525954898687372e-06,180964.1986469232,239815.36113315026,1.1647473988249701,80.71067621005042,43.10365935629835,1328.3936836300018,0.4849567025706386,0.5150432974293614,0.5366188694573306,0.4633811305426694,0.5941844331222971,0.4058155668777029,0.46141333161657794,0.4058155668777029
ramp_down_frontload,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 22, 18, 15","0, 21.6, 50.4, 93.6, 144","0.08, 0.06, 0.04, 0.02, 0",0.2,ok,,30.218042494204504,0.042246944670696465,1.1910249303718423e-06,839612.9875197461,41912.55852401757,29.599366439967486,49.04419597054122,27.95913109363654,42.01683315910535,55.687885737574106,1.1881103709466434,6.607682226676065e-06,151338.99689710728,247870.90732169859,0.9659482402683263,92.5515919794779,51.41622881786935,1303.6999556292799,0.42017228306369264,0.5798277169363073,0.43166407397250206,0.5683359260274979,0.4937462222224247,0.5062537777775753,0.5514724735804601,0.5062537777775753
hot_start_cool_finish,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 25, 18, 15","0, 28.8, 64.8, 144, 144","0.1, 0.06, 0.04, 0, 0",0.2,ok,,30.495904021527913,0.043298320102599,1.2089610327189896e-06,827156.5194710784,42594.323212364565,29.39522766069218,50.434552363639156,28.954076960413826,39.68973697819585,55.941683284969216,1.157899264263968,6.444766937624888e-06,155164.64903671652,248552.6720100456,0.9859170978103564,93.94194837257584,52.41117468464664,1301.3728594483705,0.4300491971143512,0.5699508028856488,0.44101410228685584,0.5589858977131441,0.49832684916519543,0.5016731508348046,0.5435366171445326,0.5016731508348046
cool_start_hot_finish,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 15, 22, 25","14.4, 50.4, 101, 144, 144","0.06, 0.07, 0.06, 0, 0",0.19,ok,,32.377501574713456,0.0474987679158331,1.7684655267148399e-06,565461.9696532242,33506.764456074474,30.04322277044708,34.56381021778489,17.983770207567368,76.69184432951735,55.23459386352491,0.9794439284139215,5.579798543047989e-06,179217.9399103799,239465.11325375547,1.1631515575324234,78.07120622672157,41.440867931800184,1338.374966799692,0.47771085217211035,0.5222891478278897,0.5384934067058662,0.4615065932941338,0.6046846011322761,0.39531539886772393,0.4597037133299158,0.39531539886772393
alternating_extremes,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 15, 25, 15","0, 28.8, 64.8, 101, 144","0.05, 0.05, 0.05, 0.05, 0",0.2,ok,,29.119130282959112,0.06204660527400906,1.99844785249903e-06,500388.33825436805,37412.15678845641,24.91735269082966,41.379140176765254,22.67702048602651,57.02135501296659,54.95679021280075,1.0387330718124272,5.827764875600237e-06,171592.37226381816,243370.50558613738,1.0955871427518566,84.88653618570194,46.13411821025933,1318.704477483141,0.46760403439823234,0.5323959656017676,0.49880365899523516,0.5011963410047648,0.5448215917499095,0.4551784082500905,0.49625690495220764,0.4551784082500905
late_identification,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","18, 22, 25, 25","36, 79.2, 130, 144, 144","0.06, 0.07, 0.06, 0, 0",0.19,ok,,28.47404241866595,0.04037787284718576,1.455643826114379e-06,686981.2395449433,32549.327677475594,34.60025946526839,32.06031962257354,17.71202697785258,59.82959430504665,54.159769037415096,0.8232558111071006,4.6848589106411235e-06,213453.60000673955,238507.67647515662,1.370050903147158,75.56771563151023,41.1691247020854,1321.5127167752212,0.6008947063539343,0.39910529364606573,0.6226980060860903,0.37730199391390973,0.6369878526873827,0.36301214731261733,0.3798064782908642,0.36301214731261733
early_biomass_boost,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","23, 25, 20, 18","0, 14.4, 36, 72, 144","0.08, 0.06, 0.04, 0.02, 0",0.2,ok,,30.566114233171064,0.03395125019889015,9.55903823605634e-07,1046130.3483733716,42198.234612308086,35.62139943741197,50.111863977957725,28.634380290161417,43.324410222236054,55.85938079646623,1.139275922380315,6.34276316740966e-06,157659.99354006985,248156.58340998908,0.9995657825714614,93.6192599868944,52.091478014394234,1305.0075326924107,0.43545939739449824,0.5645406026055018,0.44622973757669476,0.5537702624233052,0.5140524097495043,0.4859475902504957,0.5347528184264343,0.4859475902504957
low_temp_growth_separation,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 17, 20, 22","0, 50.4, 101, 144, 144","0.07, 0.07, 0.06, 0, 0",0.2,ok,,32.49858776246807,0.045854476889716764,1.6285165425897452e-06,614055.7825772847,34945.39798865539,30.61593617172577,38.54258550355647,20.052472923178833,69.01820070693702,55.56067295028596,1.0175720244580666,5.7779468781864084e-06,173071.85771736997,240903.74678633644,1.1150237782847556,82.04998151249315,43.50957064741165,1330.7013231771116,0.4571659108052839,0.5428340891947161,0.5160653679615125,0.4839346320384875,0.581201538478857,0.418798461521143,0.48185572758478223,0.418798461521143
high_temp_inhibition_probe,manual,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","25, 25, 25, 22","0, 36, 72, 144, 144","0.07, 0.07, 0.06, 0, 0",0.2,ok,,28.92765612211031,0.04559412733296358,1.3355767074897895e-06,748740.2216526339,39973.6327963551,31.215366148679234,47.50550168035215,27.219070752547402,41.04546189917206,55.37407018369619,1.0393347331116536,5.8126232935709965e-06,172039.36148864863,245931.98159403613,1.0879872163196327,91.01289768928882,50.67616847678022,1302.7285843693467,0.47658209997956275,0.5234179000204373,0.4885916010007263,0.5114083989992737,0.5345148630018512,0.46548513699814875,0.5001038120059533,0.46548513699814875
lhs_01,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","15, 15, 18, 21","40, 41.5, 43.5, 87.7, 144","0.04402, 0.00686, 0.05471, 0.09255, 0",0.19813999999999998,ok,,30.79952848637698,0.03818267504983544,1.4560373017807753e-06,686795.5915531637,31873.556043414228,36.07477797689485,35.68699073724706,17.930483799347762,80.37822424812735,54.76052118807263,1.0105638216475974,5.7682627208593486e-06,173362.42268989809,237831.9048410952,1.1272535869785991,79.19438674618374,41.38758152358058,1342.0613467183018,0.4493739018310694,0.5506260981689306,0.529929942724118,0.470070057275882,0.586566821209121,0.41343317879087904,0.47804311141189715,0.41343317879087904
lhs_02,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","23.1, 15.6, 19.6, 16.1","12.1, 45.2, 81, 106, 121","0.05787, 0.00876, 0.06168, 0.02692, 0.01667",0.1719,ok,,30.722896857325445,0.08797631431055968,3.0543708928752186e-06,327399.6626711743,35745.22677091399,19.833987950539225,31.55493548411221,16.841195193292915,73.39031301806887,54.58091614995621,0.931203617444083,5.251262980339661e-06,190430.3790809803,241703.575568595,1.236496864821755,75.06233149304889,40.29829291752573,1335.0734354882434,0.5295742894753765,0.47042571052462345,0.5675689190322208,0.43243108096777916,0.5879211182193651,0.4120788817806349,0.43831189109101254,0.4120788817806349
lhs_03,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","16.4, 19.4, 18.1, 20.6","25.9, 83.4, 87.8, 144, 144","0.0046, 0.01083, 0.1, 0, 0",0.11543,ok,,29.79096906774755,0.057971531891278814,2.550115949474235e-06,392139.03203349357,28341.65441243749,27.386653186534158,16.73955103372311,8.242399890997591,93.59364602009592,53.305701364850435,0.819341759908151,4.709605109993121e-06,212332.02713283547,234300.0032101185,1.497814580867432,60.24694704265979,31.699497615230406,1355.2767684902706,0.6268831043781805,0.3731168956218195,0.703846582773821,0.29615341722617905,0.6849985347816459,0.31500146521835415,0.32809059268878427,0.29615341722617905
lhs_04,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","20.3, 21.1, 24, 21.8","22.5, 61.7, 96.4, 103, 144","0.02732, 0.04868, 0.04097, 0.00337, 0",0.12034,ok,,29.328690839881002,0.0527811581335962,1.9211420185265088e-06,520523.7251366701,32931.88819759402,28.906523412388566,21.684379393272284,11.67761294053261,66.50733627553137,53.642705981458555,0.8256032520943155,4.685811927061827e-06,213410.1870851304,238890.23699527505,1.4493858326781455,65.19177540220896,35.13471066476543,1328.1904587457059,0.638125717387759,0.36187428261224097,0.6621446394901337,0.3378553605098663,0.6499302394572033,0.3500697605427967,0.349933134554968,0.3378553605098663
lhs_05,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","18, 25, 18, 21","39.8, 101, 112, 144, 144","0.04927, 0.08084, 0.02387, 0, 0",0.15398,ok,,28.37303053254488,0.04371402494802847,1.627765688433941e-06,614339.0336247296,31928.71717890727,36.47042386145066,26.32768136546874,13.92313893735739,62.549296860509706,53.93100946584684,0.8725551394978703,4.969433110022043e-06,201230.1962538267,237887.0659765883,1.3347081020489706,69.83507737440542,37.3802366615902,1324.2324193306843,0.5720565206602971,0.4279434793397029,0.6165222443874164,0.38347775561258357,0.6110458221467228,0.38895417785327724,0.40012513760185453,0.38347775561258357
lhs_06,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","21.3, 17.4, 23.9, 15","11.1, 31.4, 43, 76.9, 144","0.01482, 0.05276, 0.04318, 0.02427, 0",0.13503,ok,,29.558273368049164,0.03155087273412169,1.070712303262531e-06,933957.6998909363,35372.73191987847,39.71186566900746,26.52031388095546,14.263806956084801,66.37448238858448,54.07414286112849,0.8930725724076558,5.034338385745451e-06,198635.83322715538,241331.0807175595,1.3197817825247666,70.02770988989214,37.72090468031762,1328.057604858759,0.5731012687630311,0.42689873123696886,0.6024875600212068,0.39751243997879315,0.6215427395467277,0.3784572604532723,0.40095614388967815,0.3784572604532723
lhs_07,lhs,25085,"mu0, qN, betaG0, betaF0, qEG, qEF, iG, qXG, qXF","22.4, 24.3, 21.3, 22.4","73.2, 81, 127, 144, 144","0.1, 0.03815, 0.04088, 0, 0",0.17903000000000002,ok,,28.111430258815588,0.05764537376186137,2.0279880440187e-06,493099.55398868176,33348.05580881532,31.6141579156815,31.825300876954618,17.522320713786982,53.713514063097705,54.25083412122055,0.8271377959829411,4.700605152683991e-06,212738.5661033477,239306.4046064963,1.3695701813137633,75.3326968858913,40.9794184380198,1315.3966365332722,0.5997897604831975,0.40021023951680246,0.6262621637223459,0.3737378362776541,0.6164209938887063,0.3835790061112937,0.38584236063525,0.3737378362776541
