analysis,parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
dopt_greedy,k_EA_growth,0.1,0.05546529306968246,1.1148412013066693,False,well_estimated
dopt_greedy,k_EA_stationary,0.28,0.01687220570700586,1.0336223974652854,False,well_estimated
dopt_greedy,k_IAA_growth,0.003,0.07519709982344594,1.158801539745973,False,well_estimated
dopt_greedy,k_IAA_stationary,0.012,0.015592972133693763,1.0310340445400588,False,well_estimated
dopt_greedy,k_EO_growth,0.0008,0.07061872592490086,1.1484494207899305,False,well_estimated
dopt_greedy,k_EO_stationary,0.003,0.014476075012410683,1.0287794576648626,False,well_estimated
dopt_greedy,alpha_EA_loss,1.0,0.19444847300502546,1.4639218121182342,False,well_estimated
dopt_greedy,alpha_IAA_loss,1.0,0.17600958003456088,1.411959953136836,False,well_estimated
dopt_greedy,alpha_EO_loss,1.0,0.1483573276274895,1.3374707924778937,False,well_estimated
dopt_exchange_from_hybrid,mu0,0.0601697224171635,0.006172937624311885,1.0121724462117867,False,well_estimated
dopt_exchange_from_hybrid,qN,0.0146092346863683,0.00703984453166462,1.0138937283439116,False,well_estimated
dopt_exchange_from_hybrid,betaG0,0.779853869422414,0.01625000943461868,1.0323626583848617,False,well_estimated
dopt_exchange_from_hybrid,betaF0,0.5108967442490071,0.028690130791610178,1.0578437691806841,False,well_estimated
dopt_exchange_from_hybrid,qEG,1.5379361359484045,0.012976196768455562,1.0257595326734543,False,well_estimated
dopt_exchange_from_hybrid,qEF,1.262713484739452,0.018147890949250258,1.0362100417198397,False,well_estimated
dopt_exchange_from_hybrid,iG,0.0073666781875985,0.034506999409388124,1.0699733256268795,False,well_estimated
dopt_exchange_from_hybrid,iE,0.0258618456174518,0.02482439967680814,1.0498589516314552,False,well_estimated
dopt_exchange_from_hybrid,Kd0,0.0006690744222537,0.029115327420250466,1.0587257281799078,False,well_estimated
dopt_exchange_from_hybrid,gammaG0,0.0975070871956685,0.018535832111696175,1.0369982388556165,False,well_estimated
dopt_exchange_from_hybrid,gammaF0,0.0013892430460828,1.0314119483712616,7.550149910866158,False,weak_but_actionable
dopt_exchange_from_hybrid,kPyrS,0.4414987236423745,0.02105626674916454,1.042133738337841,False,well_estimated
dopt_exchange_from_hybrid,kPyrD,0.0078209107245985,0.02422131795665355,1.0486187093287345,False,well_estimated
dopt_exchange_from_hybrid,kAldPyr,0.0001989638630771,2.0596561744167317,56.65193261274919,False,weak_or_confounded
dopt_exchange_from_hybrid,kAldS,0.8021403800399333,0.014982275242558414,1.0298006702409248,False,well_estimated
dopt_exchange_from_hybrid,kAldRed,0.0001006867990184,1.1522880941809417,9.5685785694449,True,weak_or_confounded
dopt_exchange_from_hybrid,kAcAld,0.002432481351446,0.03186576802946738,1.0644485858771404,False,well_estimated
dopt_exchange_from_hybrid,kAcStress,0.0026055689557885,0.013472498548043041,1.0267578272527333,False,well_estimated
dopt_exchange_from_hybrid,kAcAssim,1.013544893471728e-05,81.71847420847715,1.0576541811633429e+17,False,weak_or_confounded
dopt_exchange_from_hybrid,qO2,0.0416960530672166,0.03212329667164077,1.0649860084574128,False,well_estimated
dopt_exchange_from_hybrid,kLaO2,0.0015008512210468,0.1712382260194998,1.3988170609754853,False,well_estimated
dopt_exchange_from_hybrid,O2sat,2.713015080772752,0.25848091498243997,1.6596763166168493,False,well_estimated
dopt_exchange_from_hybrid,k_EA_growth,0.1,0.0554652930696824,1.114841201306669,False,well_estimated
dopt_exchange_from_hybrid,k_EA_stationary,0.28,0.016872205707005886,1.0336223974652854,False,well_estimated
dopt_exchange_from_hybrid,k_IAA_growth,0.003,0.07519709982344573,1.1588015397459726,False,well_estimated
dopt_exchange_from_hybrid,k_IAA_stationary,0.012,0.015592972133693732,1.0310340445400588,False,well_estimated
dopt_exchange_from_hybrid,k_EO_growth,0.0008,0.07061872592490076,1.1484494207899303,False,well_estimated
dopt_exchange_from_hybrid,k_EO_stationary,0.003,0.014476075012410643,1.0287794576648623,False,well_estimated
dopt_exchange_from_hybrid,alpha_EA_loss,1.0,0.19444847300502582,1.4639218121182351,False,well_estimated
dopt_exchange_from_hybrid,alpha_IAA_loss,1.0,0.17600958003456052,1.4119599531368352,False,well_estimated
dopt_exchange_from_hybrid,alpha_EO_loss,1.0,0.14835732762748902,1.3374707924778924,False,well_estimated
