annex_id,oe,activity,category,evidence_requirement,role_in_bundle,status,source_path,bundle_path,bytes,sha256
A03,OE3,3.10,tratamientos,Matriz de tratamientos,Matriz de tratamientos,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/04_matriz_tratamientos.csv,1705,9a5c2edc423d8c2d8782c596f01668bf697f827e1d4135a7149d490756ec39de
A03,OE3,3.10,tratamientos,Matriz de tratamientos,Resumen por factores,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/04_tratamientos_resumen_factorial.csv,512,cfa5f871dcd11e5b85bfe4b99f3e8ac778a19b622fbfdd24e5557ee88f419c5b
A03,OE3,3.10,ejecucion,Ejecucion,Resumen de ejecucion por cubada,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/05_ejecucion_por_cubada.csv,1128,9b09495cbd87a34c03f555784e56ff0311cf7ce5875750725d3bbeca30022565
A03,OE3,3.10,registros,Registros de proceso,Cobertura de registros,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/06_cobertura_registros_proceso.csv,1274,5c48e1768a5fded8006e6ee7aea6a129ed62dad77673cc8044fc470d63023faf
A03,OE3,3.10,incidencias,Incidencias,Flags de calidad,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/07_incidencias_flags_calidad.csv,170,1dacbf65c3daaacd0cfd827a982da21f7945641025f1ce848c8315d96778d7f2
A03,OE3,3.10,resultados,Resultados,Resultados finales por cubada,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/08_resultados_por_cubada.csv,1314,596f6ca18ebf0d0571aab76a767f91d0d86cf61eb2b0a19203d97ac29e33e2bd
A03,OE3,3.10,resultados,Resultados,Resultados finales en formato largo,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/08_resultados_variables_finales.csv,5295,8ca515928a806f48fdeccedae00ef02c8003370f985bb3dcf2241ba490b1143e
A03,OE3,3.10,cumplimiento,Cumplimiento,Resumen de cumplimiento,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/tables/09_cumplimiento_A03.csv,478,94ada2b18f1262d14a3d211cb4d21a696b3087d2c467ab45cbdb46d9eb8bc85c
A03,OE3,3.10,protocolo,Protocolos y equipos,Protocolo y contexto,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/03_protocolo_y_contexto_A03.md,2187,b93bb7337f9f84a0b0490117ae4201dce96f6d1d6c973502b9c72e4431238b89
A03,OE3,3.10,cumplimiento,Resultados y cumplimiento,Resultados y cumplimiento,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/04_resultados_y_cumplimiento_A03.md,6816,1f1febc8ab28cbf1045e217366a3dc00eb73dde180576ca630f009483a618262
A03,OE3,3.10,version_codigo,Version de codigo,Version y trazabilidad,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/08_version_codigo.md,9007,babff2d73598053b8f3d0ac21da65b91001b88f343a0b38f8bdc04bce2c02ed4
A03,OE3,3.10,guia,Uso del bundle,Guia principal,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/README_A03_bundle.md,3050,bd869401aa6e41761ce77a5bf204d213221d9160ee417276659ae1bec3823567
A03,OE3,3.10,anexo,Anexo propuesto,Borrador narrativo del anexo,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/ANEXO_A03_borrador.md,24844,ace1ab549e8df72892db2f5e2e21b188e7f64988188a304442ed8ff44970779a
A03,OE3,3.10,manifest,Inventario y trazabilidad,Resumen legible del manifest,ok,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/00_manifest.md,13903,d1e3433b1abc614c55500c86a62e19bc6df632418d483767d9e1f50e0c2b5492
A03,OE3,3.10,manifest,Inventario y trazabilidad,Inventario completo con hashes; fila autoreferencial sin hash estable,self_index,generated,rendicion_tecnica/A03_ensayos_estaciones_fermentacion_laboratorio/00_manifest.csv,,
