candidate_id,parent_candidate_id,strategy,dose_design,independent_seed,source_type,robust_score,penalized_search_score,median,q10,minimum,tail_cvar,completion_probability,minimum_drying_margin_h,maximum_residual_sugar_g_l,minimum_posterior_fim_eigenvalue,maximum_posterior_fim_condition_number,maximum_internal_jump_c,maximum_initial_jump_c,maximum_initial_or_internal_jump_c,minimum_robust_physical_temperature_c,maximum_robust_physical_temperature_c,total_thermal_variation_c,temperature_changes,nutrition_operational_margin_fraction,coverage_pass,thermal_pass,nutrition_pass,completion_pass,controller_explicit_to_504h,first_24h_mean_contrast_c,nutrition_time_contrast_h,feasible,local_refinement_accepted,local_refinement_qualified,local_refinement_qualification_reason,watermark,candidate_only_not_for_physical_execution
d3ba8622c0e2674c,80bab8760923fe04,II_diagonal_1,N80,20260847,full_64_local_refinement_trial,19.765428397325117,19.765428397325117,21.242746001194302,15.33347558571756,10.117479038575915,13.731021918914399,0.984375,46.32026248123401,5.492695028703727,0.18722269536383557,5958.4822038558195,5.0,3.854677856000677,5.0,15.430326651288453,26.806814258700857,14.308607419021975,5,1.544658121217609e-16,True,True,True,True,True,5.36527674860573,48.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
05d0b97228241b6a,80bab8760923fe04,II_diagonal_1,N80,20260847,full_64_local_refinement_trial,19.76457556384758,19.76457556384758,21.24377429601197,15.3269793673544,10.126785905409005,13.731239703915818,0.984375,46.0500763127332,5.5806580290318735,0.1872201380418075,5966.051161964555,5.0,3.854677856000677,5.0,15.430326651288453,26.90521657626146,14.461014011120646,5,1.544658121217609e-16,True,True,True,True,True,5.387475770116993,48.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
e1cef820fd71d0d9,,II_diagonal_1,N80,20260861,seed_champion_original,19.514302282191494,19.514302282191494,20.961591689415936,15.172434060518174,10.394637986580296,13.597141400093742,0.984375,68.31621742441278,6.712750600980054,0.18698659290012948,6415.687639702048,5.0,4.529850219076579,5.0,15.238583118888673,27.0,13.047706911077785,4,1.544658121217609e-16,True,True,True,True,True,5.567615151045462,44.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
98d59422cc3f0e23,e1cef820fd71d0d9,II_diagonal_1,N80,20260861,full_64_local_refinement_trial,19.521994649136705,19.521994649136705,20.971747479593468,15.17273615776641,10.388643459237407,13.596531176166826,0.984375,68.31621742441278,6.712750600980054,0.1869890148244168,6413.436419643049,4.68,4.529850219076579,4.68,15.238583118888673,27.0,13.047706911077785,4,1.544658121217609e-16,True,True,True,True,True,5.567615151045462,44.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
db66f7b2541f81d2,e1cef820fd71d0d9,II_diagonal_1,N80,20260861,full_64_local_refinement_trial,19.515714176951807,19.515714176951807,20.96245579056232,15.175489336120267,10.39463219968745,13.598841825487863,0.984375,68.27509939249313,6.712384819072839,0.1869868142687022,6416.871952217571,5.0,4.609850219076581,5.0,15.238583118888673,27.0,12.967706911077784,4,1.544658121217609e-16,True,True,True,True,True,5.607615151045465,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
e87fe2cecfd59a11,,II_diagonal_1,N76_historical_anchor,20260803,seed_champion_original,19.791267773234157,19.791267773234157,21.266500754323644,15.365568829965694,9.941945344607102,13.691176228789297,0.984375,24.135413161822342,6.849274476094465,0.18726976011899205,5869.879346939658,3.2480241817698285,4.387049361831231,4.387049361831231,15.0,27.0,10.484654170751917,5,1.544658121217609e-16,True,True,True,True,True,5.565615757156792,40.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
84ab76d5e53e496c,e87fe2cecfd59a11,II_diagonal_1,N76_historical_anchor,20260803,full_64_local_refinement_trial,19.78973237261056,19.78973237261056,21.264822138791295,15.364463074068341,9.939616893304493,13.688520822127838,0.984375,24.191558785618042,6.849641948215359,0.18726859711489915,5869.020028644883,3.2480241817698285,4.307049361831229,4.307049361831229,15.0,27.0,10.564654170751918,5,1.544658121217609e-16,True,True,True,True,True,5.5256157571567925,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
e87fe2cecfd59a11,e87fe2cecfd59a11,II_diagonal_1,N76_historical_anchor,20260803,full_64_local_refinement_trial,19.791267773234157,19.791267773234157,21.266500754323644,15.365568829965694,9.941945344607102,13.691176228789297,0.984375,24.135413161822342,6.849274476094465,0.18726976011899205,5869.879346939658,3.2480241817698285,4.387049361831231,4.387049361831231,15.0,27.0,10.484654170751917,5,1.544658121217609e-16,True,True,True,True,True,5.565615757156792,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8d6eff1a9d7b0f79,,II_diagonal_1,N76_historical_anchor,20260817,seed_champion_original,19.78098540432414,19.78098540432414,21.280257162156616,15.283170130826724,9.789935996249977,13.588765397606505,1.0,39.03371597703901,3.0177120689012655,0.1872307031091805,5881.504535265225,3.8128795727316387,3.63199609109315,3.8128795727316387,15.0,25.839495580810443,12.07552705104138,5,1.544658121217609e-16,True,True,True,True,True,5.021177374198057,44.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8d6eff1a9d7b0f79,8d6eff1a9d7b0f79,II_diagonal_1,N76_historical_anchor,20260817,full_64_local_refinement_trial,19.78098540432414,19.78098540432414,21.280257162156616,15.283170130826724,9.789935996249977,13.588765397606505,1.0,39.03371597703901,3.0177120689012655,0.1872307031091805,5881.504535265225,3.8128795727316387,3.63199609109315,3.8128795727316387,15.0,25.839495580810443,12.07552705104138,5,1.544658121217609e-16,True,True,True,True,True,5.021177374198057,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8d6eff1a9d7b0f79,8d6eff1a9d7b0f79,II_diagonal_1,N76_historical_anchor,20260817,full_64_local_refinement_trial,19.78098540432414,19.78098540432414,21.280257162156616,15.283170130826724,9.789935996249977,13.588765397606505,1.0,39.03371597703901,3.0177120689012655,0.1872307031091805,5881.504535265225,3.8128795727316387,3.63199609109315,3.8128795727316387,15.0,25.839495580810443,12.07552705104138,5,1.544658121217609e-16,True,True,True,True,True,5.021177374198057,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
668df5d7c3d3dbf6,,II_diagonal_1,N76_historical_anchor,20260831,seed_champion_original,19.522841663734795,19.522841663734795,20.97359017848135,15.170596119495135,10.374412957489113,13.589645820269398,0.984375,70.48878872932647,6.8263733710822345,0.1869902857897405,6407.228189616668,5.0,4.1660773876497785,5.0,15.238402164718302,27.0,13.411660696674957,4,1.544658121217609e-16,True,True,True,True,True,5.65130832194847,40.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
590a3fc3e92a5edc,668df5d7c3d3dbf6,II_diagonal_1,N76_historical_anchor,20260831,full_64_local_refinement_trial,19.523677413743535,19.523677413743535,20.9737581767311,15.173435124780836,10.37159517164553,13.589518998723136,0.984375,70.48878872932647,6.826840293717881,0.18699060702649595,6406.246181018722,5.0,4.1660773876497785,5.0,15.238402164718302,27.0,13.411660696674957,4,1.544658121217609e-16,True,True,True,True,True,5.685987438680311,40.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
668df5d7c3d3dbf6,668df5d7c3d3dbf6,II_diagonal_1,N76_historical_anchor,20260831,full_64_local_refinement_trial,19.522841663734795,19.522841663734795,20.97359017848135,15.170596119495135,10.374412957489113,13.589645820269398,0.984375,70.48878872932647,6.8263733710822345,0.1869902857897405,6407.228189616668,5.0,4.1660773876497785,5.0,15.238402164718302,27.0,13.411660696674957,4,1.544658121217609e-16,True,True,True,True,True,5.65130832194847,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
ee4a859a582e61c3,,II_diagonal_1,N76_historical_anchor,20260847,seed_champion_original,19.81756973509447,19.81756973509447,21.31201295174401,15.334240085145847,10.01168225949376,13.705997236923475,0.984375,58.73160298910203,6.6990079725072675,0.18725654856583535,5902.282642964963,5.0,3.84405721584886,5.0,15.0,26.87098637987598,12.810779566298283,4,1.544658121217609e-16,True,True,True,True,True,5.604107874958071,48.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9ba4f27bdf389e28,ee4a859a582e61c3,II_diagonal_1,N76_historical_anchor,20260847,full_64_local_refinement_trial,19.818093841336903,19.818093841336903,21.31186750340315,15.336772855138157,10.01347070548563,13.706731099441592,0.984375,58.73160298910203,6.6990079725072675,0.18725920645726996,5900.032365688064,5.0,3.84405721584886,5.0,15.0,26.87098637987598,12.712183599439815,4,1.544658121217609e-16,True,True,True,True,True,5.628756866672688,48.0,True,True,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
519b7bbf12bb8ea0,ee4a859a582e61c3,II_diagonal_1,N76_historical_anchor,20260847,full_64_local_refinement_trial,19.81902100901898,19.81902100901898,21.313959116498,15.334206686581913,10.0261130136705,13.710645444943813,0.984375,58.494229285505085,6.804163408840538,0.1872584879534767,5903.51045139716,5.0,3.84405721584886,5.0,15.0,26.968963871830507,12.90875705825281,4,1.544658121217609e-16,True,True,True,True,True,5.653096620935333,48.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8a8e88d6bbcc1fb2,,II_diagonal_1,N76_historical_anchor,20260861,seed_champion_original,19.506586279607458,19.506586279607458,20.953074120783583,15.16712275607908,10.372835486653571,13.590276422471673,0.984375,69.13207649550473,6.827230348104698,0.1869853490385372,6416.833176473305,5.0,4.529850219076579,5.0,15.238583118888673,27.0,13.047706911077785,4,1.544658121217609e-16,True,True,True,True,True,5.567615151045462,44.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
8cdc98d6c2133d60,8a8e88d6bbcc1fb2,II_diagonal_1,N76_historical_anchor,20260861,full_64_local_refinement_trial,19.513939581689627,19.513939581689627,20.962803474702202,15.167347902651903,10.36706549199901,13.589720085505036,0.984375,69.13207649550473,6.827926943382633,0.186987718930225,6414.488734309152,4.68,4.529850219076579,4.68,15.238583118888673,27.0,13.047706911077785,4,1.544658121217609e-16,True,True,True,True,True,5.567615151045462,44.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
e0f7a4681b163fbc,8a8e88d6bbcc1fb2,II_diagonal_1,N76_historical_anchor,20260861,full_64_local_refinement_trial,19.508001958003273,19.508001958003273,20.953941401816977,15.170183626562165,10.373059046803021,13.592011825822725,0.984375,69.08469088695877,6.826863982680315,0.18698557007483466,6418.017239281183,5.0,4.609850219076581,5.0,15.238583118888673,27.0,12.967706911077784,4,1.544658121217609e-16,True,True,True,True,True,5.607615151045465,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6b89bd547ad4474b,,II_diagonal_1,N76_all_conservative,20260803,seed_champion_original,19.786230877284193,19.786230877284193,21.26062708769073,15.363042246064582,9.93665824884022,13.687424011806382,0.984375,24.135413161822342,6.849274476094465,0.18726958342621394,5870.184989943897,3.2480241817698285,4.387049361831231,4.387049361831231,15.0,27.0,10.484654170751917,5,0.05000000000000009,True,True,True,True,True,5.565615757156792,40.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
2553d011c2f79d6c,6b89bd547ad4474b,II_diagonal_1,N76_all_conservative,20260803,full_64_local_refinement_trial,19.784702250379368,19.784702250379368,21.258957888103396,15.361935337207285,9.934329854139865,13.684766538843123,0.984375,24.191558785618042,6.849641948215359,0.18726842045568,5869.325760054085,3.2480241817698285,4.307049361831229,4.307049361831229,15.0,27.0,10.564654170751918,5,0.05000000000000009,True,True,True,True,True,5.5256157571567925,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
6b89bd547ad4474b,6b89bd547ad4474b,II_diagonal_1,N76_all_conservative,20260803,full_64_local_refinement_trial,19.786230877284193,19.786230877284193,21.26062708769073,15.363042246064582,9.93665824884022,13.687424011806382,0.984375,24.135413161822342,6.849274476094465,0.18726958342621394,5870.184989943897,3.2480241817698285,4.387049361831231,4.387049361831231,15.0,27.0,10.484654170751917,5,0.05000000000000009,True,True,True,True,True,5.565615757156792,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
f2addcf70aa5958d,,II_diagonal_1,N76_all_conservative,20260817,seed_champion_original,19.776313853621197,19.776313853621197,21.274908601435982,15.280529610176835,9.7843865154402,13.584816067545034,1.0,39.03371597703901,3.0177120689012655,0.18723052505253276,5881.8126106250365,3.8128795727316387,3.63199609109315,3.8128795727316387,15.0,25.839495580810443,12.07552705104138,5,0.05000000000000009,True,True,True,True,True,5.021177374198057,44.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
f2addcf70aa5958d,f2addcf70aa5958d,II_diagonal_1,N76_all_conservative,20260817,full_64_local_refinement_trial,19.776313853621197,19.776313853621197,21.274908601435982,15.280529610176835,9.7843865154402,13.584816067545034,1.0,39.03371597703901,3.0177120689012655,0.18723052505253276,5881.8126106250365,3.8128795727316387,3.63199609109315,3.8128795727316387,15.0,25.839495580810443,12.07552705104138,5,0.05000000000000009,True,True,True,True,True,5.021177374198057,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
f2addcf70aa5958d,f2addcf70aa5958d,II_diagonal_1,N76_all_conservative,20260817,full_64_local_refinement_trial,19.776313853621197,19.776313853621197,21.274908601435982,15.280529610176835,9.7843865154402,13.584816067545034,1.0,39.03371597703901,3.0177120689012655,0.18723052505253276,5881.8126106250365,3.8128795727316387,3.63199609109315,3.8128795727316387,15.0,25.839495580810443,12.07552705104138,5,0.05000000000000009,True,True,True,True,True,5.021177374198057,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9d74c1c80be46659,,II_diagonal_1,N76_all_conservative,20260831,seed_champion_original,19.51886362102135,19.51886362102135,20.969690402307233,15.166383277163701,10.37032392364453,13.585647075838308,0.984375,70.48878872932647,6.8263733710822345,0.18698991359867853,6407.656692144841,5.0,4.1660773876497785,5.0,15.238402164718302,27.0,13.411660696674957,4,0.05000000000000009,True,True,True,True,True,5.65130832194847,40.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
1664e9adc78a9803,9d74c1c80be46659,II_diagonal_1,N76_all_conservative,20260831,full_64_local_refinement_trial,19.51970779991289,19.51970779991289,20.969866044983224,15.169233064701887,10.367504264886048,13.585524855537127,0.984375,70.48878872932647,6.826840293717881,0.1869902354450333,6406.674158555389,5.0,4.1660773876497785,5.0,15.238402164718302,27.0,13.411660696674957,4,0.05000000000000009,True,True,True,True,True,5.685987438680311,40.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
9d74c1c80be46659,9d74c1c80be46659,II_diagonal_1,N76_all_conservative,20260831,full_64_local_refinement_trial,19.51886362102135,19.51886362102135,20.969690402307233,15.166383277163701,10.37032392364453,13.585647075838308,0.984375,70.48878872932647,6.8263733710822345,0.18698991359867853,6407.656692144841,5.0,4.1660773876497785,5.0,15.238402164718302,27.0,13.411660696674957,4,0.05000000000000009,True,True,True,True,True,5.65130832194847,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
d1057ce17f012cd1,,II_diagonal_1,N76_all_conservative,20260847,seed_champion_original,19.81251141763398,19.81251141763398,21.306111465125284,15.331711275160078,10.006653881566631,13.702296138757248,0.984375,58.73160298910203,6.6990079725072675,0.1872563477003815,5902.592974197154,5.0,3.84405721584886,5.0,15.0,26.87098637987598,12.810779566298283,4,0.05000000000000009,True,True,True,True,True,5.604107874958071,48.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
41d7992214bc3cde,d1057ce17f012cd1,II_diagonal_1,N76_all_conservative,20260847,full_64_local_refinement_trial,19.81303675146012,19.81303675146012,21.30596718937019,15.334245437729924,10.008440884805303,13.703029688918395,0.984375,58.73160298910203,6.6990079725072675,0.1872590061349809,5900.342514915377,5.0,3.84405721584886,5.0,15.0,26.87098637987598,12.712183599439815,4,0.05000000000000009,True,True,True,True,True,5.628756866672688,48.0,True,True,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
e97eefdb9ce7e0ef,d1057ce17f012cd1,II_diagonal_1,N76_all_conservative,20260847,full_64_local_refinement_trial,19.813954528728328,19.813954528728328,21.308045713537094,15.331680974302037,10.021118042588174,13.706953824908863,0.984375,58.494229285505085,6.804163408840538,0.187258285375983,5903.821145596887,5.0,3.84405721584886,5.0,15.0,26.968963871830507,12.90875705825281,4,0.05000000000000009,True,True,True,True,True,5.653096620935333,48.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
114fa6ee6ae457cc,,II_diagonal_1,N76_all_conservative,20260861,seed_champion_original,19.50254477974896,19.50254477974896,20.949100219718627,15.162878459839966,10.368730782336307,13.586249741328876,0.984375,69.13207649550473,6.827230348104698,0.1869849672656996,6417.26244434018,5.0,4.529850219076579,5.0,15.238583118888673,27.0,13.047706911077785,4,0.05000000000000009,True,True,True,True,True,5.567615151045462,44.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
b8408897db701e6f,114fa6ee6ae457cc,II_diagonal_1,N76_all_conservative,20260861,full_64_local_refinement_trial,19.509927412027146,19.509927412027146,20.95886793586584,15.163105840511061,10.362951875568474,13.585695966260875,0.984375,69.13207649550473,6.827926943382633,0.1869873443823479,6414.9165727023765,4.68,4.529850219076579,4.68,15.238583118888673,27.0,13.047706911077785,4,0.05000000000000009,True,True,True,True,True,5.567615151045462,44.0,True,True,True,accepted_improvement_on_real_64_member_objective,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
92a17a630ebd472e,114fa6ee6ae457cc,II_diagonal_1,N76_all_conservative,20260861,full_64_local_refinement_trial,19.503963437933898,19.503963437933898,20.949969953296936,15.16594389184479,10.368956193245566,13.58798830029359,0.984375,69.08469088695877,6.826863982680315,0.18698518850658016,6418.4462627039065,5.0,4.609850219076581,5.0,15.238583118888673,27.0,12.967706911077784,4,0.05000000000000009,True,True,True,True,True,5.607615151045465,44.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
f3b2bbe4ed8b748b,,III_diagonal_2,N80,20260803,seed_champion_original,19.704381409129866,19.704381409129866,21.146798433614638,15.377130335675552,10.57535577429844,13.72452916083978,0.984375,44.936905233444804,6.745996031723893,0.18700812610268328,6384.010459495616,5.0,4.444864183795023,5.0,15.148674542056472,27.0,14.638505723440456,5,1.544658121217609e-16,True,True,True,True,True,5.243520437139889,40.0,True,,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
0cbaf14ea060bc8b,f3b2bbe4ed8b748b,III_diagonal_2,N80,20260803,full_64_local_refinement_trial,19.70054271600652,19.70054271600652,21.1419511483416,15.376317419001287,10.570548015380933,13.719796949013542,0.984375,44.993602730853226,6.745996031723893,0.18700621629788017,6383.0948296048,5.0,4.364864183795024,5.0,15.148674542056472,27.0,14.718505723440455,5,1.544658121217609e-16,True,True,True,True,True,5.20352043713989,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
f3b2bbe4ed8b748b,f3b2bbe4ed8b748b,III_diagonal_2,N80,20260803,full_64_local_refinement_trial,19.704381409129866,19.704381409129866,21.146798433614638,15.377130335675552,10.57535577429844,13.72452916083978,0.984375,44.936905233444804,6.745996031723893,0.18700812610268328,6384.010459495616,5.0,4.444864183795023,5.0,15.148674542056472,27.0,14.638505723440456,5,1.544658121217609e-16,True,True,True,True,True,5.243520437139889,40.0,True,False,,,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
