strategy,dose_design,independent_seed,trial,coordinate,parent_candidate_id,proposal_candidate_id,parent_robust_score,proposal_robust_score,parent_penalized_search_score,proposal_penalized_search_score,accepted_on_real_64_member_objective,watermark,candidate_only_not_for_physical_execution
II_diagonal_1,N76_all_conservative,20260831,2,19,9d74c1c80be46659,9d74c1c80be46659,19.51886362102135,19.51886362102135,19.51886362102135,19.51886362102135,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260847,1,1,d1057ce17f012cd1,41d7992214bc3cde,19.81251141763398,19.81303675146012,19.81251141763398,19.81303675146012,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260847,2,13,d1057ce17f012cd1,e97eefdb9ce7e0ef,19.81251141763398,19.813954528728328,19.81251141763398,19.813954528728328,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260861,1,4,114fa6ee6ae457cc,b8408897db701e6f,19.50254477974896,19.509927412027146,19.50254477974896,19.509927412027146,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
II_diagonal_1,N76_all_conservative,20260861,2,12,114fa6ee6ae457cc,92a17a630ebd472e,19.50254477974896,19.503963437933898,19.50254477974896,19.503963437933898,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260803,1,12,f3b2bbe4ed8b748b,0cbaf14ea060bc8b,19.704381409129866,19.70054271600652,19.704381409129866,19.70054271600652,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260803,2,19,f3b2bbe4ed8b748b,f3b2bbe4ed8b748b,19.704381409129866,19.704381409129866,19.704381409129866,19.704381409129866,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260817,1,16,414d5478256d2dc0,414d5478256d2dc0,19.789708778741357,19.789708778741357,19.789708778741357,19.789708778741357,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260817,2,7,414d5478256d2dc0,414d5478256d2dc0,19.789708778741357,19.789708778741357,19.789708778741357,19.789708778741357,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260831,1,1,001984e91aa7b6e3,4e0cb7ce3d99b25f,19.739149659264495,19.738201212286214,19.739149659264495,19.738201212286214,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260831,2,19,001984e91aa7b6e3,001984e91aa7b6e3,19.739149659264495,19.739149659264495,19.739149659264495,19.739149659264495,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260847,1,1,3c81dac7933af5b3,1164da286a9d854a,19.67719680994044,19.676165099489385,19.67719680994044,19.676165099489385,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260847,2,13,3c81dac7933af5b3,b62dd392883bcb2f,19.67719680994044,19.67814260543701,19.67719680994044,19.67814260543701,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260861,1,4,252d59fdc0624232,8dc42c1e04b655e0,19.727757841661337,19.729832278279005,19.727757841661337,19.729832278279005,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N80,20260861,2,12,252d59fdc0624232,84d91c417299fe9a,19.727757841661337,19.731624142135452,19.727757841661337,19.731624142135452,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260803,1,12,31869e4127c931b3,66300d444e8011e4,19.685709424308932,19.681945861120617,19.685709424308932,19.681945861120617,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260803,2,19,31869e4127c931b3,31869e4127c931b3,19.685709424308932,19.685709424308932,19.685709424308932,19.685709424308932,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260817,1,16,426dc067d6647c28,426dc067d6647c28,19.740623011259128,19.740623011259128,19.740623011259128,19.740623011259128,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260817,2,7,426dc067d6647c28,426dc067d6647c28,19.740623011259128,19.740623011259128,19.740623011259128,19.740623011259128,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260831,1,1,d603915b27f07c80,b44cc4bfa10f9fa3,19.72358581590962,19.72270249218512,19.72358581590962,19.72270249218512,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260831,2,19,d603915b27f07c80,d603915b27f07c80,19.72358581590962,19.72358581590962,19.72358581590962,19.72358581590962,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260847,1,1,e1c5af3053217a84,7c807f8b4d32a761,19.808403182870183,19.80903657810562,19.808403182870183,19.80903657810562,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260847,2,13,e1c5af3053217a84,e1c5af3053217a84,19.808403182870183,19.808403182870183,19.808403182870183,19.808403182870183,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260861,1,4,db9990755c3d6d40,e25e7811e391c402,19.71189405497151,19.713975918377507,19.71189405497151,19.713975918377507,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_historical_anchor,20260861,2,12,db9990755c3d6d40,eae2c695a5cdba99,19.71189405497151,19.71568307479276,19.71189405497151,19.71568307479276,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260803,1,12,c58b2e02c7cd4242,3ffd88068b92dfd5,19.682177130972818,19.678407555387544,19.682177130972818,19.678407555387544,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260803,2,19,c58b2e02c7cd4242,c58b2e02c7cd4242,19.682177130972818,19.682177130972818,19.682177130972818,19.682177130972818,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260817,1,16,4814fa24fdcd61f0,4814fa24fdcd61f0,19.736194931685844,19.736194931685844,19.736194931685844,19.736194931685844,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260817,2,7,4814fa24fdcd61f0,4814fa24fdcd61f0,19.736194931685844,19.736194931685844,19.736194931685844,19.736194931685844,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260831,1,1,f519513c8cf0dcb2,b4fcd8a6f4c6f119,19.72008894995553,19.71920736136037,19.72008894995553,19.71920736136037,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260831,2,19,f519513c8cf0dcb2,f519513c8cf0dcb2,19.72008894995553,19.72008894995553,19.72008894995553,19.72008894995553,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260847,1,1,54c79cb4848e4079,8927d705bbf28cb3,19.773866606818636,19.77543382978818,19.773866606818636,19.77543382978818,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260847,2,13,54c79cb4848e4079,54c79cb4848e4079,19.773866606818636,19.773866606818636,19.773866606818636,19.773866606818636,False,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260861,1,4,335a0daae9e36178,19501380c1133387,19.708377105617117,19.710470856571064,19.708377105617117,19.710470856571064,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
III_diagonal_2,N76_all_conservative,20260861,2,12,335a0daae9e36178,e72113917e24e755,19.708377105617117,19.712171851882925,19.708377105617117,19.712171851882925,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,True
