process_token,campaign_token,include_submission_dataset,time_h,species,total_equivalent_mg_l,condensate_equivalent_mg_l,retained_wine_mg_l,retained_qc
P25_02,C25_01,True,36.0,isoamyl_acetate,2.3102895287628704,0.02577681808025032,2.28451271068262,ok
P25_02,C25_01,True,84.0,isoamyl_acetate,9.133465562800607,0.46066180646231975,8.672803756338288,ok
P25_02,C25_01,True,114.0,isoamyl_acetate,8.603824554126925,0.7458467974191493,7.8579777567077755,ok
P25_02,C25_01,True,180.0,isoamyl_acetate,9.619122937845676,1.1358376669309975,8.483285270914678,ok
P25_02,C25_01,True,0.0,ethyl_octanoate,0.012845678733333334,,,ok
P25_02,C25_01,True,36.0,ethyl_octanoate,0.05384808729166667,0.0009132790159414889,0.052934808275725186,ok
P25_02,C25_01,True,84.0,ethyl_octanoate,0.06843310137499999,0.024212634603265646,0.04422046677173434,ok
P25_02,C25_01,True,114.0,ethyl_octanoate,0.07084582466666668,0.034128033224022136,0.036717791442644546,ok
P25_02,C25_01,True,180.0,ethyl_octanoate,0.09549211537499999,0.03916457244533448,0.05632754292966551,ok
P25_02,C25_01,True,0.0,phenethyl_acetate,0.009810035733333333,,,ok
P25_02,C25_01,True,36.0,phenethyl_acetate,0.06653064020833334,0.0003006749711285444,0.0662299652372048,ok
P25_02,C25_01,True,84.0,phenethyl_acetate,0.14949112408333332,0.003975432920303948,0.14551569116302937,ok
P25_02,C25_01,True,114.0,phenethyl_acetate,0.17609611887499999,0.004504145903893841,0.17159197297110615,ok
P25_02,C25_01,True,180.0,phenethyl_acetate,0.153142216375,0.005679153653319446,0.14746306272168055,ok
P25_02,C25_01,True,0.0,ethyl_acetate,1.793548000910494,,,ok
P25_02,C25_01,True,36.0,ethyl_acetate,5.336846749184641,0.0,5.336846749184641,ok
P25_02,C25_01,True,84.0,ethyl_acetate,9.307668507890543,0.012433493754568427,9.295235014135976,ok
P25_02,C25_01,True,114.0,ethyl_acetate,8.312545231235605,0.01863753162510534,8.2939076996105,ok
P25_02,C25_01,True,180.0,ethyl_acetate,11.189577524203072,0.02776109040767312,11.1618164337954,ok
P25_03,C25_02,True,0.0,benzyl_alcohol,0.0325849730375,,,ok
P25_03,C25_02,True,48.0,benzyl_alcohol,0.0392385396,0.002390195369990343,0.036848344230009655,ok
P25_03,C25_02,True,72.0,benzyl_alcohol,0.0358058905125,0.004665888909070896,0.031140001603429106,ok
P25_03,C25_02,True,126.0,benzyl_alcohol,0.037935303895833335,0.007377450576933966,0.030557853318899368,ok
P25_03,C25_02,True,216.0,benzyl_alcohol,0.042559988916666666,0.009376164852799481,0.03318382406386718,ok
P25_03,C25_02,True,0.0,benzaldehyde,0.0014069406158333335,,,ok
P25_03,C25_02,True,48.0,benzaldehyde,0.0031535897129166667,0.0008548685149257665,0.0022987211979909002,ok
P25_03,C25_02,True,72.0,benzaldehyde,0.0048026971,0.001653880432281522,0.003148816667718478,ok
P25_03,C25_02,True,126.0,benzaldehyde,0.00411161130375,0.0025900563267779175,0.0015215549769720827,ok
P25_03,C25_02,True,216.0,benzaldehyde,0.004390828924999999,0.003275318707458899,0.0011155102175410998,ok
P25_03,C25_02,True,0.0,ethyl_decanoate,0.0016313272954166665,,,ok
P25_03,C25_02,True,48.0,ethyl_decanoate,0.0,0.0,0.0,ok
P25_03,C25_02,True,72.0,ethyl_decanoate,0.0,0.0,0.0,ok
P25_03,C25_02,True,126.0,ethyl_decanoate,0.005686789437500001,0.0,0.005686789437500001,ok
P25_03,C25_02,True,216.0,ethyl_decanoate,0.006582836912500001,0.0,0.006582836912500001,ok
P25_03,C25_02,True,0.0,hexyl_acetate,0.05960575029166667,,,ok
P25_03,C25_02,True,48.0,hexyl_acetate,0.11313055666666667,0.012513056651422083,0.1006175000152446,ok
P25_03,C25_02,True,72.0,hexyl_acetate,0.15864702025,0.03764389067226482,0.12100312957773518,ok
P25_03,C25_02,True,126.0,hexyl_acetate,0.16440684658333332,0.06327159834112026,0.10113524824221307,ok
P25_03,C25_02,True,216.0,hexyl_acetate,0.20738664812500002,0.07908805224536046,0.12829859587963954,ok
P25_03,C25_02,True,0.0,isoamyl_acetate,0.906015276728908,,,ok
P25_03,C25_02,True,48.0,isoamyl_acetate,2.450465524542088,0.05239492022355756,2.3980706043185305,ok
P25_03,C25_02,True,72.0,isoamyl_acetate,4.9996698107685775,0.20986401864451254,4.789805792124065,ok
P25_03,C25_02,True,126.0,isoamyl_acetate,5.333876885951338,0.4651898723124778,4.86868701363886,ok
P25_03,C25_02,True,216.0,isoamyl_acetate,5.921645887449255,0.6065084863263749,5.315137401122881,ok
P25_03,C25_02,True,0.0,ethyl_octanoate,0.017941041604166666,,,ok
P25_03,C25_02,True,48.0,ethyl_octanoate,0.0174516818875,0.004134413457910125,0.013317268429589876,ok
P25_03,C25_02,True,72.0,ethyl_octanoate,0.029336281966666666,0.011479787169687884,0.017856494796978782,ok
P25_03,C25_02,True,126.0,ethyl_octanoate,0.04760662995833333,0.01892364979603706,0.028682980162296267,ok
P25_03,C25_02,True,216.0,ethyl_octanoate,0.060123424125,0.024085152281836594,0.036038271843163404,ok
P25_03,C25_02,True,0.0,phenethyl_acetate,0.014898908299999998,,,ok
P25_03,C25_02,True,48.0,phenethyl_acetate,0.07260951145833333,0.001624683801488699,0.07098482765684463,ok
P25_03,C25_02,True,72.0,phenethyl_acetate,0.10551641258333334,0.004086623675624471,0.10142978890770887,ok
P25_03,C25_02,True,126.0,phenethyl_acetate,0.09382539233333334,0.0062538120818897095,0.08757158025144363,ok
P25_03,C25_02,True,216.0,phenethyl_acetate,0.1148949495,0.007693977959003109,0.10720097154099689,ok
P25_03,C25_02,True,0.0,ethyl_acetate,2.0633398259379003,,,ok
P25_03,C25_02,True,48.0,ethyl_acetate,4.637696613970025,0.0,4.637696613970025,ok
P25_03,C25_02,True,72.0,ethyl_acetate,6.349960537937169,0.001345601747468186,6.3486149361897,ok
P25_03,C25_02,True,126.0,ethyl_acetate,9.178085389777785,0.006335328995524845,9.17175006078226,ok
P25_03,C25_02,True,216.0,ethyl_acetate,10.752416313050086,0.006335328995524845,10.746080984054561,ok
P25_04,C25_02,True,0.0,benzyl_alcohol,0.032879164691666664,,,ok
P25_04,C25_02,True,48.0,benzyl_alcohol,0.030490817016666664,0.0024544258794220583,0.028036391137244605,ok
P25_04,C25_02,True,72.0,benzyl_alcohol,0.034965525975,0.004668618792111999,0.030296907182888,ok
P25_04,C25_02,True,126.0,benzyl_alcohol,0.0377064532625,0.007352008939744106,0.030354444322755896,ok
P25_04,C25_02,True,216.0,benzyl_alcohol,0.03862121074166667,0.00913920220609343,0.02948200853557324,ok
P25_04,C25_02,True,0.0,benzaldehyde,0.0017343435479166666,,,ok
P25_04,C25_02,True,48.0,benzaldehyde,0.00272564754,0.0008135201316030635,0.0019121274083969365,ok
P25_04,C25_02,True,72.0,benzaldehyde,0.003886536880416667,0.0015397302478171461,0.002346806632599521,ok
P25_04,C25_02,True,126.0,benzaldehyde,0.004010970054166667,0.0024193016834507483,0.0015916683707159185,ok
P25_04,C25_02,True,216.0,benzaldehyde,0.00414540058125,0.002981910261837135,0.0011634903194128652,ok
P25_04,C25_02,True,0.0,ethyl_decanoate,0.0016865877862499998,,,ok
P25_04,C25_02,True,48.0,ethyl_decanoate,0.0008254436408333334,0.0,0.0008254436408333334,ok
P25_04,C25_02,True,72.0,ethyl_decanoate,0.004107998136250001,0.0,0.004107998136250001,ok
P25_04,C25_02,True,126.0,ethyl_decanoate,0.004514978125,0.0,0.004514978125,ok
P25_04,C25_02,True,216.0,ethyl_decanoate,0.004995214291666666,0.0,0.004995214291666666,ok
P25_04,C25_02,True,0.0,hexyl_acetate,0.059097828875,,,ok
P25_04,C25_02,True,48.0,hexyl_acetate,0.11986148525,0.014555386397755925,0.10530609885224407,ok
P25_04,C25_02,True,72.0,hexyl_acetate,0.16524226875,0.03112571174117022,0.1341165570088298,ok
P25_04,C25_02,True,126.0,hexyl_acetate,0.12465832054166667,0.04937208781971789,0.07528623272194879,ok
P25_04,C25_02,True,216.0,hexyl_acetate,0.157431927125,0.058101791544886275,0.09933013558011373,ok
P25_04,C25_02,True,0.0,isoamyl_acetate,1.208975548534005,,,ok
P25_04,C25_02,True,48.0,isoamyl_acetate,2.624544897380504,0.06943679454116417,2.55510810283934,ok
P25_04,C25_02,True,72.0,isoamyl_acetate,4.383612581243166,0.19952636299206494,4.184086218251101,ok
P25_04,C25_02,True,126.0,isoamyl_acetate,4.766030439660842,0.45412221785452167,4.31190822180632,ok
P25_04,C25_02,True,216.0,isoamyl_acetate,6.390338052637132,0.5452836211840325,5.845054431453099,ok
P25_04,C25_02,True,0.0,ethyl_octanoate,0.016916222741666667,,,ok
P25_04,C25_02,True,48.0,ethyl_octanoate,0.030351508049999996,0.003709007113941205,0.026642500936058792,ok
P25_04,C25_02,True,72.0,ethyl_octanoate,0.04399913029166667,0.007867811539640352,0.03613131875202631,ok
P25_04,C25_02,True,126.0,ethyl_octanoate,0.037407334475,0.012279785514703372,0.025127548960296626,ok
P25_04,C25_02,True,216.0,ethyl_octanoate,0.046756056500000004,0.014727064235311275,0.03202899226468873,ok
P25_04,C25_02,True,0.0,phenethyl_acetate,0.024970381358333335,,,ok
P25_04,C25_02,True,48.0,phenethyl_acetate,0.048471034333333336,0.0007783910279243776,0.04769264330540896,ok
P25_04,C25_02,True,72.0,phenethyl_acetate,0.08803938945833334,0.001892977245389676,0.08614641221294367,ok
P25_04,C25_02,True,126.0,phenethyl_acetate,0.08962020108333334,0.0024510877596246364,0.0871691133237087,ok
P25_04,C25_02,True,216.0,phenethyl_acetate,0.08428671554166667,0.0036688563933334833,0.08061785914833318,ok
P25_04,C25_02,True,0.0,ethyl_acetate,2.1529048612223898,,,ok
P25_04,C25_02,True,48.0,ethyl_acetate,4.616933222308121,0.0,4.616933222308121,ok
P25_04,C25_02,True,72.0,ethyl_acetate,7.29418938497474,0.0,7.29418938497474,ok
P25_04,C25_02,True,126.0,ethyl_acetate,7.7955253891259995,0.0,7.7955253891259995,ok
P25_04,C25_02,True,216.0,ethyl_acetate,7.906657810572789,0.0,7.906657810572789,ok
P25_05,C25_03,True,0.0,benzyl_alcohol,0.029902145083333335,,,ok
P25_05,C25_03,True,24.0,benzyl_alcohol,0.031048916179166667,0.001653635196721621,0.029395280982445045,ok
P25_05,C25_03,True,48.0,benzyl_alcohol,0.0352178989125,0.0042140264600385585,0.031003872452461438,ok
P25_05,C25_03,True,72.0,benzyl_alcohol,0.037664512925,0.006036778026673093,0.031627734898326904,ok
P25_05,C25_03,True,126.0,benzyl_alcohol,0.03502240817916667,0.006889677518900119,0.02813273066026655,ok
P25_05,C25_03,True,174.0,benzyl_alcohol,0.036937679508333335,0.007739874756940787,0.029197804751392546,ok
P25_05,C25_03,True,0.0,benzaldehyde,0.00201690082375,,,ok
P25_05,C25_03,True,24.0,benzaldehyde,0.0022347583995833333,0.0005615612427841958,0.0016731971567991374,ok
P25_05,C25_03,True,48.0,benzaldehyde,0.0321345486625,0.0013642394107744903,0.030770309251725508,ok
P25_05,C25_03,True,72.0,benzaldehyde,0.003888929893333333,0.001955105169508351,0.001933824723824982,ok
P25_05,C25_03,True,126.0,benzaldehyde,0.0037663449875,0.0022534203674896658,0.0015129246200103344,ok
P25_05,C25_03,True,174.0,benzaldehyde,0.004465425870833334,0.002537797936417857,0.0019276279344154768,ok
P25_05,C25_03,True,0.0,ethyl_decanoate,0.00094241628,,,ok
P25_05,C25_03,True,24.0,ethyl_decanoate,0.00029790431029166664,0.0,0.00029790431029166664,ok
P25_05,C25_03,True,48.0,ethyl_decanoate,0.0027832249270833337,0.0,0.0027832249270833337,ok
P25_05,C25_03,True,72.0,ethyl_decanoate,0.005649635291666667,0.0,0.005649635291666667,ok
P25_05,C25_03,True,126.0,ethyl_decanoate,0.0009591462316666667,0.0,0.0009591462316666667,ok
P25_05,C25_03,True,174.0,ethyl_decanoate,0.005043518287500001,0.0,0.005043518287500001,ok
P25_05,C25_03,True,0.0,hexyl_acetate,0.027530981879166663,,,ok
P25_05,C25_03,True,24.0,hexyl_acetate,0.06644871304166666,0.008948489304785787,0.05750022373688088,ok
P25_05,C25_03,True,48.0,hexyl_acetate,0.13220591704166665,0.037225976286639005,0.09497994075502764,ok
P25_05,C25_03,True,72.0,hexyl_acetate,0.18864481591666665,0.056228223413590926,0.13241659250307572,ok
P25_05,C25_03,True,126.0,hexyl_acetate,0.14041663912500002,0.06378704758516776,0.07662959153983226,ok
P25_05,C25_03,True,174.0,hexyl_acetate,0.15815050925,0.06882890577949399,0.089321603470506,ok
P25_05,C25_03,True,0.0,isoamyl_acetate,0.846134308660326,,,ok
P25_05,C25_03,True,24.0,isoamyl_acetate,1.395278934633668,0.0462817662467401,1.348997168386928,ok
P25_05,C25_03,True,48.0,isoamyl_acetate,4.235690863264692,0.3227607390023912,3.9129301242623002,ok
P25_05,C25_03,True,72.0,isoamyl_acetate,5.182907632257587,0.4938344562207136,4.689073176036874,ok
P25_05,C25_03,True,126.0,isoamyl_acetate,5.015447763125435,0.5914658265417693,4.423981936583665,ok
P25_05,C25_03,True,174.0,isoamyl_acetate,6.657936484530638,0.6828248920111579,5.975111592519481,ok
P25_05,C25_03,True,0.0,ethyl_octanoate,0.012935534429166668,,,ok
P25_05,C25_03,True,24.0,ethyl_octanoate,0.019647674858333335,0.0023686280688988356,0.0172790467894345,ok
P25_05,C25_03,True,48.0,ethyl_octanoate,0.037575049866666675,0.008868007937476531,0.028707041929190144,ok
P25_05,C25_03,True,72.0,ethyl_octanoate,0.03988962446666667,0.013806212944726007,0.02608341152194066,ok
P25_05,C25_03,True,126.0,ethyl_octanoate,0.0290355183,0.01606915254390099,0.01296636575609901,ok
P25_05,C25_03,True,174.0,ethyl_octanoate,0.052451552500000005,0.0176897792710867,0.0347617732289133,ok
P25_05,C25_03,True,0.0,phenethyl_acetate,0.0183748773875,,,ok
P25_05,C25_03,True,24.0,phenethyl_acetate,0.0373147883125,0.0003604921755401877,0.03695429613695981,ok
P25_05,C25_03,True,48.0,phenethyl_acetate,0.04576121041666667,0.0019961319496888215,0.04376507846697785,ok
P25_05,C25_03,True,72.0,phenethyl_acetate,0.09338950020833332,0.003623687187167382,0.08976581302116594,ok
P25_05,C25_03,True,126.0,phenethyl_acetate,0.09612519395833334,0.004083570266997227,0.09204162369133612,ok
P25_05,C25_03,True,174.0,phenethyl_acetate,0.09348402812500001,0.004728346347947001,0.08875568177705301,ok
P25_05,C25_03,True,0.0,ethyl_acetate,2.1368610835746,,,ok
P25_05,C25_03,True,24.0,ethyl_acetate,3.741484877211,0.0,3.741484877211,ok
P25_05,C25_03,True,48.0,ethyl_acetate,6.64212351859406,0.0023617382809796588,6.63976178031308,ok
P25_05,C25_03,True,72.0,ethyl_acetate,7.904062543086915,0.008239760493490952,7.895822782593424,ok
P25_05,C25_03,True,126.0,ethyl_acetate,5.90813388821816,0.01247281249175867,5.895661075726401,ok
P25_05,C25_03,True,174.0,ethyl_acetate,8.508377718257778,0.016202485548417293,8.49217523270936,ok
P25_06,C25_03,True,0.0,benzyl_alcohol,0.029952836358333332,,,ok
P25_06,C25_03,True,24.0,benzyl_alcohol,0.02652243296666667,0.0015789886691826285,0.02494344429748404,ok
P25_06,C25_03,True,48.0,benzyl_alcohol,0.0342990199875,0.004116681706668545,0.03018233828083145,ok
P25_06,C25_03,True,72.0,benzyl_alcohol,0.0329723593375,0.006032082106927613,0.026940277230572386,ok
P25_06,C25_03,True,126.0,benzyl_alcohol,0.036585256600000005,0.0067774627999740876,0.029807793800025916,ok
P25_06,C25_03,True,174.0,benzyl_alcohol,0.034263393562499994,0.007762417752073294,0.0265009758104267,ok
P25_06,C25_03,True,0.0,benzaldehyde,0.0018809845395833331,,,ok
P25_06,C25_03,True,24.0,benzaldehyde,0.0018453101070833335,0.0005130715684172119,0.0013322385386661216,ok
P25_06,C25_03,True,48.0,benzaldehyde,0.0046468619791666665,0.0013707324706903603,0.0032761295084763062,ok
P25_06,C25_03,True,72.0,benzaldehyde,0.0038245404041666667,0.002021454908127259,0.0018030854960394077,ok
P25_06,C25_03,True,126.0,benzaldehyde,0.0033088945041666665,0.0022659710428800666,0.0010429234612866,ok
P25_06,C25_03,True,174.0,benzaldehyde,0.004285147333333334,0.002597455555651859,0.0016876917776814746,ok
P25_06,C25_03,True,0.0,ethyl_decanoate,0.0006164240116666666,,,ok
P25_06,C25_03,True,24.0,ethyl_decanoate,0.0,0.0,0.0,ok
P25_06,C25_03,True,48.0,ethyl_decanoate,0.00287108225125,0.0,0.00287108225125,ok
P25_06,C25_03,True,72.0,ethyl_decanoate,0.005022432579166666,0.0,0.005022432579166666,ok
P25_06,C25_03,True,126.0,ethyl_decanoate,0.0018681799670833333,0.0,0.0018681799670833333,ok
P25_06,C25_03,True,174.0,ethyl_decanoate,0.0045185287875,0.0,0.0045185287875,ok
P25_06,C25_03,True,0.0,hexyl_acetate,0.02493003655833333,,,ok
P25_06,C25_03,True,24.0,hexyl_acetate,0.04373089483333333,0.007048049753983394,0.036682845079349935,ok
P25_06,C25_03,True,48.0,hexyl_acetate,0.12448396529166667,0.031626260898988,0.09285770439267867,ok
P25_06,C25_03,True,72.0,hexyl_acetate,0.16565346495833336,0.056493340798044016,0.10916012416028933,ok
P25_06,C25_03,True,126.0,hexyl_acetate,0.15052857533333333,0.0633607979699175,0.08716777736341583,ok
P25_06,C25_03,True,174.0,hexyl_acetate,0.15171351083333331,0.0706956129626933,0.08101789787064001,ok
P25_06,C25_03,True,0.0,isoamyl_acetate,0.877507175756748,,,ok
P25_06,C25_03,True,24.0,isoamyl_acetate,1.2620023930018227,0.03846912025583569,1.223533272745987,ok
P25_06,C25_03,True,48.0,isoamyl_acetate,4.219762921578251,0.2577336329661714,3.96202928861208,ok
P25_06,C25_03,True,72.0,isoamyl_acetate,6.02423099054171,0.5544644757967091,5.469766514745001,ok
P25_06,C25_03,True,126.0,isoamyl_acetate,6.764975148470507,0.6629051448737066,6.1020700035968005,ok
P25_06,C25_03,True,174.0,isoamyl_acetate,6.785890902930111,0.8227461157386128,5.963144787191498,ok
P25_06,C25_03,True,0.0,ethyl_octanoate,0.011556563158333335,,,ok
P25_06,C25_03,True,24.0,ethyl_octanoate,0.011813801725,0.0014048239340005038,0.010408977790999497,ok
P25_06,C25_03,True,48.0,ethyl_octanoate,0.0351030903,0.0064322009679456,0.0286708893320544,ok
P25_06,C25_03,True,72.0,ethyl_octanoate,0.039503421954166666,0.012522911155294147,0.02698051079887252,ok
P25_06,C25_03,True,126.0,ethyl_octanoate,0.031733220729166664,0.014333416375469483,0.01739980435369718,ok
P25_06,C25_03,True,174.0,ethyl_octanoate,0.045336386375,0.016232166868189995,0.029104219506810008,ok
P25_06,C25_03,True,0.0,phenethyl_acetate,0.014123352775000002,,,ok
P25_06,C25_03,True,24.0,phenethyl_acetate,0.026535161074999997,0.0012242565384445404,0.02531090453655546,ok
P25_06,C25_03,True,48.0,phenethyl_acetate,0.07956806808333333,0.0031650080859022167,0.07640305999743112,ok
P25_06,C25_03,True,72.0,phenethyl_acetate,0.08909971370833333,0.004433610511497055,0.08466610319683628,ok
P25_06,C25_03,True,126.0,phenethyl_acetate,0.10158637141666667,0.004945875691018263,0.09664049572564841,ok
P25_06,C25_03,True,174.0,phenethyl_acetate,0.08729279779166667,0.005527202294657403,0.08176559549700926,ok
P25_06,C25_03,True,0.0,ethyl_acetate,2.17809913219592,,,ok
P25_06,C25_03,True,24.0,ethyl_acetate,2.8512795142660896,0.0,2.8512795142660896,ok
P25_06,C25_03,True,48.0,ethyl_acetate,6.284086684022171,0.002156190578650409,6.281930493443521,ok
P25_06,C25_03,True,72.0,ethyl_acetate,7.0611566414224525,0.011181082875776785,7.0499755585466755,ok
P25_06,C25_03,True,126.0,ethyl_acetate,7.503539234917065,0.015193901908163944,7.488345333008901,ok
P25_06,C25_03,True,174.0,ethyl_acetate,6.994612466733497,0.02439075324986626,6.970221713483631,ok
P25_07,C25_04,True,0.0,benzyl_alcohol,0.029958785972374204,,,ok
P25_07,C25_04,True,84.0,benzyl_alcohol,0.03170197342916667,0.0008620522496886959,0.030839921179477973,ok
P25_07,C25_04,True,108.0,benzyl_alcohol,0.032354309883333335,0.001838018338191343,0.03051629154514199,ok
P25_07,C25_04,True,138.0,benzyl_alcohol,0.03032043979583333,0.0029874890983576105,0.02733295069747572,ok
P25_07,C25_04,True,156.0,benzyl_alcohol,0.03774107159583333,0.0038106214204110624,0.03393045017542227,ok
P25_07,C25_04,True,180.0,benzyl_alcohol,0.0366632479875,0.004572937046176835,0.03209031094132317,ok
P25_07,C25_04,True,204.0,benzyl_alcohol,0.03951534808333333,0.005199766326215848,0.034315581757117485,ok
P25_07,C25_04,True,234.0,benzyl_alcohol,0.039129998462499996,0.005886259368252436,0.03324373909424756,ok
P25_07,C25_04,True,276.0,benzyl_alcohol,0.0432528665,0.0066650603073897235,0.036587806192610275,ok
P25_07,C25_04,True,324.0,benzyl_alcohol,0.04303649670833333,0.007240926343716556,0.03579557036461677,ok
P25_07,C25_04,True,372.0,benzyl_alcohol,0.038605468004166664,0.0076735816746192,0.030931886329547464,ok
P25_07,C25_04,True,0.0,benzaldehyde,0.0021730242512489006,,,ok
P25_07,C25_04,True,84.0,benzaldehyde,0.00163655645625,0.00026397758069995615,0.0013725788755500439,ok
P25_07,C25_04,True,108.0,benzaldehyde,0.0018185122308333333,0.0005731570082543323,0.001245355222579001,ok
