scenario,order,candidate,kind,time_h,datetime,date,score_gain,score
midday_12_response,21,synthetic_lit_SM410_18C_highN_ester,full,42.5,2026-06-17 10:00:00,2026-06-17,0.6623303976512886,164.36820352476198
midday_12_response,22,synthetic_lit_SM410_18C_highN_ester,full,212.5,2026-06-24 12:00:00,2026-06-24,0.6538489987446781,165.02205252350666
midday_12_response,23,synthetic_high_biomass_low_N_maintenance,full,70.5,2026-06-18 14:00:00,2026-06-18,0.6122247813654553,165.6342773048721
midday_12_response,24,synthetic_fructose_rich_glucose_pulse,full,168.5,2026-06-22 16:00:00,2026-06-22,0.5904847776994018,166.22476208257152
midday_12_response,25,synthetic_lit_SM410_18C_highN_ester,full,70.5,2026-06-18 14:00:00,2026-06-18,0.5802073269557013,166.80496940952722
midday_12_response,26,synthetic_lit_SM410_18C_highN_ester,full,210.5,2026-06-24 10:00:00,2026-06-24,0.5450362309572938,167.3500056404845
midday_12_response,27,synthetic_fructose_rich_glucose_pulse,full,46.5,2026-06-17 14:00:00,2026-06-17,0.5337193620582639,167.88372500254277
midday_12_response,28,synthetic_high_biomass_low_N_maintenance,full,192.5,2026-06-23 16:00:00,2026-06-23,0.5150986706534582,168.39882367319623
midday_12_response,29,synthetic_fructose_rich_glucose_pulse,full,166.5,2026-06-22 14:00:00,2026-06-22,0.49739693837372556,168.89622061156996
midday_12_response,30,synthetic_high_biomass_low_N_maintenance,full,68.5,2026-06-18 12:00:00,2026-06-18,0.4837409414453191,169.37996155301528
midday_12_response,31,synthetic_lit_SM410_18C_highN_ester,full,72.5,2026-06-18 16:00:00,2026-06-18,0.4626331149598002,169.84259466797508
midday_12_response,32,synthetic_fructose_rich_glucose_pulse,full,164.5,2026-06-22 12:00:00,2026-06-22,0.4540233763727315,170.2966180443478
midday_12_response,33,synthetic_high_biomass_low_N_maintenance,full,190.5,2026-06-23 14:00:00,2026-06-23,0.4359954927751062,170.73261353712292
midday_12_response,34,synthetic_fructose_rich_glucose_pulse,full,162.5,2026-06-22 10:00:00,2026-06-22,0.4198802691290666,171.15249380625198
midday_12_response,35,synthetic_fructose_rich_glucose_pulse,full,44.5,2026-06-17 12:00:00,2026-06-17,0.4073299051084973,171.55982371136048
midday_12_response,36,synthetic_high_biomass_low_N_maintenance,full,66.5,2026-06-18 10:00:00,2026-06-18,0.40563805611552084,171.965461767476
midday_12_response,37,synthetic_lit_SM410_18C_highN_ester,full,192.5,2026-06-23 16:00:00,2026-06-23,0.3815499773601232,172.34701174483612
midday_12_response,38,synthetic_high_biomass_low_N_maintenance,full,188.5,2026-06-23 12:00:00,2026-06-23,0.3750076601802732,172.7220194050164
midday_12_response,39,synthetic_high_biomass_low_N_maintenance,full,94.5,2026-06-19 14:00:00,2026-06-19,0.3535523191566483,173.07557172417305
midday_12_response,40,synthetic_lit_SM410_18C_highN_ester,full,190.5,2026-06-23 14:00:00,2026-06-23,0.34999996101325337,173.4255716851863
midday_12_response,41,synthetic_lit_SM410_18C_highN_ester,full,90.5,2026-06-19 10:00:00,2026-06-19,0.34131751179327807,173.76688919697958
midday_12_response,42,synthetic_high_biomass_low_N_maintenance,full,186.5,2026-06-23 10:00:00,2026-06-23,0.33026869675336457,174.09715789373294
midday_12_response,43,synthetic_lit_SM410_18C_highN_ester,small,188.5,2026-06-23 12:00:00,2026-06-23,0.19157010491733217,174.28872799865027
midday_12_response,44,synthetic_fructose_rich_glucose_pulse,small,42.5,2026-06-17 10:00:00,2026-06-17,0.18793030146855472,174.47665830011883
midday_12_response,45,synthetic_lit_SM410_18C_highN_ester,small,186.5,2026-06-23 10:00:00,2026-06-23,0.17998877560643223,174.65664707572526
midday_12_response,46,synthetic_high_biomass_low_N_maintenance,small,96.5,2026-06-19 16:00:00,2026-06-19,0.165346828723699,174.82199390444896
midday_12_response,47,synthetic_lit_SM410_18C_highN_ester,small,168.5,2026-06-22 16:00:00,2026-06-22,0.15161905505033246,174.9736129594993
midday_12_response,48,synthetic_fructose_rich_glucose_pulse,small,66.5,2026-06-18 10:00:00,2026-06-18,0.14688962065926603,175.12050258015856
midday_12_response,49,synthetic_lit_SM410_18C_highN_ester,small,166.5,2026-06-22 14:00:00,2026-06-22,0.14358621457719778,175.26408879473576
midday_12_response,50,synthetic_lit_SM410_18C_highN_ester,small,164.5,2026-06-22 12:00:00,2026-06-22,0.13665431499697434,175.40074310973273
midday_12_response,51,synthetic_fructose_rich_glucose_pulse,small,68.5,2026-06-18 12:00:00,2026-06-18,0.13261410571001875,175.53335721544275
midday_12_response,52,synthetic_lit_SM410_18C_highN_ester,small,162.5,2026-06-22 10:00:00,2026-06-22,0.1301634556949125,175.66352067113766
midday_12_response,53,synthetic_fructose_rich_glucose_pulse,small,96.5,2026-06-19 16:00:00,2026-06-19,0.12650291389627455,175.79002358503394
midday_12_response,54,synthetic_fructose_rich_glucose_pulse,small,94.5,2026-06-19 14:00:00,2026-06-19,0.12202317677795804,175.9120467618119
midday_12_response,55,synthetic_high_biomass_low_N_maintenance,small,48.5,2026-06-17 16:00:00,2026-06-17,0.11939102896525355,176.03143779077715
midday_12_response,56,synthetic_fructose_rich_glucose_pulse,small,90.5,2026-06-19 10:00:00,2026-06-19,0.11729170557899238,176.14872949635614
midday_12_response,57,synthetic_high_biomass_low_N_maintenance,small,46.5,2026-06-17 14:00:00,2026-06-17,0.10556274937928833,176.25429224573543
midday_12_response,58,synthetic_high_biomass_low_N_maintenance,small,44.5,2026-06-17 12:00:00,2026-06-17,0.0944583217185766,176.348750567454
midday_12_response,59,synthetic_high_biomass_low_N_maintenance,small,42.5,2026-06-17 10:00:00,2026-06-17,0.08514993020179418,176.4339004976558
midday_12_response,60,synthetic_high_biomass_low_N_maintenance,small,168.5,2026-06-22 16:00:00,2026-06-22,0.07978775388068016,176.51368825153648
