Index,policy,species,capture_interval,start_h,end_h,duration_h,capture_stage_1_c,capture_stage_2_c,maximum_capture_interval_h,maximum_capture_interval_policy,within_approved_duration,captured_mass_mean_ug,captured_mass_min_ug,captured_mass_max_ug,cumulative_mass_start_mean_ug,cumulative_mass_end_mean_ug,mass_conservation_max_abs_error_ug,maximum_trap_loading,maximum_trap_loading_policy,trap_loading_constraint_satisfied,vessel_change_required,notice,authorized_for_physical_execution,logical_profile,tank,capture_train,nozzle,start_local,end_local,continuity_required,mix_label
10,anchor_18C,ethyl_octanoate,2,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,0.9029191541717584,0.0788479927783459,13.60538870531825,0.1067623890586896,1.0096815432304482,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_02
11,anchor_18C,ethyl_octanoate,3,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1.293199197371481,0.1122148905567283,16.754003363236222,1.0096815432304482,2.302880740601929,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_03
12,anchor_18C,ethyl_octanoate,4,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.386761770926308,0.8529935605136962,41.08068996132574,2.302880740601929,6.689642511528237,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_04
13,anchor_18C,ethyl_octanoate,5,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2.575368333761066,1.4078246932819702,18.775930044037,6.689642511528237,9.265010845289304,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_05
14,anchor_18C,ethyl_octanoate,6,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,5.36819492689917,2.830853023315198,34.052331340778665,9.265010845289304,14.633205772188472,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-23T17:00:00-04:00,2026-07-24T09:00:00-04:00,True,MIX_06
15,anchor_18C,ethyl_octanoate,7,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2.601898568153806,1.2612456913083625,15.054287335196292,14.633205772188472,17.235104340342275,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-24T09:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_07
16,anchor_18C,ethyl_octanoate,8,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,12.936027548277496,6.095428495416664,66.43581153162626,17.235104340342275,30.171131888619776,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_08
17,anchor_18C,ethyl_octanoate,9,162.0,170.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,0.7218541360791382,0.3359697508798973,3.3888465871903293,30.171131888619776,30.892986024698917,3.552713678800501e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-27T09:00:00-04:00,2026-07-27T17:00:00-04:00,True,MIX_09
18,anchor_18C,isoamyl_acetate,1,0.0,26.0,26.0,0.0,-40.0,,unbounded_by_hardware,True,0.2148915380839799,0.012635866742105,2.576399402973673,0.0,0.2148915380839799,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-20T15:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_01
19,anchor_18C,isoamyl_acetate,2,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.522275295694193,0.074975305374439,57.322004889953874,0.2148915380839799,4.737166833778173,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_02
20,anchor_18C,isoamyl_acetate,3,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,8.185775850723058,0.1691619821644778,61.38110114217314,4.737166833778173,12.92294268450123,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_03
21,anchor_18C,isoamyl_acetate,4,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,31.21368190736468,2.251256017736876,147.76419744120824,12.92294268450123,44.13662459186591,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_04
22,anchor_18C,isoamyl_acetate,5,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,19.355252451352374,6.348018032265632,69.82138978158798,44.13662459186591,63.49187704321829,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_05
23,anchor_18C,isoamyl_acetate,6,74.0,90.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,41.61246392497529,22.149443283611536,128.4810990618269,63.49187704321829,105.10434096819358,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-23T17:00:00-04:00,2026-07-24T09:00:00-04:00,True,MIX_06
24,anchor_18C,isoamyl_acetate,7,90.0,98.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,20.608640979632845,10.145262688769876,57.45874304224793,105.10434096819358,125.71298194782644,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-24T09:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_07
25,anchor_18C,isoamyl_acetate,8,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,105.790402388011,52.79222546200951,265.3784835588551,125.71298194782644,231.50338433583744,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_08
26,anchor_18C,isoamyl_acetate,9,162.0,170.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,6.045076931044189,2.376633824561054,12.95647637866523,231.50338433583744,237.5484612668816,5.684341886080803e-14,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,anchor,TK33,TRAIN_33,NOZZLE_33,2026-07-27T09:00:00-04:00,2026-07-27T17:00:00-04:00,True,MIX_09
27,candidate_A,ethyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,214.88801547508183,0.0539997440552366,2143.003138111363,0.0,214.88801547508183,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-20T15:00:00-04:00,2026-07-21T09:00:00-04:00,True,MIX_01
28,candidate_A,ethyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,258.68710579008086,0.0321294256853708,3568.539461960302,214.88801547508183,473.5751212651627,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T09:00:00-04:00,2026-07-21T13:00:00-04:00,True,MIX_02
29,candidate_A,ethyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,580.7510118085158,0.0496518976176965,9183.815150608008,473.5751212651627,1054.3261330736784,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T13:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_03
30,candidate_A,ethyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,3947.353342265343,0.6820646092903733,53636.199939073165,1054.3261330736784,5001.67947533902,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_04
31,candidate_A,ethyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,2143.0700542764507,0.8028372557915873,26521.90235054461,5001.67947533902,7144.749529615472,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_05
32,candidate_A,ethyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4234.877193045366,1.7943729786685765,50384.246845472415,7144.749529615472,11379.626722660838,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_06
33,candidate_A,ethyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,1978.7094474770731,0.9010423477136268,24736.15251983746,11379.626722660838,13358.33617013791,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_07
34,candidate_A,ethyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,4904.144589456773,2.342733312841901,63880.11115423124,13358.33617013791,18262.480759594684,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-23T17:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_08
35,candidate_A,ethyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,5946.831787947843,2.862789449075532,78086.95114343561,18262.480759594684,24209.31254754253,4.547473508864641e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_09
36,candidate_A,ethyl_octanoate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.1906922681502239,0.040157526749427,1.3569048453135109,0.0,0.1906922681502239,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-20T15:00:00-04:00,2026-07-21T09:00:00-04:00,True,MIX_01
37,candidate_A,ethyl_octanoate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.2150837631912548,0.0238465736398135,2.882001658737032,0.1906922681502239,0.4057760313414787,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T09:00:00-04:00,2026-07-21T13:00:00-04:00,True,MIX_02
38,candidate_A,ethyl_octanoate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.4845667172962471,0.0386549620514818,8.193540543023413,0.4057760313414787,0.8903427486377258,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T13:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_03
39,candidate_A,ethyl_octanoate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.883101870111949,0.6816124607755895,58.568960557492666,0.8903427486377258,5.773444618749674,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_04
40,candidate_A,ethyl_octanoate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.302033455212752,1.6499890165946298,26.52501554953622,5.773444618749674,9.075478073962426,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_05
41,candidate_A,ethyl_octanoate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,7.172857322261363,3.89001634868427,47.27599072055239,9.075478073962426,16.24833539622379,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_06
42,candidate_A,ethyl_octanoate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.5222515683337186,1.7836675543754588,20.524782193621007,16.24833539622379,19.770586964557506,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_07
43,candidate_A,ethyl_octanoate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,8.90413912325979,4.443798350338174,47.378899357776106,19.770586964557506,28.674726087817294,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-23T17:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_08
44,candidate_A,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,10.41963175981526,5.965074938794835,49.526996450216245,28.674726087817294,39.09435784763256,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_09
45,candidate_A,isoamyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.4086891610042178,0.0202601502453885,5.259116050024765,0.0,0.4086891610042178,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-20T15:00:00-04:00,2026-07-21T09:00:00-04:00,True,MIX_01
46,candidate_A,isoamyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.8422244758320676,0.0169165797401332,12.308199615738156,0.4086891610042178,1.2509136368362852,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T09:00:00-04:00,2026-07-21T13:00:00-04:00,True,MIX_02
47,candidate_A,isoamyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,2.389611393594892,0.0337573266124711,34.461814221008495,1.2509136368362852,3.640525030431178,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T13:00:00-04:00,2026-07-21T17:00:00-04:00,True,MIX_03
48,candidate_A,isoamyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,31.40331501084923,1.3216155422408995,201.62529141359127,3.640525030431178,35.043840041280404,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-21T17:00:00-04:00,2026-07-22T09:00:00-04:00,True,MIX_04
49,candidate_A,isoamyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,23.584137390371104,6.550380115791499,93.44646368298432,35.043840041280404,58.62797743165151,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-22T09:00:00-04:00,2026-07-22T17:00:00-04:00,True,MIX_05
50,candidate_A,isoamyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,53.53470796278321,28.19636222968648,171.3786240108812,58.62797743165151,112.16268539443472,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-22T17:00:00-04:00,2026-07-23T09:00:00-04:00,True,MIX_06
51,candidate_A,isoamyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,27.01035578327101,13.828735196209664,75.93903538173703,112.16268539443472,139.17304117770573,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-23T09:00:00-04:00,2026-07-23T17:00:00-04:00,True,MIX_07
52,candidate_A,isoamyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,69.83671136158326,36.619138231484825,181.5458225736994,139.17304117770573,209.00975253928897,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-23T17:00:00-04:00,2026-07-24T17:00:00-04:00,True,MIX_08
53,candidate_A,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,84.1534054041615,47.75692707535718,193.22461188106013,209.00975253928897,293.1631579434505,1.1368683772161605e-13,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,A,TK31,TRAIN_31,NOZZLE_31,2026-07-24T17:00:00-04:00,2026-07-27T09:00:00-04:00,True,MIX_09
54,candidate_B,ethyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,215.21084642216155,0.0540539173824418,2146.69514500735,0.0,215.21084642216155,7.275957614183426e-12,,not_applicable_for_sampling_nozzle,True,False,COMPUTATIONAL CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,False,B,TK32,TRAIN_32,NOZZLE_32,2026-07-20T15:00:00-04:00,2026-07-21T09:00:00-04:00,True,MIX_01
