fit_label,medium,batch,state,n_obs,wsse,wsse_per_obs,rmse,mae,obs_median,obs_range
medium_v2_reduced_o2fixed,historical_vl3,25085,AcAld,17,41.67347140807714,2.451380671063361,12.5255084905985,10.721728806080273,178.0,82.0
medium_v2_reduced_o2fixed,historical_vl3,25086,Pyr,17,140.73569077222115,8.278570045424773,17.263502588851775,13.926412872569546,58.0,49.0
medium_v2_reduced_o2fixed,historical_vl3,25086,AcAld,17,161.11140812584338,9.477141654461375,24.627973239499998,22.349809233921526,184.0,39.0
medium_v2_reduced_o2fixed,historical_vl3,25150,Pyr,13,128.5755089472374,9.890423765172109,18.86942647634517,12.816600194705863,58.0,55.0
medium_v2_reduced_o2fixed,historical_vl3,25150,AcAld,14,436.0836351680134,31.14883108342953,44.64891028165738,40.58786777837095,193.5,59.0
medium_v2_reduced_o2fixed,historical_vl3,25151,Pyr,13,97.05532553397236,7.465794271844028,16.394163406114536,11.781248522706129,62.0,55.0
medium_v2_reduced_o2fixed,historical_vl3,25151,AcAld,14,362.70580796237505,25.90755771159822,40.719573837925736,37.0783004974378,193.5,59.0
medium_v2_reduced_o2fixed,historical_vl3,25170,Pyr,26,57.725045777238606,2.220194068355331,8.940189397366922,6.726158141740219,30.5,41.0
medium_v2_reduced_o2fixed,historical_vl3,25170,AcAld,26,326.4136017869587,12.554369299498411,28.34571634600012,23.571062518595472,226.5,108.0
medium_v2_reduced_o2fixed,historical_vl3,25171,Pyr,26,101.95224725554998,3.9212402790596146,11.881273081877469,9.182612076127812,36.0,57.0
medium_v2_reduced_o2fixed,historical_vl3,25171,AcAld,26,160.79942588202948,6.18459330315498,19.895074048666388,15.361547765044653,221.0,120.0
medium_v2_reduced_o2fixed,natural,LAB004,Pyr,13,13.743802332944377,1.0572155640726444,6.169259299674086,4.7486182702602076,30.0,41.0
medium_v2_reduced_o2fixed,natural,LAB004,AcAld,13,26.845043025646586,2.065003309665122,11.496095503194455,8.843514939992076,109.0,83.0
medium_v2_reduced_o2fixed,natural,LAB005,Pyr,13,9.875743299888073,0.7596725615298519,5.229551817801853,4.1974684078603035,22.0,47.0
medium_v2_reduced_o2fixed,natural,LAB005,AcAld,13,33.55224228076898,2.580941713905306,12.852247651284175,9.580792905706762,115.0,89.0
medium_v2_reduced_o2fixed,natural,LAB006,Pyr,15,108.64332531669645,7.24288835444643,16.147568880796623,12.26286388624436,21.0,35.0
medium_v2_reduced_o2fixed,natural,LAB006,AcAld,15,214.82378846599394,14.321585897732929,30.275096985061953,25.579546366843996,119.0,92.0
medium_v2_reduced_o2fixed,natural,LAB007,Pyr,13,30.131794211988016,2.317830323999078,9.134653341203856,6.866857960751054,20.0,60.0
medium_v2_reduced_o2fixed,natural,LAB007,AcAld,13,180.53812806446572,13.887548312651209,29.81280080786905,21.740702280725273,101.0,123.0
medium_v2_reduced_o2fixed,natural,LAB007,Acetate,13,203.21981383218127,15.632293371706252,0.13838193299827894,0.11796797280679826,0.3,0.33999999999999997
medium_v2_reduced_o2fixed,natural,LAB007,O2,11,22.95154438580714,2.0865040350733763,0.28889472373675334,0.2287901779940377,0.63,1.0799999999999998
medium_v2_reduced_o2fixed,natural,LAB008,Pyr,13,9.650840147540995,0.742372319041615,5.169661834733307,4.185970077512265,21.0,42.0
medium_v2_reduced_o2fixed,natural,LAB008,AcAld,13,195.65755518402722,15.050581168002093,31.036062810094553,20.45330742315894,94.0,127.0
medium_v2_reduced_o2fixed,natural,LAB008,Acetate,13,174.6441031069034,13.434161777454108,0.12828424758083623,0.11030393008438169,0.31,0.28
medium_v2_reduced_o2fixed,natural,LAB008,O2,11,29.828280276447728,2.7116618433134296,0.3293424869835916,0.2921660190351865,0.74,1.06
medium_v2_reduced_o2fixed,natural,LAB009,Pyr,12,17.46369760276859,1.4553081335640492,7.238169161349145,5.650935625667549,29.5,40.0
medium_v2_reduced_o2fixed,natural,LAB009,AcAld,12,167.82465324659523,13.985387770549602,29.917633885639667,21.869178878864787,93.0,123.0
medium_v2_reduced_o2fixed,natural,LAB009,Acetate,12,172.4375474182387,14.369795618186558,0.13267629642207585,0.109680165028457,0.32,0.31999999999999995
medium_v2_reduced_o2fixed,natural,LAB009,O2,10,45.34954827847194,4.534954827847194,0.4259086675730934,0.37932598593025585,0.585,1.3499999999999999
medium_v2_reduced_o2fixed,natural,LAB010,Pyr,4,72.96502406068684,18.24125601517171,25.625870064178926,19.21950038822279,33.0,40.0
medium_v2_reduced_o2fixed,natural,LAB010,Acetate,4,64.42287002208452,16.10571750552113,0.14046175260284696,0.11517759380448295,0.34,0.28
medium_v2_reduced_o2fixed,natural,LAB011,Pyr,4,57.79261380767345,14.448153451918362,22.806436027338005,19.376974211037584,16.5,40.0
medium_v2_reduced_o2fixed,natural,LAB011,Acetate,4,39.145403776433646,9.786350944108412,0.10949100376986597,0.07407905147127963,0.21500000000000002,0.23999999999999996
medium_v2_reduced_o2fixed,natural,LAB012,Pyr,4,29.47405101777863,7.368512754444658,16.287002767851664,11.633965380678191,33.5,43.0
medium_v2_reduced_o2fixed,natural,LAB012,Acetate,4,21.525864767278573,5.381466191819643,0.0811929558827554,0.0569870835688213,0.255,0.24
medium_v2_reduced_o2fixed,synthetic,MS007,Pyr,9,16.16774517905828,1.7964161310064755,8.041826951398116,6.7639705097000205,38.0,76.0
medium_v2_reduced_o2fixed,synthetic,MS008,Pyr,9,11.42757484871132,1.2697305387457023,6.760939239103195,5.276885832981013,38.0,62.0
medium_v2_reduced_o2fixed,synthetic,MS009,Pyr,9,74.49631060400907,8.277367844889897,17.262249054397177,12.844902307896604,22.0,64.0
medium_v2_reduced_o2fixed,synthetic,MS010,Pyr,9,20.200602847520113,2.2445114275022346,8.989016152509707,7.2952654052250425,25.0,79.9999
medium_v2_reduced_o2fixed,synthetic,MS011,Pyr,9,52.386450433645514,5.820716714849501,14.475696934330383,10.79847748762742,28.0,81.9999
medium_v2_reduced_o2fixed,synthetic,MS012,Pyr,9,47.29820607063878,5.2553562300709755,13.754738248420255,8.958676767572156,31.0,78.0
medium_v2_reduced_o2fixed,synthetic,MS013,Pyr,8,7.709532424486808,0.963691553060851,5.890067564144798,4.545890316383544,28.0,63.9999
medium_v2_reduced_o2fixed,synthetic,MS014,Pyr,8,23.440088077534227,2.9300110096917784,10.270364956947928,7.574665388721668,29.5,68.0
medium_v2_reduced_o2fixed,synthetic,MS015,Pyr,8,51.99394758495565,6.499243448119456,15.296168282687676,11.237940232805915,33.0,72.0
medium_v2_reduced_o2fixed,synthetic,MS016,Pyr,8,60.649767605484406,7.581220950685551,16.520410231730924,9.77867274483025,33.5,87.0
batch_v2_reduced_o2fixed,historical_vl3,25026,Pyr,11,6.3331581857372745,0.5757416532488432,4.552658510909681,3.6828678056626205,33.0,43.0
batch_v2_reduced_o2fixed,historical_vl3,25027,Pyr,13,61.41483679027395,4.7242182146364575,13.041160060627753,9.300176013606784,36.0,36.0
batch_v2_reduced_o2fixed,historical_vl3,25085,Pyr,17,12.768123479953033,0.7510660870560608,5.199844145166102,3.9045917933695486,55.0,49.0
batch_v2_reduced_o2fixed,historical_vl3,25085,AcAld,17,14.120626029867559,0.8306250605804446,7.291090719305887,5.7763243495908245,178.0,82.0
batch_v2_reduced_o2fixed,historical_vl3,25086,Pyr,17,22.1352845530269,1.3020755619427589,6.84651153726767,5.251029128983201,58.0,49.0
batch_v2_reduced_o2fixed,historical_vl3,25086,AcAld,17,11.342806010116291,0.6672238829480172,6.534701868384899,5.126299321134147,184.0,39.0
batch_v2_reduced_o2fixed,historical_vl3,25150,Pyr,13,15.740307680600836,1.2107928985077565,6.602162096334749,5.563577438300834,58.0,55.0
batch_v2_reduced_o2fixed,historical_vl3,25150,AcAld,14,21.48774563120643,1.534838973657602,9.91108946151161,7.186413861487414,193.5,59.0
batch_v2_reduced_o2fixed,historical_vl3,25151,Pyr,13,24.536876662759372,1.8874520509814903,8.24307429514824,5.958820056929121,62.0,55.0
batch_v2_reduced_o2fixed,historical_vl3,25151,AcAld,14,12.115018438842991,0.8653584599173565,7.441971609372802,5.412882464045684,193.5,59.0
batch_v2_reduced_o2fixed,historical_vl3,25170,Pyr,26,38.245460998621795,1.4709792691777612,7.277036051195528,5.569403761089754,30.5,41.0
batch_v2_reduced_o2fixed,historical_vl3,25170,AcAld,26,75.0631399773633,2.887043845283204,13.593042562212664,10.269283006997792,226.5,108.0
batch_v2_reduced_o2fixed,historical_vl3,25171,Pyr,26,85.93784522832327,3.305301739550895,10.908293295645851,7.961524609992543,36.0,57.0
batch_v2_reduced_o2fixed,historical_vl3,25171,AcAld,26,110.710296381664,4.258088322371692,16.508108693360008,11.477960634210543,221.0,120.0
batch_v2_reduced_o2fixed,natural,LAB004,Pyr,13,11.198631333070326,0.8614331794669481,5.568805478808731,4.415598752552933,30.0,41.0
batch_v2_reduced_o2fixed,natural,LAB004,AcAld,13,14.15429513455851,1.0887919334275777,8.347615452293246,6.262548222879088,109.0,83.0
batch_v2_reduced_o2fixed,natural,LAB005,Pyr,13,7.504964257339542,0.5773049428722724,4.558835152031911,3.7838748743046673,22.0,47.0
batch_v2_reduced_o2fixed,natural,LAB005,AcAld,13,20.344287066885,1.5649451589911538,10.007821450017673,6.804916659027634,115.0,89.0
batch_v2_reduced_o2fixed,natural,LAB006,Pyr,15,7.252128069916916,0.4834752046611277,4.171942876862122,3.170296063445526,21.0,35.0
batch_v2_reduced_o2fixed,natural,LAB006,AcAld,15,200.54088889246572,13.369392592831048,29.25134400230504,22.017030524832006,119.0,92.0
batch_v2_reduced_o2fixed,natural,LAB007,Pyr,13,13.507257089270716,1.0390197760977473,6.115939170684983,5.053180348461094,20.0,60.0
batch_v2_reduced_o2fixed,natural,LAB007,AcAld,13,70.54933261606818,5.426871739697552,18.636517682781925,11.017581792042742,101.0,123.0
batch_v2_reduced_o2fixed,natural,LAB007,Acetate,13,34.87967439679785,2.6830518766767577,0.0573300841524677,0.0432929444381671,0.3,0.33999999999999997
batch_v2_reduced_o2fixed,natural,LAB007,O2,11,22.95154438580714,2.0865040350733763,0.28889472373675334,0.2287901779940377,0.63,1.0799999999999998
batch_v2_reduced_o2fixed,natural,LAB008,Pyr,13,7.651541286329605,0.5885800989484312,4.603138446988481,3.8718745669023806,21.0,42.0
batch_v2_reduced_o2fixed,natural,LAB008,AcAld,13,56.95398207606948,4.3810755443130365,16.744815162790967,12.579779594183638,94.0,127.0
batch_v2_reduced_o2fixed,natural,LAB008,Acetate,13,25.408407148021546,1.9544928575401188,0.04893111229562073,0.03721057730096945,0.31,0.28
batch_v2_reduced_o2fixed,natural,LAB008,O2,11,29.828280276447728,2.7116618433134296,0.3293424869835916,0.2921660190351865,0.74,1.06
batch_v2_reduced_o2fixed,natural,LAB009,Pyr,12,17.087534774406635,1.423961231200553,7.159790801637985,5.5607341838215945,29.5,40.0
batch_v2_reduced_o2fixed,natural,LAB009,AcAld,12,77.80778399900908,6.483981999917423,20.37093144641931,15.452511175318675,93.0,123.0
batch_v2_reduced_o2fixed,natural,LAB009,Acetate,12,36.543119792014565,3.0452599826678806,0.061077356514244736,0.0485962472779124,0.32,0.31999999999999995
batch_v2_reduced_o2fixed,natural,LAB009,O2,10,45.34954827847194,4.534954827847194,0.4259086675730934,0.37932598593025585,0.585,1.3499999999999999
batch_v2_reduced_o2fixed,natural,LAB010,Pyr,4,0.03548768235071684,0.00887192058767921,0.5651452389929967,0.4545405498586099,33.0,40.0
batch_v2_reduced_o2fixed,natural,LAB010,Acetate,4,0.9793118025351759,0.24482795063379398,0.017318032207107068,0.014717050051832083,0.34,0.28
batch_v2_reduced_o2fixed,natural,LAB011,Pyr,4,1.2559952964367385,0.3139988241091846,3.362135878861925,2.2435436669098316,16.5,40.0
batch_v2_reduced_o2fixed,natural,LAB011,Acetate,4,0.4140787853586194,0.10351969633965485,0.011261066912867414,0.007292332750776495,0.21500000000000002,0.23999999999999996
batch_v2_reduced_o2fixed,natural,LAB012,Pyr,4,3.064142226172351e-09,7.660355565430878e-10,0.0001660640841228204,0.00011803967070278532,33.5,43.0
batch_v2_reduced_o2fixed,natural,LAB012,Acetate,4,1.0497400319235246,0.26243500798088115,0.0179299438029398,0.013389989611689301,0.255,0.24
batch_v2_reduced_o2fixed,synthetic,MS007,Pyr,9,1.9897021680431495,0.22107801867146104,2.821136060556562,2.076447253933606,38.0,76.0
batch_v2_reduced_o2fixed,synthetic,MS008,Pyr,9,8.720450805149143,0.9689389783499048,5.906081884007076,4.697337900767948,38.0,62.0
batch_v2_reduced_o2fixed,synthetic,MS009,Pyr,9,21.662439370355095,2.406937707817233,9.308585149281301,6.459911428849264,22.0,64.0
batch_v2_reduced_o2fixed,synthetic,MS010,Pyr,9,15.400091133605708,1.7111212370673008,7.848589971098173,6.335902180566892,25.0,79.9999
batch_v2_reduced_o2fixed,synthetic,MS011,Pyr,9,16.68729207708548,1.854143564120609,8.170016420322662,6.659537738809009,28.0,81.9999
batch_v2_reduced_o2fixed,synthetic,MS012,Pyr,9,11.095238388674105,1.2328042654082338,6.661903148102381,5.37535992039162,31.0,78.0
batch_v2_reduced_o2fixed,synthetic,MS013,Pyr,8,5.94223557625448,0.74277944703181,5.171079200045689,3.7018074675841754,28.0,63.9999
batch_v2_reduced_o2fixed,synthetic,MS014,Pyr,8,13.890313168150438,1.7362891460188048,7.906099497013491,6.937408888709875,29.5,68.0
batch_v2_reduced_o2fixed,synthetic,MS015,Pyr,8,12.195885221568414,1.5244856526960517,7.40820379694416,5.885371977256932,33.0,72.0
batch_v2_reduced_o2fixed,synthetic,MS016,Pyr,8,25.958015326369804,3.2447519157962255,10.807916957890827,7.791403872586639,33.5,87.0
batch_v2_all_o2free,historical_vl3,25026,Pyr,11,4.752188364963883,0.43201712408762577,3.9436805736715708,3.3215578244752506,33.0,43.0
batch_v2_all_o2free,historical_vl3,25027,Pyr,13,32.86028281516993,2.527714062705379,9.539271788632174,8.090649764345596,36.0,36.0
batch_v2_all_o2free,historical_vl3,25085,Pyr,17,7.853872000643173,0.46199247062606896,4.078201679973477,3.4547205716811344,55.0,49.0
batch_v2_all_o2free,historical_vl3,25085,AcAld,17,17.91772547712985,1.0539838515958735,8.213097253907074,6.481210970596214,178.0,82.0
batch_v2_all_o2free,historical_vl3,25086,Pyr,17,8.868153355960382,0.5216560797623755,4.333545762011233,3.315210235041274,58.0,49.0
batch_v2_all_o2free,historical_vl3,25086,AcAld,17,12.2127108213381,0.7183947541963588,6.780653675610261,5.247471946266461,184.0,39.0
batch_v2_all_o2free,historical_vl3,25150,Pyr,13,16.010056774452583,1.2315428288040449,6.658493961621171,5.494215140948656,58.0,55.0
batch_v2_all_o2free,historical_vl3,25150,AcAld,14,10.691894389327523,0.763706742094823,6.991225321363107,5.17953344908262,193.5,59.0
batch_v2_all_o2free,historical_vl3,25151,Pyr,13,24.53795547289208,1.8875350363763137,8.243255504322748,5.960212742388818,62.0,55.0
batch_v2_all_o2free,historical_vl3,25151,AcAld,14,5.098346939782994,0.36416763855592815,4.827704306145873,3.688481025152072,193.5,59.0
batch_v2_all_o2free,historical_vl3,25170,Pyr,26,33.00496347717901,1.2694216721991927,6.760116877626521,5.1227498654188635,30.5,41.0
batch_v2_all_o2free,historical_vl3,25170,AcAld,26,75.74918002897034,2.9134300011142438,13.655018127828013,10.405350879601725,226.5,108.0
batch_v2_all_o2free,historical_vl3,25171,Pyr,26,77.79401051192407,2.992077327381695,10.378573302036317,7.52176146448761,36.0,57.0
batch_v2_all_o2free,historical_vl3,25171,AcAld,26,105.9010786974867,4.073118411441796,16.145574574237827,11.338038243943108,221.0,120.0
batch_v2_all_o2free,natural,LAB004,Pyr,13,8.695416213480469,0.6688781702677283,4.907098341141965,3.579130860407855,30.0,41.0
batch_v2_all_o2free,natural,LAB004,AcAld,13,14.28449737098023,1.0988074900754023,8.38592149765461,6.16108090612642,109.0,83.0
batch_v2_all_o2free,natural,LAB005,Pyr,13,3.0602521873939903,0.23540401441492234,2.9111070950649007,2.375658063196244,22.0,47.0
batch_v2_all_o2free,natural,LAB005,AcAld,13,16.382108267128153,1.2601621743944733,8.98055561539743,6.685002789560482,115.0,89.0
batch_v2_all_o2free,natural,LAB006,Pyr,15,49.88087307418493,3.3253915382789954,10.941393667081165,8.453262612102403,21.0,35.0
batch_v2_all_o2free,natural,LAB006,AcAld,15,41.889196554951994,2.792613103663466,13.36889070321326,9.968114418752112,119.0,92.0
batch_v2_all_o2free,natural,LAB007,Pyr,13,13.507033524569215,1.0390025788130166,6.1158885566423296,5.053174143871417,20.0,60.0
batch_v2_all_o2free,natural,LAB007,AcAld,13,55.25591239963785,4.250454799972142,16.493304920428077,10.403317821045432,101.0,123.0
batch_v2_all_o2free,natural,LAB007,Acetate,13,22.55596252531288,1.735074040408683,0.04610277323004156,0.03572643043000359,0.3,0.33999999999999997
batch_v2_all_o2free,natural,LAB007,O2,11,32.9288431389834,2.9935311944530367,0.3460364833050432,0.2974919532336744,0.63,1.0799999999999998
batch_v2_all_o2free,natural,LAB008,Pyr,13,7.651443695092847,0.5885725919302189,4.603109091634467,3.8721635206246843,21.0,42.0
batch_v2_all_o2free,natural,LAB008,AcAld,13,37.09303469505888,2.8533103611583757,13.513395691466156,7.558625596102028,94.0,127.0
batch_v2_all_o2free,natural,LAB008,Acetate,13,17.31167126273627,1.331667020210482,0.04038925723206408,0.03177263281861226,0.31,0.28
batch_v2_all_o2free,natural,LAB008,O2,11,37.572364442389585,3.4156694947626893,0.36963059909930024,0.3338992966433879,0.74,1.06
batch_v2_all_o2free,natural,LAB009,Pyr,12,17.08742789592916,1.4239523246607633,7.1597684102062615,5.560689182703843,29.5,40.0
batch_v2_all_o2free,natural,LAB009,AcAld,12,33.08981033489421,2.7574841945745177,13.284539452038567,7.102206572476068,93.0,123.0
batch_v2_all_o2free,natural,LAB009,Acetate,12,16.94624688035337,1.4121872400294475,0.0415924196102616,0.030656286223212023,0.32,0.31999999999999995
batch_v2_all_o2free,natural,LAB009,O2,10,39.95710639532216,3.9957106395322155,0.39978547445009627,0.33258973933431213,0.585,1.3499999999999999
batch_v2_all_o2free,natural,LAB010,Pyr,4,3.5102757581846584e-07,8.775689395461646e-08,0.0017774274056529544,0.0012957272951279464,33.0,40.0
batch_v2_all_o2free,natural,LAB010,Acetate,4,0.9623840401470953,0.24059601003677383,0.017167705504669166,0.014444957342307323,0.34,0.28
batch_v2_all_o2free,natural,LAB011,Pyr,4,1.0717634768586441,0.26794086921466104,3.105780303197217,2.035253948816676,16.5,40.0
batch_v2_all_o2free,natural,LAB011,Acetate,4,0.28848066662428823,0.07212016665607206,0.009399319345233904,0.00737167129982836,0.21500000000000002,0.23999999999999996
batch_v2_all_o2free,natural,LAB012,Pyr,4,7.309506601355212e-05,1.827376650338803e-05,0.02564869575869247,0.020597775386988815,33.5,43.0
batch_v2_all_o2free,natural,LAB012,Acetate,4,1.0526720423772757,0.26316801059431894,0.01795496624831249,0.013414584174921113,0.255,0.24
batch_v2_all_o2free,synthetic,MS007,Pyr,9,0.8759579607279926,0.09732866230311028,1.871852516335614,1.2834596204757505,38.0,76.0
batch_v2_all_o2free,synthetic,MS008,Pyr,9,4.213337851128433,0.4681486501253814,4.10528335252437,3.1050860808862746,38.0,62.0
batch_v2_all_o2free,synthetic,MS009,Pyr,9,5.411407290730648,0.6012674767478497,4.652486342045787,3.0987520035771356,22.0,64.0
batch_v2_all_o2free,synthetic,MS010,Pyr,9,10.882264806276636,1.2091405340307373,6.597655585517218,4.755617193130597,25.0,79.9999
batch_v2_all_o2free,synthetic,MS011,Pyr,9,10.405019662152982,1.1561132957947757,6.451362542022571,4.69127280058851,28.0,81.9999
batch_v2_all_o2free,synthetic,MS012,Pyr,9,10.452653291802777,1.1614059213114196,6.4661126782025,4.948685958757898,31.0,78.0
batch_v2_all_o2free,synthetic,MS013,Pyr,8,2.890397288899119,0.36129966111238987,3.6064924511283865,2.9638825468391716,28.0,63.9999
batch_v2_all_o2free,synthetic,MS014,Pyr,8,2.7081020041559563,0.33851275051949453,3.4909109153202125,2.547182737131794,29.5,68.0
batch_v2_all_o2free,synthetic,MS015,Pyr,8,6.992832557265073,0.8741040696581341,5.609611974788704,4.185625808732359,33.0,72.0
batch_v2_all_o2free,synthetic,MS016,Pyr,8,1.2842234056327375,0.1605279257040922,2.403956182077227,2.112131482749918,33.5,87.0
