system,medium,scale,batch,source_file,sample_id,fecha_hora,time_h,temperature_c,density,X_viable_mcells_ml,X_viable_kg_m3,X_dry_weight_g_l,G_g_l,F_g_l,S_GF_g_l,PAN_mg_l,NH4_mg_l,YAN_mg_l,N_kg_m3,PAN_kg_m3,NH4_kg_m3,N_pulse_mg_l,N_pulse_kg_m3,glycerol_g_l,pyruvic_acid_mg_l,pyruvic_acid_2_mg_l,acetaldehyde_mg_l,acetic_acid_g_l,E_g_l,E_percent_vv,E_unit_assumption,benzyl_alcohol_total,benzaldehyde_total,ethyl_decanoate_total,hexyl_acetate_total,isoamyl_acetate_total,ethyl_octanoate_total,phenylethyl_acetate_total,ethyl_acetate_total,benzyl_alcohol_condensate,benzaldehyde_condensate,ethyl_decanoate_condensate,hexyl_acetate_condensate,isoamyl_acetate_condensate,ethyl_octanoate_condensate,phenylethyl_acetate_condensate,ethyl_acetate_condensate
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-4 (25026),2025-03-16 09:00:00,60.0,19.8,1020.0,24.88,0.7464,0.2073,23.5,26.72,50.22,13.0,0.0,13.0,0.013000000000000001,0.013000000000000001,0.0,0.0,0.0,5.67,43.0,,,,65.33310289151117,8.277976647345696,g_l,0.046465753958333335,0.004648018804166667,0.029606410049999997,0.5570067433333334,8.881080986917464,0.14466319991666668,0.20496496541666664,13.92721387178408,0.007007882638781212,0.00249009340779878,0.0,0.12297791536692847,1.352683882139285,0.026731549016262957,0.0,0.03117881485087881
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-16 15:00:00,66.0,19.5,1013.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-16 21:00:00,72.0,20.5,1011.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-17 03:00:00,78.0,21.0,1008.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-5 (25026),2025-03-17 09:00:00,84.0,20.0,1005.0,53.61,1.6082999999999998,0.2668,9.91,14.39,24.3,14.0,0.0,14.0,0.014,0.014,0.0,0.0,0.0,5.67,43.0,,,,83.85197043341294,10.624394408977363,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-6 (25026),2025-03-17 15:00:00,90.0,21.5,1002.0,75.88,2.2763999999999998,0.3,9.17,8.53,17.7,14.0,0.0,14.0,0.014,0.014,0.0,0.0,0.0,5.54,32.0,,,,88.5867367652694,11.22430905241364,g_l,0.043049816875,0.0057456647958333325,0.016145423308333334,0.45874064208333337,9.929560424968065,0.094650105,0.16653256491666665,13.798031206224696,0.010305775192552383,0.0037101452248350644,0.0,0.17524063625193656,2.4552558746240654,0.04633458320892703,0.0,0.05570066965599786
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-17 21:00:00,96.0,21.5,1001.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-18 03:00:00,102.0,21.0,998.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-7 (25026),2025-03-18 09:00:00,108.0,21.3,996.0,57.83,1.7348999999999999,,1.43,5.5,6.93,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,5.76,33.0,,,,94.03385214907341,11.914481292011734,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-8 (25026),2025-03-18 15:00:00,114.0,22.0,995.0,57.68,1.7304,0.2283,2.26,2.79,5.05,14.0,0.0,14.0,0.014,0.014,0.0,0.0,0.0,5.8,20.0,,,,95.94946714187229,12.157197701823563,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-18 21:00:00,120.0,22.0,995.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,nan,2025-03-19 03:00:00,126.0,21.0,995.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-9 (25026),2025-03-19 09:00:00,132.0,20.5,993.0,103.61,3.1083,0.2627,0.84,0.34,1.18,15.0,0.0,15.0,0.015,0.015,0.0,0.0,0.0,5.81,24.0,,,,98.28196745614683,12.452735220737269,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25026,Calibration_data_vl3.xlsx,ING25-SB003-D (25026),2025-03-19 15:00:00,138.0,21.5,992.0,44.55,1.3364999999999998,0.2094,0.02,0.5,0.52,18.0,0.0,18.0,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,6.07,18.0,,,,96.4947,12.226280979169832,g_l,0.04937085733333334,0.0058611256125,0.014283132279166668,0.43432474958333334,10.693966574822793,0.14105631166666666,0.161175047125,8.90411298289095,0.012677724744773883,0.004496923904843419,0.0,0.1997888130669946,2.801726777429855,0.054454130439979154,0.0023256505556150165,0.06502485616134876
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-0 (25027),2025-03-13 21:00:00,0.0,17.0,1065.0,2.76,0.08279999999999998,0.1968,77.81,77.54,155.35000000000002,101.0,75.0,162.5,0.1625,0.101,0.075,87.0,0.08700000000000001,2.13,24.0,0.0,,,6.1542,0.7797628097916983,g_l,0.0334499490625,0.0032859872941666665,0.0008601210633333333,0.004952730866666667,0.16781751764209243,0.012845678733333334,0.009810035733333333,1.793548000910494,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-14 03:00:00,6.0,19.0,1065.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-1  (25027),2025-03-14 09:00:00,12.0,18.8,1065.0,19.97,0.5991,0.1149,76.2,69.85,146.05,84.0,56.0,129.92,0.12991999999999998,0.084,0.056,0.0,0.0,2.42,40.0,16.0,,,5.425713414851614,0.6874605208620463,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-14 15:00:00,18.0,19.2,1062.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-14 21:00:00,24.0,19.0,1060.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-15 03:00:00,30.0,18.0,1058.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-2  (25027),2025-03-15 09:00:00,36.0,18.0,1052.0,32.57,0.9771,0.1172,65.11,54.65,119.75999999999999,28.0,0.0,28.0,0.028,0.028,0.0,0.0,0.0,3.63,56.0,32.0,,,21.747029124645262,2.7554392991542827,g_l,0.03459263224583334,0.003605600070416667,0.009818948695833335,0.20501537949999998,2.3102895287628704,0.05384808729166667,0.06653064020833334,5.336846749184641,0.0011229034206103503,0.00038981979137735044,0.0,0.008978087956228299,0.02577681808025032,0.0009132790159414889,0.0003006749711285444,0.0
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-3  (25027),2025-03-15 15:00:00,42.0,19.0,1047.0,42.78,1.2834,0.1729,47.91,48.59,96.5,41.0,31.0,66.42,0.06642,0.041,0.031,100.0,0.1,3.76,60.0,36.0,,,27.102674268067204,3.4340218777643305,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-15 21:00:00,48.0,18.0,1045.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-16 03:00:00,54.0,18.6,1040.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-4  (25027),2025-03-16 09:00:00,60.0,18.6,1032.0,50.77,1.5231000000000001,0.1653,39.58,36.3,75.88,20.0,0.0,20.0,0.02,0.02,0.0,0.0,0.0,4.78,50.0,26.0,,,50.08233117127014,6.345640257877216,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-16 15:00:00,66.0,18.4,1026.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-16 21:00:00,72.0,19.0,1024.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-17 03:00:00,78.0,19.0,1020.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-5  (25027),2025-03-17 09:00:00,84.0,18.4,1017.0,59.29,1.7787,0.2375,23.39,23.8,47.19,14.0,0.0,14.0,0.014,0.014,0.0,0.0,0.0,5.27,36.0,12.0,,,68.48781603122396,8.677691960775423,g_l,0.0328794103875,0.00331653675,0.008081974258333334,0.334094109375,9.133465562800607,0.06843310137499999,0.14949112408333332,9.307668507890543,0.006678322262414151,0.002155706309014551,0.0,0.08854371269978323,0.46066180646231975,0.024212634603265646,0.003975432920303948,0.012433493754568427
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-6  (25027),2025-03-17 15:00:00,90.0,19.0,1013.0,62.6,1.878,0.348,7.12,32.52,39.64,15.0,0.0,15.0,0.015,0.015,0.0,0.0,0.0,5.34,42.0,18.0,,,74.45779134224968,9.434112734054239,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-17 21:00:00,96.0,19.0,1012.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-18 03:00:00,102.0,19.0,1008.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-7  (25027),2025-03-18 09:00:00,108.0,20.5,1005.0,58.83,1.7649,-0.0145,2.04,18.55,20.59,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,5.45,31.0,7.0,,,84.10832976156534,10.656876205155003,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-8  (25027),2025-03-18 15:00:00,114.0,19.5,1002.0,62.37,1.8710999999999998,0.2233,1.45,17.46,18.91,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,5.57,37.0,13.0,,,86.67545692588229,10.982141924621445,g_l,0.03588404345416666,0.004209357491666667,0.007224865049999999,0.3272522726666667,8.603824554126925,0.07084582466666668,0.17609611887499999,8.312545231235605,0.008754391253630537,0.002914592588159173,0.0,0.11747927204822746,0.7458467974191493,0.034128033224022136,0.004504145903893841,0.01863753162510534
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-18 21:00:00,120.0,19.0,1002.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-19 03:00:00,126.0,18.5,1001.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-9  (25027),2025-03-19 09:00:00,132.0,18.0,999.0,87.48,2.6244,0.2346,0.44,0.0,0.44,14.0,0.0,14.0,0.014,0.014,0.0,0.0,0.0,5.82,27.0,3.0,,,91.01854077120265,11.532428763266262,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-10  (25027),2025-03-19 15:00:00,138.0,19.5,997.0,48.69,1.4606999999999999,0.2169,0.08,8.84,8.92,12.0,0.0,12.0,0.012,0.012,0.0,0.0,0.0,5.73,28.0,4.0,,,93.74546593772936,11.877941556146338,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-19 21:00:00,144.0,19.0,997.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-20 03:00:00,150.0,19.0,997.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-11  (25027),2025-03-20 09:00:00,156.0,18.2,995.0,46.62,1.3985999999999998,,0.07,5.23,5.300000000000001,13.0,0.0,13.0,0.013000000000000001,0.013000000000000001,0.0,0.0,0.0,5.68,24.0,0.0,,,95.24939311319227,12.068495402310104,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-20 15:00:00,162.0,20.0,995.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-20 21:00:00,168.0,18.8,992.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-21 03:00:00,174.0,19.0,998.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,ING25-SB004-D (25027),2025-03-21 09:00:00,180.0,19.0,993.0,58.37,1.7510999999999999,0.2133,0.02,1.47,1.49,15.0,6.0,19.92,0.019920000000000004,0.015,0.006,0.0,0.0,5.63,29.0,5.0,,,96.5736,12.236277938269728,g_l,0.04183217666666667,0.004667950008333334,0.016853321383333335,0.37275502074999994,9.619122937845676,0.09549211537499999,0.153142216375,11.189577524203072,0.010744537273544377,0.0036028217041264503,0.0,0.13460507743470387,1.1358376669309975,0.03916457244533448,0.005679153653319446,0.02776109040767312
pilot_2025,natural,pilot,25027,Calibration_data_vl3.xlsx,nan,2025-03-21 15:00:00,186.0,19.0,992.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-1 (25085),2025-03-26 09:00:00,0.0,18.0,1061.0,14.98,0.4494,0.1206,46.05,54.34,100.39,63.0,37.0,93.34,0.09334,0.063,0.037,48.0,0.048,3.16,29.0,,129.0,,9.791789864182933,1.2406606183395332,g_l,0.0325849730375,0.0014069406158333335,0.0016313272954166665,0.05960575029166667,0.906015276728908,0.017941041604166666,0.014898908299999998,2.0633398259379003,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-3 (25085),2025-03-26 21:00:00,12.0,19.0,1061.0,21.2,0.636,0.0241,44.57,54.470000000000006,99.04,55.0,24.0,74.68,0.07468000000000001,0.055,0.024,0.0,0.0,2.44,40.0,,169.0,,11.748772875274364,1.488618528619224,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-27 03:00:00,18.0,18.2,1056.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-4 (25085),2025-03-27 09:00:00,24.0,17.5,1053.0,19.59,0.5877,0.0579,48.57,62.6,111.17,35.0,1.0,35.82,0.03582,0.035,0.001,100.0,0.1,3.21,60.0,,164.0,,19.134521088617145,2.424423633953822,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-5 (25085),2025-03-27 15:00:00,30.0,19.0,1049.0,24.04,0.7212,0.0791,44.62,59.98,104.6,27.0,1.0,27.82,0.02782,0.027,0.001,0.0,0.0,3.26,62.0,,196.0,,22.85553403896854,2.895891495485345,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-27 21:00:00,36.0,18.1,1050.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-28 03:00:00,42.0,18.3,1044.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-7 (25085),2025-03-28 09:00:00,48.0,18.7,1039.0,46.24,1.3872,0.1304,32.01,55.52,87.53,20.0,5.0,24.1,0.024100000000000003,0.02,0.005,0.0,0.0,4.41,70.0,,211.0,,37.930786857637344,4.805988908017503,g_l,0.0392385396,0.0031535897129166667,0.0,0.11313055666666667,2.450465524542088,0.0174516818875,0.07260951145833333,4.637696613970025,0.002390195369990343,0.0008548685149257665,0.0,0.012513056651422083,0.05239492022355756,0.004134413457910125,0.001624683801488699,0.0
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-8 (25085),2025-03-28 15:00:00,54.0,18.7,,74.35,2.2304999999999997,0.23,28.98,54.61,83.59,16.0,5.0,20.1,0.020100000000000003,0.016,0.005,0.0,0.0,5.0,78.0,,205.0,,43.02501461679607,5.451448813643007,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-28 21:00:00,60.0,18.0,1032.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-29 03:00:00,66.0,17.5,1030.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-9 (25085),2025-03-29 09:00:00,72.0,18.0,1025.0,65.51,1.9653,0.2178,20.0,39.98,59.98,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,5.7,68.0,,192.0,,56.17539861811629,7.117657318194249,g_l,0.0358058905125,0.0048026971,0.0,0.15864702025,4.9996698107685775,0.029336281966666666,0.10551641258333334,6.349960537937169,0.004665888909070896,0.001653880432281522,0.0,0.03764389067226482,0.20986401864451254,0.011479787169687884,0.004086623675624471,0.001345601747468186
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-29 15:00:00,78.0,17.5,1024.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-29 21:00:00,84.0,18.4,1028.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-30 03:00:00,90.0,19.1,1019.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-30 09:00:00,96.0,18.7,1015.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-10 (25085),2025-03-30 15:00:00,102.0,18.6,1013.0,72.81,2.1843,0.3035,9.69,25.83,35.519999999999996,10.0,0.0,10.0,0.01,0.01,0.0,0.0,0.0,6.17,55.0,,176.0,,72.74489439231903,9.21708154583131,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-30 21:00:00,108.0,18.4,1012.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-31 03:00:00,114.0,19.0,1011.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-11 (25085),2025-03-31 09:00:00,120.0,18.2,1008.0,50.0,1.5,0.1893,3.89,25.93,29.82,11.0,1.0,11.82,0.01182,0.011,0.001,0.0,0.0,6.33,61.0,,177.0,,79.01967283926955,10.012122147796557,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-12 (25085),2025-03-31 15:00:00,126.0,18.5,1008.0,53.0,1.5899999999999999,0.1703,5.59,20.52,26.11,10.0,4.0,13.28,0.01328,0.01,0.004,0.0,0.0,6.42,61.0,,178.0,,81.4365322908024,10.318348321271401,g_l,0.037935303895833335,0.00411161130375,0.005686789437500001,0.16440684658333332,5.333876885951338,0.04760662995833333,0.09382539233333334,9.178085389777785,0.007377450576933966,0.0025900563267779175,0.0,0.06327159834112026,0.4651898723124778,0.01892364979603706,0.0062538120818897095,0.006335328995524845
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-03-31 21:00:00,132.0,18.1,1005.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-04-01 03:00:00,138.0,18.0,1005.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-13 (25085),2025-04-01 09:00:00,144.0,18.3,1004.0,51.54,1.5462,0.1149,1.29,19.15,20.439999999999998,11.0,5.0,15.1,0.0151,0.011,0.005,0.0,0.0,6.45,46.0,,180.0,,84.13092680504181,10.659739344818028,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,ING25-SB007-14 (25085),2025-04-01 15:00:00,150.0,18.7,1003.0,43.09,1.2927,0.2962,1.47,17.07,18.54,11.0,3.0,13.46,0.013460000000000001,0.011,0.003,0.0,0.0,6.52,53.0,,184.0,,86.83483416807755,11.002335685986207,g_l,,,,,,,,,,,,,,,,
pilot_2025,natural,pilot,25085,Calibration_data_vl3.xlsx,nan,2025-04-01 21:00:00,156.0,18.7,1001.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
