,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
kPyrS_N,-457.3682983619088,-1221.8863126008732,-242.695479245171,-20.19439160352757,974.6603635678755,679.5146199585051,-316.9869324017771,-382.57257858501026,45.085158250417045,0.0,0.0,1809.4396460296414,1282.0667332928365,-1618.5226354554388,3.800800475052785,-0.0075210251451678315,-4.915280657360876,0.08891206067620687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-703.8101071851102,-577.348748816919,-80.39682441645877,13.498690769873214,637.1534995716587,472.49527477309874,-229.65638766723322,-301.9605924700263,74.59244900594977,0.0,0.0,1282.0667332928365,1431.6650217134597,-1933.806255801357,2.619949536829723,-0.006071732934963756,-3.7965885073830377,0.0495464570153948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,1133.876948272378,531.6312868070106,56.80471948208767,-30.09402572249947,-770.2812250706829,-591.4721269177483,291.19767487145845,399.4740149671747,-115.92525628243436,0.0,0.0,-1618.5226354554388,-1933.806255801357,2751.1908473562835,-3.1000105353370135,0.007764133566926311,4.515353874218425,-0.04626473179963017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-1799.592825798425,-8712.12399915544,-1632.1732992962693,-182.32307876737627,6340.338623900821,4344.750701110584,-1999.2269985655366,-2412.3329704234543,51.96565611118227,0.0,0.0,3.800800475052785,2.619949536829723,-3.1000105353370135,11398.246437951282,-14.035642479392607,-11069.356706297747,426.07471591148624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,2.0993537718914705,11.08344950353882,1.8755773448797584,0.16591990281404598,-7.727096788366492,-5.300969562002231,2.475631266600465,3.110526165956117,-0.15710570063719392,0.0,0.0,-0.0075210251451678315,-0.006071732934963756,0.007764133566926311,-14.035642479392607,0.03299254323835064,19.70654496869359,-0.27817913675144507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,3471.2603114226004,6968.038799327141,1498.9454220032665,121.22144357500358,-6030.213109657755,-4184.465396951239,1946.1038600570055,2374.831431787074,-257.67263029576225,0.0,0.0,-4.915280657360876,-3.7965885073830377,4.515353874218425,-11069.356706297747,19.70654496869359,15151.982900543622,1687.2309444031835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,3888.0838803148963,-3964.0003023025647,130.039464782474,-20.879498722866806,414.0663243699238,187.07012404559285,-102.24334994599745,-171.16558819432217,-458.54022218171264,0.0,0.0,0.08891206067620687,0.0495464570153948,-0.04626473179963017,426.07471591148624,-0.27817913675144507,1687.2309444031835,6185.184448033689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,3.485103113607659,-1.2529186032080493,4.901598637664035,1.67177859868194,-3.5694618525424375,0.7942889885632335,-0.8413037413820111,-2.221812865812726,-0.062376856583871945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551846668217884,9.604611359942812,0.0,0.0,0.0,0.0,6.195320120174339,0.0,0.0
k_EA_stationary,60.513311294091025,-14.76510196658457,52.46276827410916,22.210700137165656,-41.150065819927114,31.768728094978425,-16.630027081157216,-44.243838866587964,-1.956449925610498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.604611359942812,355.60431775062307,0.0,0.0,0.0,0.0,94.45074538098547,0.0,0.0
k_IAA_growth,489.0952456891483,-389.6978004550287,-157.29237818193315,-8.478638778493417,615.6577721214435,476.0041537749339,-207.97028206876882,-324.6525024559095,-0.47537055760377167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.5014883727673,777.9543484663551,0.0,0.0,0.0,272.2042411530775,0.0
k_IAA_stationary,811.0594286917485,-725.791433482876,-325.5017737691001,-34.0457207991512,972.8297856245641,793.2220808715042,-313.91344374490745,-549.7171387829014,-1.4620982493349906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.9543484663551,1677.924961616828,0.0,0.0,0.0,386.8776511454532,0.0
k_EO_growth,393.08991553525135,-1174.954976955723,-235.33151762813208,5.3077526934924,738.0457003397582,710.1820282585314,-313.2108706541836,-408.02118618371367,-7.050013583289749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.279608683061,1198.56672454203,0.0,0.0,698.8265318499608
k_EO_stationary,337.62460564527754,-1112.7435950076997,-339.33753875916324,-42.65702572999923,831.1537421416522,655.0620340182259,-262.8362709394726,-370.8166394539303,-7.493966395331885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.56672454203,1629.5244544132522,0.0,0.0,247.49444649974873
alpha_EA_loss,170.28820236032877,-95.84707458041589,428.4894982459514,126.0623933101029,-315.5579864335999,-43.959862145189575,-28.47468102574376,-106.76309211791622,-1.2635613789505493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.195320120174339,94.45074538098547,0.0,0.0,0.0,0.0,428.45920969506454,0.0,0.0
alpha_IAA_loss,447.54804101117026,-404.8133468757811,199.12606980286813,92.78371689728176,136.96757469312288,280.77090671693634,-151.90288642211698,-317.6273381288251,-0.6077819880344619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.2042411530775,386.8776511454532,0.0,0.0,0.0,1014.5357723644984,0.0
alpha_EO_loss,250.1983027911537,-609.2343442611848,276.3530501714926,161.99476204169238,-163.6080345683292,397.1770553719381,-237.2056012868966,-242.20367815741866,-9.141750890283497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.8265318499608,247.49444649974873,0.0,0.0,1955.308192193259
