,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
gammaF0,14.291417710587195,-11.773088636891844,-24.627601201177676,-2.572031255607555,-97.93458361337909,-7.801878546946673,1.0898074092152217,-11.26561136571955,-1.1223908900190094,144.26106339365,6.835486542980271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-8.986470147288633,-80.46029287040979,2.1712688281580066,3.678976425230005,49.33408823667015,42.76156483928326,-20.258114058508365,-21.92122168526864,9.379626365011436,0.0,0.0,112.94952284077348,113.99233712196964,-128.81308309710823,0.25458855180609796,-0.0004507632110607152,-0.398603237713805,0.013474940975450529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-34.54552712753191,-56.64127796866499,21.707847854545097,9.96107456858268,38.462886052968386,40.1375829705139,-21.301386016286123,-28.54957827275128,18.618944171352396,0.0,0.0,113.99233712196964,167.6873096129677,-202.40807205536726,0.2064689578724017,-0.00042263130626361584,-0.3589073309830443,0.007888847664436625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,46.954069399607675,56.1952805434648,-31.88735095964553,-13.593107055949682,-39.14510608686584,-44.14110376418518,24.381082038916567,34.5063239922019,-24.380221393459628,0.0,0.0,-128.81308309710823,-202.40807205536726,247.68700615542772,-0.2131130257845154,0.00044813168678161915,0.3771525953013224,-0.00743061557254393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-91.62153883787194,-576.6935467114225,-54.36734292814665,3.669807138016899,426.5483486472486,339.7166410330201,-151.70916381887733,-146.7123863926749,20.2096321473123,0.0,0.0,0.25458855180609796,0.2064689578724017,-0.2131130257845154,858.9519316084474,-1.0141699055515865,-977.928400439605,65.29509805219456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.14816367237766553,0.6314497015886514,-0.010924452440574101,-0.028606380632153764,-0.45988490329905485,-0.3902878976966224,0.18247976746967157,0.20029004020610303,-0.05729978310351139,0.0,0.0,-0.0004507632110607152,-0.00042263130626361584,0.00044813168678161915,-1.0141699055515865,0.0019375089739227798,1.6670909826240674,-0.045009856365469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,348.924113506765,415.84382374992754,-34.933328709167256,-37.80618154687283,-420.0503177182855,-370.7394615079885,176.54447136708072,202.47053154401294,-94.66041978090927,0.0,0.0,-0.398603237713805,-0.3589073309830443,0.3771525953013224,-977.928400439605,1.6670909826240674,1604.386675777902,274.8806559894639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,570.5890754958587,-597.7743768704302,-156.5382903181096,-55.1959221705128,148.3110323658136,55.72990692773203,-6.456613117820663,40.55138889641447,-152.43628544402637,0.0,0.0,0.013474940975450529,0.007888847664436625,-0.00743061557254393,65.29509805219456,-0.045009856365469,274.8806559894639,990.4687090389637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.18885113732086428,0.011075501720294,0.19728437845261815,0.09075424334475729,-0.24191149595097944,0.16346573280514254,-0.08303367158220828,-0.13183343847903092,-0.01692535265286174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050049209205218353,1.6828478955181143,0.0,0.0,0.0,0.0,0.38651688296028974,0.0,0.0
k_EA_stationary,5.263249028167042,1.362175837696333,3.6161004918819066,2.0638010894969545,-5.316123816278543,4.239501643771697,-1.9064631832069812,-3.77139710561819,-0.6074341430463833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6828478955181143,68.7521388302698,0.0,0.0,0.0,0.0,10.106530190236905,0.0,0.0
k_IAA_growth,39.06721817054014,-32.36549146015338,-7.592855808976507,0.18787646495903632,50.5145370422224,40.6865706617272,-17.567077482590566,-21.34576635830661,1.5777218104420236e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.52731364329694,53.87393093902096,0.0,0.0,0.0,25.475847384491356,0.0
k_IAA_stationary,59.323466098206616,-50.76295334126361,-8.302891681238538,1.1920122384220941,70.11643327478932,57.749924658062355,-25.008721134967328,-33.04445634900298,3.944304526105059e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.87393093902096,77.76224678933976,0.0,0.0,0.0,46.401989040642604,0.0
k_EO_growth,54.372005544189136,-148.8430898593653,-15.34387880655076,4.46479272229471,65.95558216874245,99.0267074865688,-41.66298882673106,-40.09745841385991,-2.359376703354943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.62187953663204,191.65951513782534,0.0,0.0,146.95732883977306
k_EO_stationary,55.65083062885628,-164.8655856875541,-35.807440675727506,-1.9640249075350322,98.67065660739604,100.06628674448956,-39.88434259112031,-41.40407095231531,-2.4961031268584897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.65951513782534,285.99972599679325,0.0,0.0,87.87544297330261
alpha_EA_loss,0.7260805485370506,0.6619845870384482,4.389137121244895,1.5903502573578145,-6.113062003389549,0.6468263900621247,-0.7366576007934214,-0.6879672593971443,-0.17762028126047033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38651688296028974,10.106530190236905,0.0,0.0,0.0,0.0,5.419309132194577,0.0,0.0
alpha_IAA_loss,50.18918775321661,-46.955710558430354,9.031223941771952,5.089894122092005,37.45670963661158,34.89015114394885,-16.10361098820996,-30.31608353680599,1.5777218104420236e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.475847384491356,46.401989040642604,0.0,0.0,0.0,72.45863994938166,0.0
alpha_EO_loss,39.05484723554503,-117.64256616116569,34.343512446601025,21.13459763560116,-26.85753661443981,90.9242005089212,-43.98294982575088,-32.0215944973691,-3.46822441046272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.95732883977306,87.87544297330261,0.0,0.0,315.7124167231676
