,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
qEF,5179.849601529137,75.61388996103679,-4935.049623961349,158.16708334715202,391.60865971075725,-5538.332694308741,75.92646867969503,-2199.007401294157,478.58680726921034,5716.873593349508,6585.721795655877,-2592.144287293462,-3164.637791464883,-1045.2843920761813,676.4695553989532,42.98642942776242,1030.8376025501066,89.1525439884263,3047.780383588436,37.70958578160076,1204.9948527560687
iG,-11767.991900635601,-84.61985213811745,10515.367423651833,-28.268840243896054,-165.05555171499267,-6178.121465069309,-1371.3861201530217,-2142.2832985338737,-514.7496272390867,-672.7405442355475,-2592.144287293462,2812.540369523107,7992.004190281231,1576.7561090749164,-222.25374441336584,-13.653834467984339,-299.18213025476336,-28.38499587461068,-889.8879194732272,-12.133004871568636,-356.22541051296935
iE,-50731.50432749141,-343.80981247855067,45112.888772289516,-292.95034364870264,-169.58914001655603,-26521.985260123507,-7331.367730566634,-10477.783314518214,-1507.7823430969463,-9657.17667506229,-3164.637791464883,7992.004190281231,34824.70386831081,6897.908775996738,-495.63047831289657,-42.63916452290786,-935.1499153440578,-89.53677965087618,-2810.8605767625545,-38.44877021420335,-1131.2421885374195
Kd0,-9438.93186120215,-46.45274503246332,8807.951236025136,-57.964417481490834,-45.46702449110452,-3776.162490837223,-1521.886607668242,-1863.3673895613526,-342.73788890424703,-2438.658790225697,-1045.2843920761813,1576.7561090749164,6897.908775996738,2969.2202190855805,-152.30176674010931,-10.09954770038486,-282.22734907339685,-21.934392079831905,-870.3339965648339,-9.524399811312371,-352.7437873659698
m0,794.5916040462573,11.094452882712933,-741.9122716832538,31.772577060029036,37.760791757957755,-868.8177441630414,69.95384782033574,-293.65619584641223,42.58005964798952,1180.9062270658544,676.4695553989532,-222.25374441336584,-495.63047831289657,-152.30176674010931,85.07737076286894,5.987678685262394,144.97824396132185,12.441382697203926,429.23682318693017,5.262434112301572,169.69140692569283
k_EA_growth,73.8577348741089,2.0307105787543778,-57.37319397101064,2.488195428192671,2.234548166985357,-63.241513087153656,7.662896906158863,-19.82595544273442,2.5376878738320316,100.34640969173849,42.98642942776242,-13.653834467984339,-42.63916452290786,-10.09954770038486,5.987678685262394,7.808238033939935,144.29908370031777,-2.4320889531277684e-12,-3.399821547204612e-11,-1.1174352409356e-13,-6.099306367837785e-12
k_EA_stationary,1552.2605243845028,37.71651503032938,-1295.5981406130284,48.635565758507376,42.82839100715425,-1576.5700257429141,171.1525909747232,-506.1474872440819,59.65302470724546,2322.8655421196577,1030.8376025501066,-299.18213025476336,-935.1499153440578,-282.22734907339685,144.97824396132185,144.29908370031777,3403.2415307324136,-4.18452313561174e-11,-3.0988072297067035e-10,-2.488999678770259e-12,-1.234936225731331e-10
k_IAA_growth,156.61179580722643,4.7785265474322465,-117.65231535050954,4.690722695568829,4.163427667148448,-130.19393315714552,16.210366550830773,-40.678065031452036,5.355643385080684,206.8050208387483,89.1525439884263,-28.38499587461068,-89.53677965087618,-21.934392079831905,12.441382697203926,-2.4320889531277684e-12,-4.18452313561174e-11,11.495499281404028,304.1722063159699,-1.0102735325001004e-12,-3.4887271756348e-11
k_IAA_stationary,4706.5589564823995,128.29042520354577,-3809.9984633065624,131.3445401803499,114.15226617609872,-4622.861726890171,518.450947928727,-1477.6789385721406,179.71979280457694,6833.215029406198,3047.780383588436,-889.8879194732272,-2810.8605767625545,-870.3339965648339,429.23682318693017,-3.399821547204612e-11,-3.0988072297067035e-10,304.1722063159699,10215.264258907377,7.713595698213939e-12,-8.213104764900682e-13
k_EO_growth,66.85668957181628,1.9909735366389354,-50.61765766978282,1.99478908461374,1.771852452230244,-54.50953610756954,6.988583550849473,-16.96709914119856,2.2938263189615995,87.45154557676443,37.70958578160076,-12.133004871568636,-38.44877021420335,-9.524399811312371,5.262434112301572,-1.1174352409356e-13,-2.488999678770259e-12,-1.0102735325001004e-12,7.713595698213939e-12,5.195624415050505,129.18133128626678
k_EO_stationary,1884.4000824979785,50.120043868648885,-1533.7477760825514,52.219120176375995,45.424408974168784,-1809.513047522993,209.5309457039928,-575.9669818462216,72.03872224512693,2701.580567201739,1204.9948527560687,-356.22541051296935,-1131.2421885374195,-352.7437873659698,169.69140692569283,-6.099306367837785e-12,-1.234936225731331e-10,-3.4887271756348e-11,-8.213104764900682e-13,129.18133128626678,4059.245294787307
