,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
qEF,-393.20247231604606,41.152783942704204,-637.992234986724,836.1575695162775,703.0889592920207,-16263.492510246864,-633.3870090714668,-10377.496248731612,-357.4628803570816,15425.556340154415,10258.93614957947,-104.15218729159061,1187.9474752064054,12.275186831939271,1069.814801496697,38.14236718646252,352.4106817729421,73.39449201851639,974.9212896855581,29.448395488845108,369.05684912765855
iG,-4074.234290884301,-59.76436533865272,2542.0944636485688,61.07801084216817,-18.951490205891893,-2600.300983265319,-550.2185369558163,-1371.5912500866184,-342.59429239031505,1116.4240057415077,-104.15218729159061,658.4403166948222,1951.7367427389797,3.7159528815529104,23.346546725951278,-7.525722582079753,-55.15672869711035,-13.96528402877777,-145.46758015903848,-5.758481722262111,-56.93676273862154
iE,-14106.202601307938,-199.22984837694418,8905.401951267977,256.3057461221047,99.39280308529632,-10250.556975522972,-2180.696784382948,-5798.630843341833,-1166.4957183033814,4652.751797504543,1187.9474752064054,1951.7367427389797,7014.429261719336,15.52123607064173,184.10494713167847,-27.879077424988132,-239.96917367560835,-54.86998947546075,-681.1927667916635,-22.503534957251404,-265.45932803978604
Kd0,-48.1475519006601,-0.3625122171393636,38.72783422648352,1.9990380778074608,1.0969889097477112,-23.98150724435432,-4.010720096581651,-24.027539691144504,-5.1411480700696135,35.2134698617228,12.275186831939271,3.7159528815529104,15.52123607064173,10.366056093483545,1.4736566343685473,-0.19233105090015398,-2.378171238669146,-0.3886805970448087,-6.928123947419335,-0.1568118241866849,-2.658201444971506
m0,-144.5155499926682,3.0281944640881147,5.038631669893398,94.25456678205867,70.40017387378252,-1832.282165262823,-72.21366162159075,-1160.6966353144142,-57.34149312630278,1743.433869299502,1069.814801496697,23.346546725951278,184.10494713167847,1.4736566343685473,116.7705265286835,3.5800971887670094,34.89549434171738,6.9733307285227175,97.94258601037036,2.809204770759544,37.34517599073823
k_EA_growth,82.7408855696099,4.172962296520269,-23.58273526799321,1.8182738946367951,1.7830062768872978,-33.136599760270215,7.263145353739766,-18.322839027416105,5.880247864189178,46.092864162455406,38.14236718646252,-7.525722582079753,-27.879077424988132,-0.19233105090015398,3.5800971887670094,18.691869327040862,154.97391654069415,-2.59335021828228e-12,-3.1150836357898363e-11,-1.0502186692207366e-12,-1.6399730547416567e-11
k_EA_stationary,638.5559026501802,33.83860546164082,-205.1034258858153,7.94296048947534,8.24289563305357,-293.2600522740975,60.39246422736417,-182.6582081671113,59.68888762235444,355.66606160194874,352.4106817729421,-55.15672869711035,-239.96917367560835,-2.378171238669146,34.89549434171738,154.97391654069415,1616.254054794759,-9.951117173914306e-12,-4.673492683405355e-13,-1.7831029325803124e-12,-6.008761517148947e-12
k_IAA_growth,170.0791634305133,9.457206378561311,-37.21648420777403,2.600482014905001,2.5633209045640744,-61.76660923521188,14.169859710225118,-35.147018968945154,11.690412615505009,84.16899481457386,73.39449201851639,-13.96528402877777,-54.86998947546075,-0.3886805970448087,6.9733307285227175,-2.59335021828228e-12,-9.951117173914306e-12,26.330932238807392,312.93971561749316,4.1198588646446443e-13,-2.5334902396844403e-12
k_IAA_stationary,1894.8393275186222,111.54414523864764,-469.1419816754599,9.353282137440637,10.732856724391702,-776.3657813180296,170.20332986417955,-502.78654316813015,171.38939435491665,914.5382051545278,974.9212896855581,-145.46758015903848,-681.1927667916635,-6.928123947419335,97.94258601037036,-3.1150836357898363e-11,-4.673492683405355e-13,312.93971561749316,4696.170857079312,1.1134310754043419e-11,-2.1892695721749377e-13
k_EO_growth,69.15333597987978,3.765665047105545,-15.863897357394121,1.035269942769009,1.0201043701935797,-23.853353663158895,5.863429849138609,-13.823407095401091,4.733486715086426,33.59977311015618,29.448395488845108,-5.758481722262111,-22.503534957251404,-0.1568118241866849,2.809204770759544,-1.0502186692207366e-12,-1.7831029325803124e-12,4.1198588646446443e-13,1.1134310754043419e-11,11.307194489550584,126.65719510134991
k_EO_stationary,729.6017156889352,41.85479423040513,-190.73771453870066,2.9412114006700403,3.489120698072676,-278.48581208274925,67.12828574498874,-186.2876108157407,65.80621757258287,340.21315961150526,369.05684912765855,-56.93676273862154,-265.45932803978604,-2.658201444971506,37.34517599073823,-1.6399730547416567e-11,-6.008761517148947e-12,-2.5334902396844403e-12,-2.1892695721749377e-13,126.65719510134991,1802.2643733491664
