campaign_id,path,size_bytes,sha256
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose/CO2_F3.csv,2736693,ddc7c4ad1717980a924adbac314e9509938e0f1804c61268f3a0a8a25eee4974
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose/CO2_FILT_F3.csv,2901721,a91a9c7714b960cd22cdba4c5b8ec040fec4cbc3cef052fc0bcf7146daf02bc3
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose/Oculyze_F3.csv,5629,795bd1f31174593f9ab9a619747c3885b6f57a251909eb7d9cfeee83e6760d44
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose/Temp_F3.csv,12587552,7f240babf5ead3487ce535b10faf0c472c3cb2779aaeb50a2779248c674f0da6
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/DOE_Lote_1_ethanol_manual_entry.xlsx,31783,bf3b419add35fe61230ec7a494b5e75b96d01d5d46d90ddc4249e64aed5a0224
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXP(2026-06-24 15-27).txt,2803,df1fa1740cbb04828125825284a07c29bc49dbb7595ed3859813fb30c991d4db
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-15 16-36).txt,1363,eb2463da44899ebed54b6a4fccc539a4f67eaeb447945670bf30df1ff057f12e
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-16 09-10).txt,5336,11e03fb5c3445c9d782cb78c62f2c593a703d1a76b1f3b1f83bfdb0b869ec479
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-17 10-33).txt,3971,61b8cec40ecbbf458bed6f9e3d94dece3cc0f4372e85d09ac8bdf8cca4ececba
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-18 10-48).txt,4078,6e296512e97c7a5f5b69d57b52d215e03b4f30afe41fa8758234c65b2e4bc118
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-19 10-18).txt,2776,169190d8603463b4e0e91380519c478ab1907bd040ffcf067ef322f097f80d66
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-19 16-24).txt,1386,8a58f67f60611cad55e738a3bc792e58c7b1e94bbf585f5c446efa3c714263bf
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-22 09-29).txt,2762,3f1d556d74c80f919b66bb4aaad82034b1051cc311493de8ed1d3052a23b3935
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-23 09-10).txt,2803,21ae6dffc8cfa6e631511ec6160696a836a2059956ea299f0a53a438f768e7cc
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-24 10-57).txt,1445,6cc570b5de0f1a7d8348c5f1afb23eee5e746218d8c6a6a590ab9de194036b6f
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-24 13-04).txt,1718,59c32c44242f883578bb9447a152b27d05b529bbda1cfb8672bd8c53800a4fd0
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-06-26 10-17).txt,2199,80bbf1967c5ce33256cacbf719d65b8c7440267b18a1a511bb77e8a775dd0044
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/EXPAuto(2026-07-01 15-18).txt,459,bd9abf5804d5dd792b25abe38e581cd0a9b51b20c731eb01e07139975eb9ac80
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-15 16-36)_1.txt,1363,eb2463da44899ebed54b6a4fccc539a4f67eaeb447945670bf30df1ff057f12e
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-16 09-10)_1.txt,13516,52ac8ad0c49c948c812ee8fca56d8c04093441cf25dbf76cc6cd4394d78f35cc
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-17 10-33)_1.txt,3972,4481425c9345f5b391c3c5cb444b37a2f21afd3286bc52083c4718ce5872f9af
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-18 10-48)_1.txt,11894,228d9d975e4d75870196a99fa5e63cea9e1c108532e4bb07217f199854f25d32
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-19 10-18)_1.txt,4163,16507a04b32b3f954f3365b2957e8b593a0149fcbb121efd1eee4a073a201a39
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-19 16-24)_1.txt,1386,8a58f67f60611cad55e738a3bc792e58c7b1e94bbf585f5c446efa3c714263bf
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-22 09-29)_1.txt,4455,d3adbe7e074b50f649080137c18545f3832966d8165d0c9c24458ad115d55afd
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-23 09-10)_1.txt,13761,31a103f1eb9c493962d974d481a14eac97c1b1255d4a8c75d79a4dc03ae332c5
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-24 10-57)_1.txt,1445,6cc570b5de0f1a7d8348c5f1afb23eee5e746218d8c6a6a590ab9de194036b6f
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-24 13-04)_1.txt,4957,201152fd69b9c2e9cdcd13078636ff7b1161f8ca93db16bb693de4f7eb30c401
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-06-26 10-17)_1.txt,3997,95eb4d5684c9447010fd8c62c5e15788975912f41472b9f7d602e3b3947895c4
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_1/Y15_lote1/ONLINE(26-07-01 15-18)_1.txt,562,2239d4da8c35996058c2d15cc57c29870da34a5d460376136169670713c947c0
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F04_F1_Lot2_synthetic_glucose_rich_fructose_pulse/CO2_F1.csv,835094,c01147c1735ecd039d046efae24445a3560a4730809f890512d8ddb18f495ffc
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F04_F1_Lot2_synthetic_glucose_rich_fructose_pulse/CO2_F1_pt2.csv,319493,9abe873bcafd829abca58e29ee6886afebfc2e9a6044f9daf7066c4acdb251f9
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F04_F1_Lot2_synthetic_glucose_rich_fructose_pulse/CO2_FILT_F1.csv,891101,56818cd36153802708f5ee9a2a8be10693cda63db803e5cb3e0bc6f4b4f6c0f6
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F04_F1_Lot2_synthetic_glucose_rich_fructose_pulse/CO2_FILT_F1_pt2.csv,338887,45bec4d246f09a75fcd1357b0f53e52d7ae7005239c2f7345465593170ccf482
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F04_F1_Lot2_synthetic_glucose_rich_fructose_pulse/Temp_F1.csv,3878956,6efbede13eee5984c1f695b762c8306bcca1e597a5d1a8ab14e60951f623bf3b
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F04_F1_Lot2_synthetic_glucose_rich_fructose_pulse/Temp_F1_pt2.csv,1509732,c78493e1716d677c81eba8d07dc6b2f6fbba8a32f2dd8a21af4779c2b8267c2b
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F05_F2_Lot2_synthetic_lit_SM410_24C_highN_strip/CO2_F2.csv,832070,3f11158276ad47ccd4aa2572b7ebe43aa619af0f1a03ca0afbfcbc7d9c64bc34
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F05_F2_Lot2_synthetic_lit_SM410_24C_highN_strip/CO2_F2_pt2.csv,326063,1188de53424d29698732c4874ed3a509f020651d0df4a75441b85cd6aa4ddb55
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F05_F2_Lot2_synthetic_lit_SM410_24C_highN_strip/CO2_FILT_F2.csv,885555,3d11785dde3684de5efb1d079e28866b77098da88918d0a5ed64466d75c03e39
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F05_F2_Lot2_synthetic_lit_SM410_24C_highN_strip/CO2_FILT_F2_pt2.csv,345324,1921102f5550faea0ec86c39fd36c641ce5be6399198c564d70b48f2465e49bc
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F05_F2_Lot2_synthetic_lit_SM410_24C_highN_strip/Temp_F2.csv,3877656,dce9c92b1b27641504ddc4813b88e94d150ae88dd81b43c1b30eb6926aa36b19
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F05_F2_Lot2_synthetic_lit_SM410_24C_highN_strip/Temp_F2_pt2.csv,1509524,7526e3893123afae57990f68aa9b0410c8e45c8ddd3c8c36bef91849fbb4affb
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F06_F3_Lot2_synthetic_viable_biomass_step/CO2_F3.csv,831653,869742533f681b13c797dafc314fde0867c07a7ed19fff9031704f50ae9e3285
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F06_F3_Lot2_synthetic_viable_biomass_step/CO2_F3_pt2.csv,324238,65cf36da9e2192a964a34ec831ce54f7e0ef070b2bae6659fbb82300bc692ede
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F06_F3_Lot2_synthetic_viable_biomass_step/CO2_FILT_F3.csv,884067,a9b35814c28261cb14f18396970a8a526f928bc0ca923eb4c3d8cd0f6804a3df
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F06_F3_Lot2_synthetic_viable_biomass_step/CO2_FILT_F3_pt2.csv,343991,d1aeb626080ee909d8c239732b49e3657d50ba70d3546a072b1b000d40afb006
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F06_F3_Lot2_synthetic_viable_biomass_step/Temp_F3.csv,3876252,1cedc806fa67a57f74b97d2dc9481bbec3da585946c4379760e2211b703d7baf
laboratory_2026,fermentation_model/data/Laboratorio 2026/DOE_Lote_2/DOE26-F06_F3_Lot2_synthetic_viable_biomass_step/Temp_F3_pt2.csv,1509732,40a93fd95bec41bdeea611be564698c82336334d28b8a08d0ae8ee06b2087202
laboratory_2026,fermentation_model/data/Laboratorio 2026/mosto_natural_xthiol.xlsx,184064,dbe34ebe43ad7647052d4898031d44c381fad9433e765604f367f4c0841e40d9
pilot_2026,fermentation_model/data/Piloto 2026/Lotes1a3/Resultados_GC.csv,41043,5a58e3cd1073e78f415cb7c66e92ae85c2a854cab1338afcd98b38adc6d5e41b
pilot_2026,fermentation_model/data/Piloto 2026/Lotes1a3/raw/Ensayos_ID_Piloto_2026_Borrador.pdf,1709346,c8a38c7dc9864444805cb7278ba7411f6d68481109ef815ad5accc03060c4c4c
pilot_2026,fermentation_model/data/Piloto 2026/Lotes1a3/raw/GC_162_2026_Condensados_CT.xlsx,171953,9a29fdf86ac0ea93d8345221e53cf4d0cf3d8f37f05d5048f49c161116dd112c
pilot_2026,fermentation_model/data/Piloto 2026/Lotes1a3/raw/Planilla_Maestra_ID_2026_14_07_26.xlsx,1538897,80b3bae205b3cd1669f62d7c895d922a08f4e729b0b551192762663d3644fa79
pilot_2026,fermentation_model/data/Piloto 2026/Lotes1a3/raw/co2_massview_lotes1a3.zip,16842940,aa8d8b3bcde5b3e26a6e51e07f2975d79844512acc1ebcf993ef3ef7a202b4b6
pilot_2026,fermentation_model/data/Piloto 2026/Lotes1a3/raw/temperature_controller_2026.zip,1405323,d8c098e6edf93cd8734d9ca8d2dfe5c3b51b9892b62d3a7fe183612e03d871ce
