policy,species,capture_interval,start_h,end_h,duration_h,capture_stage_1_c,capture_stage_2_c,maximum_capture_interval_h,maximum_capture_interval_policy,within_approved_duration,captured_mass_mean_ug,captured_mass_min_ug,captured_mass_max_ug,cumulative_mass_start_mean_ug,cumulative_mass_end_mean_ug,mass_conservation_max_abs_error_ug,maximum_trap_loading,maximum_trap_loading_policy,trap_loading_constraint_satisfied,vessel_change_required
candidate_B,ethyl_octanoate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,4.860737003721438,0.6730723196350838,58.44563651671319,0.8869871219132093,5.747724125634647,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.2880167676162113,1.626043361512987,26.481691448427412,5.747724125634647,9.03574089325086,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,7.146242628408968,3.878278076850348,47.21260432119581,9.03574089325086,16.181983521659827,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,3.5114454061416205,1.7783742357319134,20.507200373452037,16.181983521659827,19.69342892780145,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,8.884772367432983,4.43085199697186,47.37613927232593,19.69342892780145,28.57820129523443,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,ethyl_octanoate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,10.41206392489126,5.9475394736203775,49.58271276625544,28.57820129523443,38.99026522012569,7.105427357601002e-15,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,1,0.0,18.0,18.0,0.0,-40.0,,unbounded_by_hardware,True,0.4095031667887022,0.02028209693615602,5.269754966970341,0.0,0.4095031667887022,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,2,18.0,22.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,0.83994555101833,0.016854313276582288,12.27358863569773,0.4095031667887022,1.2494487178070321,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,3,22.0,26.0,4.0,0.0,-40.0,,unbounded_by_hardware,True,2.3758492408572245,0.03355688667868034,34.28028394344055,1.2494487178070321,3.625297958664257,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,4,26.0,42.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,31.253301631609983,1.3002155979547216,201.14806382036187,3.625297958664257,34.87859959027424,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,5,42.0,50.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,23.4831865859046,6.418226569635909,93.21357452684163,34.87859959027424,58.361786176178846,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,6,50.0,66.0,16.0,0.0,-40.0,,unbounded_by_hardware,True,53.33850213769546,28.081084991807952,170.9944970624653,58.361786176178846,111.7002883138743,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,7,66.0,74.0,8.0,0.0,-40.0,,unbounded_by_hardware,True,26.929987818676498,13.796112017609829,75.7980205658821,111.7002883138743,138.6302761325508,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,8,74.0,98.0,24.0,0.0,-40.0,,unbounded_by_hardware,True,69.69368731646563,36.534181418272865,181.32637415373915,138.6302761325508,208.32396344901642,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
candidate_B,isoamyl_acetate,9,98.0,162.0,64.0,0.0,-40.0,,unbounded_by_hardware,True,84.10933787145987,47.73111756590421,193.28323032831304,208.32396344901642,292.4333013204763,5.684341886080802e-14,,not_applicable_for_sampling_nozzle,True,False
