ID,fecha_hora,t,temperatura,densidad,Viability,Peso Seco,GLUCOSE,FRUCTOSE,PAN,AMMONIA,YAN,GLYCEROL,PYRUVIC ACID,PYRUVIC ACID2,ACETALDEHIDO,ETANOL,pulso_nut,bencil_alcohol_total,benzaldehido_total,decanoato_de_etilo_total,hexil_acetate_total,isoamil_acetate_total,octanoate_de_etilo_total,phenylethylacetate_total,Ethyl_Acetate_total,Código ensayo,fecha_hora_original,fecha_hora_nota,base_t_origen,temperatura_fuente,temperatura_evento_activo,protocolo_inferido,pulso_nut_evento,pulso_nut_t_h,pulso_nut_tipo,Brix,pH,DO,Oculyze Concentration,Oculyze Budding,Y15 Glucosa-Fructosa,Y15 Acetico,Cf Alcolyzer (% v/v),Cf Alcolyzer Real (% v/v),Tipo muestra,Hito,Matriz,Volumen total (mL),Contenedores,Análisis planificados,Estado muestreo,Peso recipiente (g),Extracto seco (g),GC-MS/MS MEF,GC-MS/MS Cond,Freezer,Caja,Posición,Aroma Vol GC (mL),Aroma Dilución 1:X,Aroma GA muestra (% v/v),Aroma EtOH objetivo (%),Aroma Alcohol HPLC 100% (uL),Aroma Vol muestra (µL),Temporada,Proyecto,Escala,Lote,Reactor/Estanque,Condición,Réplica,Variedad,Levadura,Volumen inicial (L),Objetivo específico,Observaciones ensayo,Codigo_fuente,Cubada,Temperatura Medida,Temperatura_operacional_columna_Temperatura,Adicion,GLU-FRU-320,GLUCOSE-320,FRUCTOSE_inferida,C_total,C_viable,Budding_Index,DateTime_serial,Archivo_origen,flag_calidad,observaciones_CCD
MS012-3,2025-10-22 10:00:00,46.0,23,1052.9,77.97,,54.09,83.54999999999998,12.0,6.0,16.0,5.39,79.0,,,,4,,,,,,,,,MS012,2025-10-22 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,13.7,,,69.74,8.92,137.64,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-3,MS012,23.1,23,4,137.64,54.09,83.54999999999998,69.74,54.38,8.92,2025-10-22 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-4,2025-10-23 10:30:00,70.5,23,1031.7,74.03,,28.02,63.86,5.0,0.0001,0.0001,6.36,46.0,,,,4,,,,,,,,,MS012,2025-10-23 10:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,8.7,,,63.29,9.83,91.88,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-4,MS012,23.3,23,4,91.88,28.02,63.86,63.29,46.85,9.83,2025-10-23 10:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-5,2025-10-24 09:30:00,93.5,23,1018.9,71.37,,15.36,49.730000000000004,6.0,0.0001,0.0001,6.64,45.0,,,9.96,4,,,,,,,,,MS012,2025-10-24 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,5.4,,,69.74,9.03,65.09,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-5,MS012,22.7,23,4,65.09,15.36,49.730000000000004,69.74,49.77,9.03,2025-10-24 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-6,2025-10-27 10:00:00,166.0,23,991.6,60.57,,1.05,4.44,68.0,40.0,100.0,7.08,31.0,,,13.75,4,,,,,,,,,MS012,2025-10-27 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,-1.5,,,75.96,7.18,5.49,,,,Muestreo cinético,6,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-6,MS012,22.6,23,4,5.49,1.05,4.44,75.96,46.01,7.18,2025-10-27 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-7,2025-10-28 11:00:00,191.0,23,988.6,54.32,,0.56,-0.45000000000000007,66.0,35.0,95.0,7.27,29.0,,,,4,,,,,,,,,MS012,2025-10-28 11:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,-2.3,,,61.37,9.14,0.11,,,,Muestreo cinético,7,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-7,MS012,23.2,23,4,0.11,0.56,-0.45000000000000007,61.37,33.33,9.14,2025-10-28 11:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS012-8,2025-10-29 09:30:00,213.5,23,988.8,56.97,,2.97,-1.4400000000000002,,,,7.68,10.0,,,14.2,4,,,,,,,,,MS012,2025-10-29 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,23,CCD_2factores_T23_Adicion4,4,,Factor CCD Adicion,-2.3,,,89.25,11.19,1.53,,,,Muestreo cinético,8,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS012,MS012,T=23; Adición=4,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS012-8,MS012,22.9,23,4,1.53,2.97,-1.4400000000000002,89.25,50.84,11.19,2025-10-29 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-0,2025-11-03 12:00:00,0.0,19,1098.4,,,125.07,116.20000000000002,14.0,249.0,218.0,0.27,0.0001,,,0.0,3,,,,,,,,,MS013,2025-11-03 12:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,23.8,,,15.0,,241.27,,,,Muestreo cinético,0,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-0,MS013,19.0,19,3,241.27,125.07,116.20000000000002,15.0,,,2025-11-03 12:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-1,2025-11-04 10:00:00,22.0,19,1095.8,57.41,,116.07,115.70000000000002,61.0,246.0,263.0,0.88,22.0,,,,3,,,,,,,,,MS013,2025-11-04 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,23.2,,,26.69,20.0,231.77,,,,Muestreo cinético,1,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-1,MS013,18.8,19,3,231.77,116.07,115.70000000000002,26.69,15.325,20.0,2025-11-04 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-2,2025-11-05 09:00:00,45.0,19,1083.1,63.88,,96.42,104.85000000000001,24.0,168.0,162.0,2.83,64.0,,,,3,,,,,,,,,MS013,2025-11-05 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,20.4,,,49.54,24.65,201.27,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-2,MS013,19.1,19,3,201.27,96.42,104.85000000000001,49.54,31.64,24.65,2025-11-05 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-3,2025-11-06 09:00:00,69.0,19,1063.3,76.07,,52.17,71.3,13.0,29.0,36.0,4.03,58.0,,,,3,,,,,,,,,MS013,2025-11-06 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,15.9,,,71.89,20.73,123.47,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-3,MS013,19.2,19,3,123.47,52.17,71.3,71.89,54.69,20.73,2025-11-06 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-4,2025-11-07 09:30:00,93.5,19,1043.6,66.81,,39.8,74.94,68.0,61.0,118.0,6.39,62.0,,,7.13,3,,,,,,,,,MS013,2025-11-07 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,11.4,,,69.66,15.33,114.74,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-4,MS013,20.6,19,3,114.74,39.8,74.94,69.66,46.54,15.33,2025-11-07 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-5,2025-11-10 09:30:00,165.5,19,1006.1,72.83,,4.42,29.629999999999995,73.0,24.0,92.0,7.15,29.0,,,12.15,3,,,,,,,,,MS013,2025-11-10 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,2.1,,,91.32,13.2,34.05,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-5,MS013,20.7,19,3,34.05,4.42,29.629999999999995,91.32,66.51,13.2,2025-11-10 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-6,2025-11-11 11:30:00,191.5,19,990.0,73.53,,1.79,16.41,65.0,26.0,86.0,7.79,27.0,,,,3,,,,,,,,,MS013,2025-11-11 11:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,0.2,,,116.05,10.85,18.2,,,,Muestreo cinético,6,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-6,MS013,19.2,19,3,18.2,1.79,16.41,116.05,85.33,10.85,2025-11-11 11:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS013-7,2025-11-12 09:00:00,213.0,19,993.9,67.21,,1.09,8.43,66.0,29.0,90.0,8.08,19.0,,,13.9,3,,,,,,,,,MS013,2025-11-12 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,-1.1,,,85.25,11.89,9.52,,,,Muestreo cinético,7,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS013,MS013,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS013-7,MS013,20.6,19,3,9.52,1.09,8.43,85.25,57.3,11.89,2025-11-12 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-0,2025-11-03 12:00:00,0.0,19,1101.2,,,127.15,126.5,15.0,257.0,226.0,0.21,10.0,,,0.0,3,,,,,,,,,MS014,2025-11-03 12:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,24.4,,,15.0,,253.65,,,,Muestreo cinético,0,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-0,MS014,19.1,19,3,253.65,127.15,126.5,15.0,,,2025-11-03 12:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-1,2025-11-04 10:00:00,22.0,19,1099.1,57.67,,121.23,120.88000000000001,65.0,256.0,275.0,0.95,22.0,,,,3,,,,,,,,,MS014,2025-11-04 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,23.9,,,28.035,16.44,242.11,,,,Muestreo cinético,1,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-1,MS014,19.0,19,3,242.11,121.23,120.88000000000001,28.035,16.165,16.44,2025-11-04 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-2,2025-11-05 09:00:00,45.0,19,1086.3,65.9,,100.2,104.93999999999998,26.0,182.0,175.0,2.99,66.0,,,,3,,,,,,,,,MS014,2025-11-05 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,21.2,,,46.02,24.22,205.14,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-2,MS014,19.3,19,3,205.14,100.2,104.93999999999998,46.02,30.72,24.22,2025-11-05 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-3,2025-11-06 09:00:00,69.0,19,1066.3,74.64,,68.48,96.54,21.0,63.0,73.0,5.17,78.0,,,,3,,,,,,,,,MS014,2025-11-06 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,16.6,,,68.43,15.6,165.02,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-3,MS014,19.3,19,3,165.02,68.48,96.54,68.43,51.08,15.6,2025-11-06 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-4,2025-11-07 09:30:00,93.5,19,1046.4,70.7,,44.45,80.41,75.0,70.0,132.0,6.62,68.0,,,7.08,3,,,,,,,,,MS014,2025-11-07 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,12.0,,,87.56,13.42,124.86,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-4,MS014,20.6,19,3,124.86,44.45,80.41,87.56,61.9,13.42,2025-11-07 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-5,2025-11-10 09:30:00,165.5,19,1009.3,68.17,,6.17,35.53,73.0,35.0,102.0,7.1,30.0,,,12.06,3,,,,,,,,,MS014,2025-11-10 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,2.9,,,83.72,11.38,41.7,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-5,MS014,20.3,19,3,41.7,6.17,35.53,83.72,57.07,11.38,2025-11-10 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-6,2025-11-11 11:30:00,191.5,19,1002.1,69.33,,2.69,22.82,69.0,39.0,101.0,8.01,29.0,,,,3,,,,,,,,,MS014,2025-11-11 11:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,1.0,,,98.92,12.27,25.51,,,,Muestreo cinético,6,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-6,MS014,19.4,19,3,25.51,2.69,22.82,98.92,68.59,12.27,2025-11-11 11:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS014-7,2025-11-12 09:00:00,213.0,19,995.6,67.19,,1.54,12.280000000000001,67.0,38.0,98.0,7.92,24.0,,,13.9,3,,,,,,,,,MS014,2025-11-12 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,19,CCD_2factores_T19_Adicion3,3,,Factor CCD Adicion,-0.6,,,78.42,11.07,13.82,,,,Muestreo cinético,7,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS014,MS014,T=19; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS014-7,MS014,20.3,19,3,13.82,1.54,12.280000000000001,78.42,52.69,11.07,2025-11-12 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS015-0,2025-11-03 12:00:00,0.0,15,1098.3,,,121.91,118.49000000000001,13.0,252.0,220.0,0.22,7.0,,,0.0,3,,,,,,,,,MS015,2025-11-03 12:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,15,CCD_2factores_T15_Adicion3,3,,Factor CCD Adicion,23.6,,,15.0,,240.4,,,,Muestreo cinético,0,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS015,MS015,T=15; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS015-0,MS015,15.9,15,3,240.4,121.91,118.49000000000001,15.0,,,2025-11-03 12:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS015-1,2025-11-04 10:00:00,22.0,15,1097.9,54.26,,119.1,116.71000000000001,76.0,255.0,286.0,0.62,6.0,,,,3,,,,,,,,,MS015,2025-11-04 10:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,15,CCD_2factores_T15_Adicion3,3,,Factor CCD Adicion,23.5,,,23.425,16.07,235.81,,,,Muestreo cinético,1,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS015,MS015,T=15; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS015-1,MS015,15.8,15,3,235.81,119.1,116.71000000000001,23.425,12.71,16.07,2025-11-04 10:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS015-2,2025-11-05 09:00:00,45.0,15,1093.5,48.02,,109.73,112.7,50.0,243.0,249.0,1.15,23.0,,,,3,,,,,,,,,MS015,2025-11-05 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,15,CCD_2factores_T15_Adicion3,3,,Factor CCD Adicion,22.6,,,29.11,17.94,222.43,,,,Muestreo cinético,2,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS015,MS015,T=15; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS015-2,MS015,16.2,15,3,222.43,109.73,112.7,29.11,13.98,17.94,2025-11-05 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS015-3,2025-11-06 09:00:00,69.0,15,1085.5,58.62,,94.4,104.15,29.0,198.0,191.0,2.57,53.0,,,,3,,,,,,,,,MS015,2025-11-06 09:00:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,15,CCD_2factores_T15_Adicion3,3,,Factor CCD Adicion,20.8,,,37.86,22.92,198.55,,,,Muestreo cinético,3,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS015,MS015,T=15; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS015-3,MS015,16.5,15,3,198.55,94.4,104.15,37.86,22.2,22.92,2025-11-06 09:00:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS015-4,2025-11-07 09:30:00,93.5,15,1070.2,67.62,,74.85,100.14000000000001,61.0,208.0,232.0,4.18,78.0,,,3.55,3,,,,,,,,,MS015,2025-11-07 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,15,CCD_2factores_T15_Adicion3,3,,Factor CCD Adicion,17.5,,,80.41,17.38,174.99,,,,Muestreo cinético,4,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS015,MS015,T=15; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS015-4,MS015,18.5,15,3,174.99,74.85,100.14000000000001,80.41,54.38,17.38,2025-11-07 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
MS015-5,2025-11-10 09:30:00,165.5,15,1032.4,68.8,,26.41,63.650000000000006,49.0,93.0,126.0,6.09,43.0,,,8.45,3,,,,,,,,,MS015,2025-11-10 09:30:00,Serial Excel desde columna DateTime del archivo CCD,Horas,Temperatura,15,CCD_2factores_T15_Adicion3,3,,Factor CCD Adicion,8.5,,,70.89,13.65,90.06,,,,Muestreo cinético,5,Fermentación,,,Fisicoquímico; HPLC/analitos; biomasa/viabilidad,Dato importado desde archivo CCD,,,,,,,,,,,,,,,CCD 2 factores,Laboratorio,MS015,MS015,T=15; Adición=3,,,,,Homologación de datos CCD 2 factores para calibración/modelación,temperatura homologada desde columna Temperatura; Temperatura Medida conservada como variable adicional.,MS015-5,MS015,18.3,15,3,90.06,26.41,63.650000000000006,70.89,48.77,13.65,2025-11-10 09:30:00,data_CCD_2factores.xlsx,,Dato CCD homologado; Temperatura Medida no se usa como temperatura operacional.
