process,sample_id_raw,sample_id_clean,sample_id_corrected,sample_id_resolution,sample_datetime,t_h,Description,cell_total_million_ml,cell_viable_million_ml,cell_dead_million_ml,x_total_g_l,x_viable_g_l,x_dead_g_l,Viability,Budding Index,Density,Temperature,source_file
F1,DOE-LAB001-11,DOE-LAB001-11,False,raw_id_used,2026-06-18 16:00:00,72.5,18/06/26 16:00,62.44,60.366992,2.0730079999999944,1.8731999999999998,1.8110097600000001,0.06219023999999983,96.68,19.56,1049.4,12.8,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-12,DOE-LAB001-12,False,raw_id_used,2026-06-19 10:00:00,90.5,19/06/26 10:00,57.3,55.68414,1.6158599999999979,1.7189999999999999,1.6705242,0.04847579999999994,97.18,17.16,1037.7,22.3,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-13,DOE-LAB001-13,False,raw_id_used,2026-06-19 12:00:00,92.5,19/06/26 12:00,65.67,64.212126,1.457874000000004,1.9701,1.92636378,0.04373622000000012,97.78,15.91,1037.4,20.9,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-14,DOE-LAB001-14,False,raw_id_used,2026-06-19 16:00:00,96.5,19/06/26 16:00,60.14,58.293702,1.8462979999999973,1.8042,1.74881106,0.05538893999999992,96.93,13.67,1035.9,20.7,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-15,DOE-LAB001-15,False,raw_id_used,2026-06-22 10:00:00,162.5,22/06/2026 10:00,61.14,57.911808,3.228192,1.8342,1.73735424,0.09684575999999999,94.72,15.45,1005.3,21.3,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-16,DOE-LAB001-16,False,raw_id_used,2026-06-22 16:00:00,168.5,22/06/2026 16:00,57.37,54.604766,2.7652339999999995,1.7210999999999999,1.6381429799999998,0.08295701999999998,95.18,7.63,1003.9,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-17,DOE-LAB001-17,False,raw_id_used,2026-06-23 10:00:00,186.5,23/06/2026 10:00,54.07,51.225918,2.844082,1.6220999999999999,1.5367775399999999,0.08532246,94.74,10.09,998.8,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-18,DOE-LAB001-18,False,raw_id_used,2026-06-23 16:00:00,192.5,23/06/2026 16:00,53.48,51.24453599999999,2.2354640000000074,1.6043999999999998,1.5373360799999995,0.06706392000000022,95.82,15.4,997.8,20.6,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F01_F1_Lot1_synthetic_lit_SM410_18C_highN_ester\Oculyze_Biomasa_F1.csv
F1,DOE-LAB001-19,DOE-LAB001-19,False,raw_id_used,2026-06-24 11:00:00,211.5,24/06/2026 11:00,41.47,39.010828999999994,2.459171000000005,1.2441,1.1703248699999997,0.07377513000000015,94.07,15.37,993.9,21.3,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F2,DOE-LAB002-1,DOE-LAB002-1,False,raw_id_used,2026-06-15 15:30:00,0.0,15/06/26 15:30,38.1,36.48837,1.6116299999999981,1.143,1.0946511,0.048348899999999945,95.77,27.62,1059.1,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-2,DOE-LAB002-2,False,raw_id_used,2026-06-16 08:30:00,17.0,16/06/26 08:30,49.46,48.69337,0.7666299999999993,1.4838,1.4608011,0.02299889999999998,98.45,18.17,1051.4,18.9,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-3,DOE-LAB002-3,False,raw_id_used,2026-06-16 12:00:00,20.5,16/06/26 12:00,57.76,57.06687999999999,0.6931200000000075,1.7328,1.7120063999999997,0.020793600000000224,98.8,21.41,1051.7,20.3,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-4,DOE-LAB002-4,False,raw_id_used,2026-06-16 14:30:00,23.0,16/06/26 14:30,55.99,54.299102000000005,1.6908979999999971,1.6797,1.62897306,0.050726939999999915,96.98,18.52,1052.8,19.6,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-5,DOE-LAB002-5,False,raw_id_used,2026-06-16 16:30:00,25.0,16/06/26 16:30,50.84,49.075852000000005,1.7641479999999987,1.5252000000000001,1.4722755600000001,0.05292443999999996,96.53,16.47,1049.6,20.8,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-6,DOE-LAB002-6,False,raw_id_used,2026-06-17 10:00:00,42.5,17/06/26 10:00,61.98,61.825050000000005,0.15494999999999237,1.8594,1.8547515,0.004648499999999771,99.75,16.98,1046.2,20.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-7,DOE-LAB002-7,False,raw_id_used,2026-06-17 12:30:00,45.0,17/06/26 12:30,65.75,64.599375,1.1506250000000051,1.9725,1.9379812499999998,0.034518750000000153,98.25,13.32,1046.2,19.1,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-7,DOE-LAB002-8,True,chronology_inferred,2026-06-17 16:00:00,48.5,17/06/26 16:00,63.13,62.978488000000006,0.15151199999999676,1.8939,1.88935464,0.004545359999999903,99.76,15.57,1054.7,19.9,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-9,DOE-LAB002-9,False,raw_id_used,2026-06-18 10:00:00,66.5,18/06/26 10:00,84.33,83.790288,0.5397119999999944,2.5299,2.51370864,0.016191359999999832,99.36,15.03,1049.6,20.5,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-10,DOE-LAB002-10,False,raw_id_used,2026-06-18 12:30:00,69.0,18/06/26 12:30,61.14,60.834300000000006,0.30569999999999453,1.8342,1.825029,0.009170999999999836,99.5,13.82,1049.5,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-11,DOE-LAB002-11,False,raw_id_used,2026-06-18 16:00:00,72.5,18/06/26 16:00,67.73,67.520037,0.2099630000000019,2.0319000000000003,2.02560111,0.006298890000000057,99.69,16.8,1048.3,20.9,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-12,DOE-LAB002-12,False,raw_id_used,2026-06-19 10:00:00,90.5,19/06/26 10:00,61.06,60.137994,0.9220060000000032,1.8318,1.8041398199999998,0.027660180000000097,98.49,10.06,1042.4,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-13,DOE-LAB002-13,False,raw_id_used,2026-06-19 12:00:00,92.5,19/06/26 12:00,59.22,59.066027999999996,0.1539720000000031,1.7766,1.77198084,0.0046191600000000934,99.74,13.23,1041.9,3.34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-14,DOE-LAB002-14,False,raw_id_used,2026-06-19 16:00:00,96.5,19/06/26 16:00,59.29,58.371005000000004,0.9189949999999953,1.7787,1.75113015,0.027569849999999858,98.45,12.05,1046.9,20.3,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-15,DOE-LAB002-15,False,raw_id_used,2026-06-22 10:00:00,162.5,22/06/2026 10:00,62.67,62.287713000000004,0.38228699999999805,1.8800999999999999,1.86863139,0.011468609999999942,99.39,10.54,1031.9,21.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-16,DOE-LAB002-16,False,raw_id_used,2026-06-22 16:00:00,168.5,22/06/2026 16:00,96.47,95.46671199999999,1.003288000000012,2.8941,2.8640013599999996,0.030098640000000357,98.96,7.56,1030.2,20.7,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-17,DOE-LAB002-17,False,raw_id_used,2026-06-23 10:00:00,186.5,23/06/2026 10:00,59.45,58.83766500000001,0.6123349999999945,1.7835,1.7651299500000002,0.018370049999999836,98.97,6.59,1026.0,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-18,DOE-LAB002-18,False,raw_id_used,2026-06-23 16:00:00,192.5,23/06/2026 16:00,59.52,58.82956800000001,0.6904319999999942,1.7856,1.7648870400000003,0.020712959999999826,98.84,7.35,1024.9,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-19,DOE-LAB002-19,False,raw_id_used,2026-06-24 11:00:00,211.5,24/06/2026 11:00,61.67,60.899125000000005,0.7708749999999966,1.8501,1.82697375,0.023126249999999897,98.75,8.34,1022.0,20.7,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-20,DOE-LAB002-20,False,raw_id_used,2026-06-25 16:00:00,240.5,25-06-2026 16:00,54.15,53.689724999999996,0.4602750000000029,1.6244999999999998,1.6106917499999998,0.013808250000000086,99.15,5.11,1017.7,20.4,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F2,DOE-LAB002-2,DOE-LAB002-21,True,chronology_inferred,2026-06-26 12:00:00,260.5,26/06/2026 12:00,56.76,55.375055999999994,1.3849440000000044,1.7027999999999999,1.6612516799999997,0.04154832000000013,97.56,5.82,1014.6,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F02_F2_Lot1_synthetic_high_biomass_low_N_maintenance\Oculyze_F2.csv
F3,DOE-LAB002,DOE-LAB003-1,True,chronology_inferred,2026-06-15 15:30:00,0.0,15/06/26 15:30,5.34,4.417782,0.922218,0.16019999999999998,0.13253346,0.02766654,82.73,25.18,1075.1,20.1,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-2,DOE-LAB003-2,False,raw_id_used,2026-06-16 08:30:00,17.0,16/06/26 08:30,7.64,7.0257439999999995,0.6142560000000001,0.2292,0.21077231999999999,0.018427680000000002,91.96,19.6,1072.5,19.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-3,DOE-LAB003-3,False,raw_id_used,2026-06-16 12:00:00,20.5,16/06/26 12:00,8.45,8.065525000000001,0.38447499999999835,0.25349999999999995,0.24196575,0.01153424999999995,95.45,23.64,1071.3,19.6,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-4,DOE-LAB003-4,False,raw_id_used,2026-06-16 14:30:00,23.0,16/06/26 14:30,7.49,7.336455000000001,0.15354499999999938,0.2247,0.22009365000000003,0.004606349999999981,97.95,22.56,1069.5,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-6,DOE-LAB003-6,False,raw_id_used,2026-06-17 10:00:00,42.5,17/06/26 10:00,26.27,25.731465,0.5385349999999995,0.7880999999999999,0.7719439499999999,0.016156049999999984,97.95,25.88,1060.4,20.3,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-7,DOE-LAB003-7,False,raw_id_used,2026-06-17 12:30:00,45.0,17/06/26 12:30,33.06,32.868252000000005,0.19174799999999692,0.9918,0.9860475600000002,0.005752439999999907,99.42,27.87,1059.2,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,PI-DOE-LAB003-7,DOE-LAB003-8,True,chronology_inferred,2026-06-17 16:00:00,48.5,17/06/26 16:00,43.24,42.241156000000004,0.9988439999999983,1.2972,1.26723468,0.029965319999999948,97.69,27.89,1056.1,20.0,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-9,DOE-LAB003-9,False,raw_id_used,2026-06-18 10:00:00,66.5,18/06/26 10:00,54.69,53.765739,0.9242609999999942,1.6406999999999998,1.6129721700000001,0.027727829999999825,98.31,14.61,1041.3,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-10,DOE-LAB003-10,False,raw_id_used,2026-06-18 12:30:00,69.0,18/06/26 12:30,52.3,50.9925,1.3074999999999974,1.569,1.5297749999999999,0.03922499999999992,97.5,17.77,1039.6,21.1,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-11,DOE-LAB003-11,False,raw_id_used,2026-06-18 16:00:00,72.5,18/06/26 16:00,48.62,47.69622,0.9237800000000007,1.4586,1.4308865999999998,0.02771340000000002,98.1,12.32,1049.1,21.4,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-12,DOE-LAB003-12,False,raw_id_used,2026-06-19 10:00:00,90.5,19/06/26 10:00,51.15,50.459475000000005,0.6905249999999938,1.5345,1.51378425,0.020715749999999814,98.65,15.77,1037.2,21.5,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-13,DOE-LAB003-13,False,raw_id_used,2026-06-19 12:00:00,92.5,19/06/26 12:00,47.85,47.23752,0.6124799999999979,1.4355,1.4171256,0.018374399999999937,98.72,13.16,1036.5,20.5,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-14,DOE-LAB003-14,False,raw_id_used,2026-06-19 16:00:00,96.5,19/06/26 16:00,48.69,48.15441,0.5355899999999991,1.4606999999999999,1.4446322999999999,0.016067699999999973,98.9,13.88,1034.5,20.5,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-15,DOE-LAB003-15,False,raw_id_used,2026-06-22 10:00:00,162.5,22/06/2026 10:00,43.16,41.929939999999995,1.2300600000000017,1.2948,1.2578981999999999,0.03690180000000005,97.15,8.54,1002.7,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-16,DOE-LAB003-16,False,raw_id_used,2026-06-22 16:00:00,168.5,22/06/2026 16:00,39.94,38.9415,0.9984999999999999,1.1982,1.168245,0.029954999999999996,97.5,11.54,1001.0,20.9,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-17,DOE-LAB003-17,False,raw_id_used,2026-06-23 10:00:00,186.5,23/06/2026 10:00,32.26,31.337363999999997,0.9226360000000007,0.9677999999999999,0.9401209199999999,0.02767908000000002,97.14,9.76,998.3,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-18,DOE-LAB003-18,False,raw_id_used,2026-06-23 16:00:00,192.5,23/06/2026 16:00,34.95,34.02732,0.9226799999999997,1.0485,1.0208196,0.02768039999999999,97.36,6.81,998.7,21.2,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
F3,DOE-LAB003-19,DOE-LAB003-19,False,raw_id_used,2026-06-24 11:00:00,211.5,24/06/2026 11:00,25.73,25.115053,0.6149470000000008,0.7719,0.75345159,0.018448410000000023,97.61,8.96,993.7,21.9,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\DOE26-F03_F3_Lot1_synthetic_fructose_rich_glucose\Oculyze_F3.csv
