experiment_id,mix_id,paired_wine_sample_id,timestamp,capture_interval_start,capture_interval_end,capture_interval_h,time_h,volume_a_ml,volume_b_ml,total_condensate_ml,fraction_a,fraction_b,lab_sample_id,paired_wine_gc_lab_sample_id,wine_pair_available,mix_id_result,analyte,mix_result_status,mix_model_observation_type,mix_vial_concentration_ug_l,mix_concentration_ug_l,mix_loq_ug_l,captured_mass_ug,captured_mass_upper_bound_ug,wine_sample_id_result,wine_result_status,wine_model_observation_type,wine_concentration_ug_l,wine_loq_ug_l
26157,26157-MIX-02,26157-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,15.0,35.0,0.5714285714285714,0.42857142857142855,Lab-26-2036,Lab-26-2037,True,26157-MIX-02,Decanoato de Etilo,quantified,observed,0.0168278738749835,16.8278738749835,12.5,0.5889755856244224,,26157-P-08,quantified,observed,19.750135860042,0.0125
26157,26157-MIX-02,26157-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,15.0,35.0,0.5714285714285714,0.42857142857142855,Lab-26-2036,Lab-26-2037,True,26157-MIX-02,Feniletil Acetato,NQ,left_censored,,,5000.0,,175.0,26157-P-08,quantified,observed,113.403011002358,5.0
26157,26157-MIX-03,26157-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,20.0,20.0,40.0,0.5,0.5,Lab-26-2038,Lab-26-2039,True,26157-MIX-03,Etil Acetato,NQ,left_censored,,,187500.0,,7500.0,26157-P-10,quantified,observed,15234.1622895453,187.5
26157,26157-MIX-03,26157-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,20.0,20.0,40.0,0.5,0.5,Lab-26-2038,Lab-26-2039,True,26157-MIX-03,Isoamil Acetato,quantified,observed,33.8711430610277,33871.1430610277,5000.0,1354.845722441108,,26157-P-10,quantified,observed,1713.24136842909,5.0
26157,26157-MIX-03,26157-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,20.0,20.0,40.0,0.5,0.5,Lab-26-2038,Lab-26-2039,True,26157-MIX-03,Hexil Acetato,quantified,observed,31.8397819472073,31839.7819472073,12.5,1273.5912778882919,,26157-P-10,quantified,observed,233.421649178012,0.0125
26157,26157-MIX-03,26157-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,20.0,20.0,40.0,0.5,0.5,Lab-26-2038,Lab-26-2039,True,26157-MIX-03,Octanoato de Etilo,quantified,observed,15.3639466526504,15363.9466526504,500.0,614.557866106016,,26157-P-10,quantified,observed,77.1235810837207,0.5
26157,26157-MIX-03,26157-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,20.0,20.0,40.0,0.5,0.5,Lab-26-2038,Lab-26-2039,True,26157-MIX-03,Decanoato de Etilo,quantified,observed,0.115006273395521,115.00627339552099,12.5,4.60025093582084,,26157-P-10,quantified,observed,14.9852435279222,0.0125
26157,26157-MIX-03,26157-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,20.0,20.0,40.0,0.5,0.5,Lab-26-2038,Lab-26-2039,True,26157-MIX-03,Feniletil Acetato,NQ,left_censored,,,5000.0,,200.0,26157-P-10,quantified,observed,119.442934588339,5.0
26157,26157-MIX-04,26157-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,22.0,38.0,0.42105263157894735,0.5789473684210527,Lab-26-2040,Lab-26-2041,True,26157-MIX-04,Etil Acetato,NQ,left_censored,,,187500.0,,7125.0,26157-P-12,quantified,observed,15763.7489947126,187.5
26157,26157-MIX-04,26157-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,22.0,38.0,0.42105263157894735,0.5789473684210527,Lab-26-2040,Lab-26-2041,True,26157-MIX-04,Isoamil Acetato,quantified,observed,63.10480237954815,63104.80237954815,5000.0,2397.9824904228294,,26157-P-12,quantified,observed,1763.78804595075,5.0
26157,26157-MIX-04,26157-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,22.0,38.0,0.42105263157894735,0.5789473684210527,Lab-26-2040,Lab-26-2041,True,26157-MIX-04,Hexil Acetato,quantified,observed,38.31108610077275,38311.08610077275,12.5,1455.8212718293646,,26157-P-12,quantified,observed,237.804354426785,0.0125
26157,26157-MIX-04,26157-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,22.0,38.0,0.42105263157894735,0.5789473684210527,Lab-26-2040,Lab-26-2041,True,26157-MIX-04,Octanoato de Etilo,quantified,observed,22.87117750533445,22871.17750533445,500.0,869.1047452027091,,26157-P-12,quantified,observed,110.036436506428,0.5
26157,26157-MIX-04,26157-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,22.0,38.0,0.42105263157894735,0.5789473684210527,Lab-26-2040,Lab-26-2041,True,26157-MIX-04,Decanoato de Etilo,quantified,observed,0.20394335041845252,203.94335041845252,12.5,7.749847315901196,,26157-P-12,quantified,observed,22.9707994059474,0.0125
26157,26157-MIX-04,26157-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,22.0,38.0,0.42105263157894735,0.5789473684210527,Lab-26-2040,Lab-26-2041,True,26157-MIX-04,Feniletil Acetato,NQ,left_censored,,,5000.0,,190.0,26157-P-12,quantified,observed,129.186661978201,5.0
26157,26157-MIX-05,26157-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666,Lab-26-2042,Lab-26-2043,True,26157-MIX-05,Etil Acetato,NQ,left_censored,,,187500.0,,1687.5,26157-P-13,quantified,observed,15886.1030435996,187.5
26157,26157-MIX-05,26157-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666,Lab-26-2042,Lab-26-2043,True,26157-MIX-05,Isoamil Acetato,quantified,observed,71.8169893193397,71816.9893193397,5000.0,646.3529038740573,,26157-P-13,quantified,observed,1705.03030563037,5.0
26157,26157-MIX-05,26157-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666,Lab-26-2042,Lab-26-2043,True,26157-MIX-05,Hexil Acetato,quantified,observed,41.6305313637715,41630.5313637715,12.5,374.67478227394355,,26157-P-13,quantified,observed,213.447159758645,0.0125
26157,26157-MIX-05,26157-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666,Lab-26-2042,Lab-26-2043,True,26157-MIX-05,Octanoato de Etilo,quantified,observed,26.1050488842835,26105.0488842835,500.0,234.9454399585515,,26157-P-13,quantified,observed,93.0829282829916,0.5
26157,26157-MIX-05,26157-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666,Lab-26-2042,Lab-26-2043,True,26157-MIX-05,Decanoato de Etilo,quantified,observed,0.316746193610294,316.746193610294,12.5,2.8507157424926457,,26157-P-13,quantified,observed,16.9338592215234,0.0125
26157,26157-MIX-05,26157-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,3.0,6.0,9.0,0.3333333333333333,0.6666666666666666,Lab-26-2042,Lab-26-2043,True,26157-MIX-05,Feniletil Acetato,NQ,left_censored,,,5000.0,,45.0,26157-P-13,quantified,observed,127.679230900191,5.0
26158,26158-MIX-01,26158-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,5.1,1.5,6.6,0.7727272727272727,0.2272727272727273,Lab-26-2045,Lab-26-2046,True,26158-MIX-01,Etil Acetato,NQ,left_censored,,,187500.0,,1237.5,26158-P-05,quantified,observed,6519.30322970597,187.5
26158,26158-MIX-01,26158-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,5.1,1.5,6.6,0.7727272727272727,0.2272727272727273,Lab-26-2045,Lab-26-2046,True,26158-MIX-01,Isoamil Acetato,NQ,left_censored,,,5000.0,,33.0,26158-P-05,quantified,observed,499.735530099825,5.0
26158,26158-MIX-01,26158-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,5.1,1.5,6.6,0.7727272727272727,0.2272727272727273,Lab-26-2045,Lab-26-2046,True,26158-MIX-01,Hexil Acetato,quantified,observed,2.28224626286031,2282.2462628603103,12.5,15.062825334878047,,26158-P-05,quantified,observed,202.960877654901,0.0125
26158,26158-MIX-01,26158-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,5.1,1.5,6.6,0.7727272727272727,0.2272727272727273,Lab-26-2045,Lab-26-2046,True,26158-MIX-01,Octanoato de Etilo,below_loq,left_censored,0.22644202547783,226.44202547783,500.0,1.4945173681536779,3.3,26158-P-05,quantified,observed,49.7291679584244,0.5
26158,26158-MIX-01,26158-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,5.1,1.5,6.6,0.7727272727272727,0.2272727272727273,Lab-26-2045,Lab-26-2046,True,26158-MIX-01,Decanoato de Etilo,below_loq,left_censored,0.00544209647184393,5.4420964718439295,12.5,0.03591783671416993,0.0825,26158-P-05,quantified,observed,15.6480970427124,0.0125
26158,26158-MIX-01,26158-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,5.1,1.5,6.6,0.7727272727272727,0.2272727272727273,Lab-26-2045,Lab-26-2046,True,26158-MIX-01,Feniletil Acetato,NQ,left_censored,,,5000.0,,33.0,26158-P-05,quantified,observed,42.516247210368,5.0
26158,26158-MIX-02,26158-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,13.0,33.0,0.6060606060606061,0.3939393939393939,Lab-26-2047,Lab-26-2048,True,26158-MIX-02,Etil Acetato,NQ,left_censored,,,187500.0,,6187.5,26158-P-08,quantified,observed,12408.3802149936,187.5
26158,26158-MIX-02,26158-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,13.0,33.0,0.6060606060606061,0.3939393939393939,Lab-26-2047,Lab-26-2048,True,26158-MIX-02,Isoamil Acetato,quantified,observed,33.4887587729427,33488.7587729427,5000.0,1105.1290395071092,,26158-P-08,quantified,observed,1480.85790062567,5.0
26158,26158-MIX-02,26158-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,13.0,33.0,0.6060606060606061,0.3939393939393939,Lab-26-2047,Lab-26-2048,True,26158-MIX-02,Hexil Acetato,quantified,observed,47.0695918249944,47069.5918249944,12.5,1553.2965302248153,,26158-P-08,quantified,observed,279.940921366558,0.0125
26158,26158-MIX-02,26158-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,13.0,33.0,0.6060606060606061,0.3939393939393939,Lab-26-2047,Lab-26-2048,True,26158-MIX-02,Octanoato de Etilo,quantified,observed,11.6451144388922,11645.1144388922,500.0,384.28877648344263,,26158-P-08,quantified,observed,75.9234070499214,0.5
26158,26158-MIX-02,26158-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,13.0,33.0,0.6060606060606061,0.3939393939393939,Lab-26-2047,Lab-26-2048,True,26158-MIX-02,Decanoato de Etilo,quantified,observed,0.0334586810796729,33.4586810796729,12.5,1.1041364756292058,,26158-P-08,quantified,observed,12.0308519796078,0.0125
26158,26158-MIX-02,26158-P-08,2026-04-10 08:00:00,2026-04-08 15:00:00,2026-04-10 08:00:00,41.0,91.0,20.0,13.0,33.0,0.6060606060606061,0.3939393939393939,Lab-26-2047,Lab-26-2048,True,26158-MIX-02,Feniletil Acetato,NQ,left_censored,,,5000.0,,165.0,26158-P-08,quantified,observed,97.9197630264898,5.0
26158,26158-MIX-03,26158-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,22.0,14.0,36.0,0.6111111111111112,0.3888888888888889,Lab-26-2049,Lab-26-2050,True,26158-MIX-03,Etil Acetato,NQ,left_censored,,,187500.0,,6750.0,26158-P-10,quantified,observed,14638.0496796741,187.5
26158,26158-MIX-03,26158-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,22.0,14.0,36.0,0.6111111111111112,0.3888888888888889,Lab-26-2049,Lab-26-2050,True,26158-MIX-03,Isoamil Acetato,quantified,observed,63.2081823849054,63208.1823849054,5000.0,2275.494565856594,,26158-P-10,quantified,observed,1682.34638418107,5.0
26158,26158-MIX-03,26158-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,22.0,14.0,36.0,0.6111111111111112,0.3888888888888889,Lab-26-2049,Lab-26-2050,True,26158-MIX-03,Hexil Acetato,quantified,observed,40.668234912118,40668.234912118,12.5,1464.0564568362481,,26158-P-10,quantified,observed,256.975634580983,0.0125
26158,26158-MIX-03,26158-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,22.0,14.0,36.0,0.6111111111111112,0.3888888888888889,Lab-26-2049,Lab-26-2050,True,26158-MIX-03,Octanoato de Etilo,quantified,observed,13.9168894038296,13916.8894038296,500.0,501.0080185378656,,26158-P-10,quantified,observed,79.1838547717578,0.5
26158,26158-MIX-03,26158-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,22.0,14.0,36.0,0.6111111111111112,0.3888888888888889,Lab-26-2049,Lab-26-2050,True,26158-MIX-03,Decanoato de Etilo,quantified,observed,0.0557640875372891,55.7640875372891,12.5,2.007507151342408,,26158-P-10,quantified,observed,12.1558977092019,0.0125
26158,26158-MIX-03,26158-P-10,2026-04-11 08:00:00,2026-04-10 08:00:00,2026-04-11 08:00:00,24.0,115.0,22.0,14.0,36.0,0.6111111111111112,0.3888888888888889,Lab-26-2049,Lab-26-2050,True,26158-MIX-03,Feniletil Acetato,NQ,left_censored,,,5000.0,,180.0,26158-P-10,quantified,observed,111.111172131249,5.0
26158,26158-MIX-04,26158-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428,Lab-26-2051,Lab-26-2052,True,26158-MIX-04,Etil Acetato,below_loq,left_censored,18.0021208646239,18002.1208646239,187500.0,630.0742302618364,6562.5,26158-P-12,quantified,observed,14246.92944733475,187.5
26158,26158-MIX-04,26158-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428,Lab-26-2051,Lab-26-2052,True,26158-MIX-04,Isoamil Acetato,quantified,observed,113.237780717066,113237.78071706601,5000.0,3963.3223250973106,,26158-P-12,quantified,observed,1544.59554433912,5.0
26158,26158-MIX-04,26158-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428,Lab-26-2051,Lab-26-2052,True,26158-MIX-04,Hexil Acetato,quantified,observed,50.8275654092873,50827.5654092873,12.5,1778.9647893250553,,26158-P-12,quantified,observed,227.1883779749445,0.0125
26158,26158-MIX-04,26158-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428,Lab-26-2051,Lab-26-2052,True,26158-MIX-04,Octanoato de Etilo,quantified,observed,24.2452682657387,24245.2682657387,500.0,848.5843893008546,,26158-P-12,quantified,observed,91.21193516995416,0.5
26158,26158-MIX-04,26158-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428,Lab-26-2051,Lab-26-2052,True,26158-MIX-04,Decanoato de Etilo,quantified,observed,0.153781380238436,153.781380238436,12.5,5.382348308345259,,26158-P-12,quantified,observed,16.28838644651595,0.0125
26158,26158-MIX-04,26158-P-12,2026-04-12 15:00:00,2026-04-11 08:00:00,2026-04-12 15:00:00,31.0,146.0,16.0,19.0,35.0,0.45714285714285713,0.5428571428571428,Lab-26-2051,Lab-26-2052,True,26158-MIX-04,Feniletil Acetato,NQ,left_censored,,,5000.0,,175.0,26158-P-12,quantified,observed,106.43914389581346,5.0
26158,26158-MIX-05,26158-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,5.0,3.0,8.0,0.625,0.375,Lab-26-2053,Lab-26-2054,True,26158-MIX-05,Etil Acetato,NQ,left_censored,,,187500.0,,1500.0,26158-P-13,quantified,observed,12116.4378739372,187.5
26158,26158-MIX-05,26158-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,5.0,3.0,8.0,0.625,0.375,Lab-26-2053,Lab-26-2054,True,26158-MIX-05,Isoamil Acetato,NQ,left_censored,,,5000.0,,40.0,26158-P-13,quantified,observed,1345.70106005835,5.0
26158,26158-MIX-05,26158-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,5.0,3.0,8.0,0.625,0.375,Lab-26-2053,Lab-26-2054,True,26158-MIX-05,Hexil Acetato,quantified,observed,4.8635758414803,4863.5758414802995,12.5,38.9086067318424,,26158-P-13,quantified,observed,175.766009232117,0.0125
26158,26158-MIX-05,26158-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,5.0,3.0,8.0,0.625,0.375,Lab-26-2053,Lab-26-2054,True,26158-MIX-05,Octanoato de Etilo,quantified,observed,0.522246933686084,522.246933686084,500.0,4.177975469488673,,26158-P-13,quantified,observed,64.3678361856269,0.5
26158,26158-MIX-05,26158-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,5.0,3.0,8.0,0.625,0.375,Lab-26-2053,Lab-26-2054,True,26158-MIX-05,Decanoato de Etilo,below_loq,left_censored,0.00495787551569357,4.95787551569357,12.5,0.03966300412554856,0.1,26158-P-13,quantified,observed,8.52829164280373,0.0125
26158,26158-MIX-05,26158-P-13,2026-04-13 08:00:00,2026-04-12 15:00:00,2026-04-13 08:00:00,17.0,163.0,5.0,3.0,8.0,0.625,0.375,Lab-26-2053,Lab-26-2054,True,26158-MIX-05,Feniletil Acetato,NQ,left_censored,,,5000.0,,40.0,26158-P-13,quantified,observed,89.4416949201251,5.0
26159,26159-MIX-01,26159-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2056,Lab-26-2057,True,26159-MIX-01,Etil Acetato,NQ,left_censored,,,187500.0,,581.25,26159-P-05,quantified,observed,3022.12131077924,187.5
26159,26159-MIX-01,26159-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2056,Lab-26-2057,True,26159-MIX-01,Isoamil Acetato,NQ,left_censored,,,5000.0,,15.5,26159-P-05,quantified,observed,121.104676919261,5.0
26159,26159-MIX-01,26159-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2056,Lab-26-2057,True,26159-MIX-01,Hexil Acetato,NQ,left_censored,,,12.5,,0.03875,26159-P-05,quantified,observed,71.9457039033856,0.0125
26159,26159-MIX-01,26159-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2056,Lab-26-2057,True,26159-MIX-01,Octanoato de Etilo,below_loq,left_censored,0.12292624637589,122.92624637589,500.0,0.381071363765259,1.55,26159-P-05,quantified,observed,13.2449894050151,0.5
26159,26159-MIX-01,26159-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2056,Lab-26-2057,True,26159-MIX-01,Decanoato de Etilo,below_loq,left_censored,0.00357362890632381,3.57362890632381,12.5,0.01107824960960381,0.03875,26159-P-05,quantified,observed,1.44305663738346,0.0125
26159,26159-MIX-01,26159-P-05,2026-04-08 15:00:00,2026-04-06 13:00:00,2026-04-08 15:00:00,50.0,50.0,3.0,0.1,3.1,0.9677419354838709,0.03225806451612903,Lab-26-2056,Lab-26-2057,True,26159-MIX-01,Feniletil Acetato,NQ,left_censored,,,5000.0,,15.5,26159-P-05,below_loq,left_censored,3.6268012388375,5.0
26159,26159-MIX-02,26159-P-09,2026-04-11 08:00:00,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,115.0,22.0,0.0,22.0,1.0,0.0,Lab-26-2058,Lab-26-2059,True,26159-MIX-02,Etil Acetato,NQ,left_censored,,,187500.0,,4125.0,26159-P-09,quantified,observed,10265.9411306078,187.5
26159,26159-MIX-02,26159-P-09,2026-04-11 08:00:00,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,115.0,22.0,0.0,22.0,1.0,0.0,Lab-26-2058,Lab-26-2059,True,26159-MIX-02,Isoamil Acetato,NQ,left_censored,,,5000.0,,110.0,26159-P-09,quantified,observed,997.467214645297,5.0
26159,26159-MIX-02,26159-P-09,2026-04-11 08:00:00,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,115.0,22.0,0.0,22.0,1.0,0.0,Lab-26-2058,Lab-26-2059,True,26159-MIX-02,Hexil Acetato,quantified,observed,0.0179089227179965,17.9089227179965,12.5,0.393996299795923,,26159-P-09,quantified,observed,181.441279648338,0.0125
26159,26159-MIX-02,26159-P-09,2026-04-11 08:00:00,2026-04-08 15:00:00,2026-04-11 08:00:00,65.0,115.0,22.0,0.0,22.0,1.0,0.0,Lab-26-2058,Lab-26-2059,True,26159-MIX-02,Octanoato de Etilo,below_loq,left_censored,0.118038997656628,118.038997656628,500.0,2.596857948445816,11.0,26159-P-09,quantified,observed,60.5589468677226,0.5
