species,parameter,log_offset_requested,fixed_value,objective,delta_objective,success,forcing_source,fit_scope
ethyl_acetate,formation_stationary_ug_per_g_sugar,2.0,536.5764314757056,17374.35137612324,17302.06712613629,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,-2.0,0.0010414076038308558,73.43180126624645,1.1475512792991083,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,-1.0,0.0028308393655124917,72.66032012796128,0.37607014101394043,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,-0.5,0.0046672650758557,72.40680507313346,0.12255508618611088,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,0.0,0.007695019206559139,72.28424997886472,-8.082622571237152e-09,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,0.5,0.012686941844300076,72.74702974848884,0.4627797615414977,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,1.0,0.020917230878833046,77.93250621648868,5.648256229541332,True,released_co2_model,all_data
ethyl_acetate,effective_loss_scale,2.0,0.0568589285996143,209.46339042801452,137.17914044106718,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,-2.0,0.020451139589182987,386.44294826287364,1.7638325430575037,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,-1.0,0.055591961116555504,385.5935840777407,0.9144683579245338,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,-0.5,0.0916556487727995,385.1362952477185,0.45717952790238314,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.0,0.15111461771153464,384.67911571981614,0.0,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.5,0.24914588453472547,385.2040774687225,0.524961748906378,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,1.0,0.41077211933979996,387.5929420186826,2.913826298866468,True,released_co2_model,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,2.0,1.1165943876389886,416.9869767241563,32.30786100434017,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-2.0,0.07464891068977474,501.2926992487479,116.61358352893177,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-1.0,0.20291677744227687,446.25840954865964,61.579293828843504,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,-0.5,0.33455320715100584,409.6777938244017,24.998678104585565,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.0,0.5515849888108095,384.67911571981614,0.0,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.5,0.9094099036512738,580.3020970868407,195.62298136702458,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,1.0,1.4993634519352093,1910.6316156824703,1525.9524999626542,True,released_co2_model,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,2.0,4.0756924256511065,22656.123359585283,22271.444243865466,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,-2.0,0.0012531596227347457,413.95688671146013,29.27777099164399,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,-1.0,0.0034064410306384515,401.8857306954688,17.206614975652656,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,-0.5,0.005616271784599282,391.83864192537305,7.159526205556915,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,0.0,0.009259666753301804,384.67901391279054,-0.00010180702560091959,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,0.5,0.015266609535763483,405.1378618908458,20.458746171029645,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,1.0,0.025170383873086663,497.6702382831076,112.99112256329147,True,released_co2_model,all_data
ethyl_octanoate,effective_loss_scale,2.0,0.06842019709755008,846.2288060412875,461.54969032147136,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,-2.0,0.05441149001952087,370.7411767608954,1.461513511298108,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,-1.0,0.14790576457944424,369.74077603214914,0.4611127825518224,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,-0.5,0.24385538012129532,369.43024067092165,0.1505774213243285,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.0,0.4020495521806448,369.2796632495973,0.0,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.5,0.6628676485556901,369.41728021509937,0.1376169655020476,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,1.0,1.0928839918327435,370.01103343698804,0.7313701873907235,True,released_co2_model,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,2.0,2.9707666956127303,375.40693528247,6.127272032872668,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-2.0,0.9585229367002007,551.4724603191189,182.1927970695216,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-1.0,2.6055354809933555,470.382390883391,101.10272763379368,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,-0.5,4.2958017690776344,411.34632393131994,42.066660681722624,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.0,7.082579751389536,369.2796632495973,0.0,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.5,11.677199887545953,627.913990051326,258.63432680172866,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,1.0,19.25244783681416,2307.1059239285364,1937.826260678939,True,released_co2_model,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,2.0,52.333579108167584,28018.808913417062,27649.529250167467,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,-2.0,0.0009928702119768274,382.60357433383706,13.32391108423974,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,-1.0,0.00269890105523489,377.1174307762403,7.837767526643006,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,-0.5,0.004449735577280785,372.54368342113804,3.2640201715407215,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,0.0,0.007336373695253944,369.27756819417965,-0.0020950554176693004,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,0.5,0.012095635361170077,383.48882531747745,14.20916206788013,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,1.0,0.019942331302593732,454.1750543074559,84.8953910578586,True,released_co2_model,all_data
isoamyl_acetate,effective_loss_scale,2.0,0.05420887679695054,753.1737249632906,383.8940617136933,True,released_co2_model,all_data
ethyl_acetate,formation_growth_ug_per_g_sugar,0.0,15.567361772613847,44.161781017329304,-5.609024356090231e-11,True,stoichiometric_legacy,calibration_only
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.0,77.12184478532095,44.161781017385394,0.0,True,stoichiometric_legacy,calibration_only
ethyl_acetate,effective_loss_scale,0.0,0.01018379524729734,44.16178101732213,-6.326672519207932e-11,True,stoichiometric_legacy,calibration_only
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.0,0.04241904487950574,230.79175441933398,-5.278606323599888e-06,True,stoichiometric_legacy,calibration_only
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.0,0.5703481972023015,230.79175500698946,-4.6909508455428295e-06,True,stoichiometric_legacy,calibration_only
ethyl_octanoate,effective_loss_scale,0.0,0.017362947360637673,230.79175969346807,-4.472241244002362e-09,True,stoichiometric_legacy,calibration_only
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.0,0.17900860756807457,221.69261041131466,-2.7446390049590264e-08,True,stoichiometric_legacy,calibration_only
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.0,6.9207981018051035,221.69261042841208,-1.0348969681217568e-08,True,stoichiometric_legacy,calibration_only
isoamyl_acetate,effective_loss_scale,0.0,0.012549441306776026,221.6926099413683,-4.973927616447327e-07,True,stoichiometric_legacy,calibration_only
ethyl_acetate,formation_growth_ug_per_g_sugar,0.0,42.18189870293672,72.1865652603376,0.0,True,stoichiometric_legacy,all_data
ethyl_acetate,formation_stationary_ug_per_g_sugar,0.0,72.62670131921585,72.1865652603376,0.0,True,stoichiometric_legacy,all_data
ethyl_acetate,effective_loss_scale,0.0,0.009265657382581493,72.18656525695454,-3.3830644952104194e-09,True,stoichiometric_legacy,all_data
ethyl_octanoate,formation_growth_ug_per_g_sugar,0.0,0.06414159231644159,381.9234313371961,0.0,True,stoichiometric_legacy,all_data
ethyl_octanoate,formation_stationary_ug_per_g_sugar,0.0,0.5735302250453067,381.9234313371961,0.0,True,stoichiometric_legacy,all_data
ethyl_octanoate,effective_loss_scale,0.0,0.019343479898390196,381.92342851927435,-2.8179217679280555e-06,True,stoichiometric_legacy,all_data
isoamyl_acetate,formation_growth_ug_per_g_sugar,0.0,0.3138776027913735,368.0726913718306,-6.3292284266935894e-06,True,stoichiometric_legacy,all_data
isoamyl_acetate,formation_stationary_ug_per_g_sugar,0.0,7.118288168487331,368.07269406367027,-3.6373887724039378e-06,True,stoichiometric_legacy,all_data
isoamyl_acetate,effective_loss_scale,0.0,0.014337516296433457,368.07269651240364,-1.1886554034390429e-06,True,stoichiometric_legacy,all_data
